# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "gbc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/PolII-PROseq.counts.cds.txt" "./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam
FBtr0087801	2R	12940423	12945847	-	5425	466	1490	335	789	565	495
FBtr0302198	2R	12940423	12943888	-	3466	0	0	0	0	0	0
FBtr0339107	2R	12948448	12949709	-	1262	0	0	0	0	0	0
FBtr0339106	2R	12948448	12951793	-	3346	214	41	161	394	102	74
FBtr0339104	2R	12950504	12951793	-	1290	0	0	0	0	0	0
FBtr0345371	2R	12953612	12955612	+	2001	256	72	126	421	171	205
FBtr0087792	2R	12954053	12955070	+	1018	0	0	0	0	0	0
FBtr0345375	2R	12966097	12980494	-	14398	46	97	23	97	368	317
FBtr0345196	2R	12966422	12980158	-	13737	0	0	0	0	0	0
FBtr0087798	2R	12966422	12980494	-	14073	0	0	0	0	0	0
FBtr0300387	2R	12997001	13007811	+	10811	8	2	9	16	22	6
FBtr0330613	2R	12997001	13007702	+	10702	0	0	0	0	0	0
FBtr0087793	2R	12997623	13007702	+	10080	0	0	0	0	0	0
FBtr0345360	2R	13044795	13046756	-	1962	427	132	309	846	340	282
FBtr0339747	2R	13055346	13079039	-	23694	227	39	160	367	209	152
FBtr0087794	2R	13056678	13079039	-	22362	0	0	0	0	0	0
FBtr0339748	2R	13111269	13125680	+	14412	1610	329	1004	2756	1108	829
FBtr0087722	2R	13116805	13125680	+	8876	0	0	0	0	0	0
FBtr0345194	2R	13123638	13125680	+	2043	0	0	0	0	0	0
FBtr0345931	2R	13123638	13125914	+	2277	33	1	16	57	22	20
FBtr0087780	2R	13128015	13128552	-	538	208	55	137	363	202	117
FBtr0087779	2R	13129611	13131955	-	2345	1026	240	649	1750	778	684
FBtr0299507	2R	13133642	13142720	+	9079	2668	4397	1805	5093	10802	10604
FBtr0330331	2R	13142934	13152177	-	9244	626	708	371	1183	1722	1663
FBtr0330332	2R	13145162	13152177	-	7016	0	0	0	0	0	0
FBtr0330330	2R	13146313	13152177	-	5865	0	0	0	0	0	0
FBtr0339755	2R	13152985	13157797	-	4813	0	0	0	0	0	0
FBtr0087774	2R	13152985	13158641	-	5657	179	1287	119	292	3137	3556
FBtr0344199	2R	13152985	13157945	-	4961	0	0	0	0	0	0
FBtr0112741	2R	13159166	13160090	+	925	160	174	94	297	550	471
FBtr0087728	2R	13160563	13163384	+	2822	1024	782	615	1711	1986	1926
FBtr0310155	2R	13164059	13167532	-	3474	13	5	13	42	45	46
FBtr0310154	2R	13164154	13167532	-	3379	0	0	0	0	0	0
FBtr0087729	2R	13168998	13170644	+	1647	102	128	82	207	299	298
FBtr0087730	2R	13169284	13170644	+	1361	0	0	0	0	0	0
FBtr0087732	2R	13171901	13174696	+	2796	1001	478	640	1890	1211	1006
FBtr0310499	2R	13176194	13184612	-	8419	53	101	40	116	454	362
FBtr0334468	2R	13176653	13189586	-	12934	0	0	0	0	0	0
FBtr0087771	2R	13176653	13185312	-	8660	0	0	0	0	0	0
FBtr0100501	2R	13179782	13189586	-	9805	0	0	0	0	0	0
FBtr0087770	2R	13185634	13197837	-	12204	1956	3785	1360	3654	8743	8808
FBtr0302053	2R	13185634	13189586	-	3953	0	0	0	0	0	0
FBtr0302052	2R	13185634	13188753	-	3120	0	0	0	0	0	0
FBtr0333148	2R	13199350	13202609	+	3260	29	18	22	37	90	57
FBtr0087735	2R	13199440	13202609	+	3170	0	0	0	0	0	0
FBtr0087769	2R	13202828	13204837	-	2010	0	0	0	0	0	0
FBtr0087768	2R	13202828	13206047	-	3220	297	253	215	536	820	894
FBtr0087737	2R	13207245	13210369	+	3125	31	30	20	59	69	75
FBtr0087736	2R	13207245	13209718	+	2474	0	0	0	0	0	0
FBtr0333152	2R	13209909	13210315	-	407	0	0	0	0	0	0
FBtr0112510	2R	13209909	13211737	-	1829	211	130	125	420	539	615
FBtr0346513	2R	13209909	13210896	-	988	0	0	0	0	0	0
FBtr0300286	2R	13212505	13213996	-	1492	70	34	45	148	151	155
FBtr0087766	2R	13212505	13213611	-	1107	0	0	0	0	0	0
FBtr0087738	2R	13215206	13215660	+	455	164	133	108	268	368	427
FBtr0333151	2R	13215759	13218747	-	2989	924	653	666	1661	1800	1828
FBtr0087763	2R	13221039	13221838	-	800	0	0	0	0	0	0
FBtr0087762	2R	13221039	13221959	-	921	64	207	25	73	456	566
FBtr0087740	2R	13222933	13227645	+	4713	283	1447	181	574	3455	3505
FBtr0333149	2R	13224091	13227645	+	3555	0	0	0	0	0	0
FBtr0087741	2R	13225822	13228102	+	2281	77	244	45	137	766	560
FBtr0087761	2R	13228376	13229734	-	1359	436	1083	304	889	2579	2355
FBtr0087742	2R	13231083	13231563	+	481	199	276	109	380	835	872
FBtr0087760	2R	13231858	13234546	-	2689	0	0	0	0	0	0
FBtr0340493	2R	13231858	13234796	-	2939	88	319	73	208	577	656
FBtr0087743	2R	13236480	13236955	+	476	217	207	130	311	588	657
FBtr0087759	2R	13237356	13238968	-	1613	571	543	361	983	1660	1806
FBtr0087744	2R	13240229	13240913	+	685	178	109	102	310	614	764
FBtr0345532	2R	13247170	13248780	+	1611	167	48	88	289	118	99
FBtr0087745	2R	13247170	13247659	+	490	0	0	0	0	0	0
FBtr0087757	2R	13248994	13251224	-	2231	612	107	370	1120	446	356
FBtr0087756	2R	13251952	13253837	-	1886	646	117	378	1104	366	275
FBtr0299739	2R	13260601	13264014	+	3414	0	0	0	0	0	0
FBtr0299740	2R	13260601	13266236	+	5636	0	0	0	0	0	0
FBtr0299737	2R	13262985	13264227	+	1243	0	0	0	0	0	0
FBtr0299741	2R	13262985	13266236	+	3252	0	0	0	0	0	0
FBtr0299738	2R	13262985	13264014	+	1030	0	0	0	0	0	0
FBtr0087755	2R	13267898	13295427	-	27530	5479	1435	3522	9826	4318	2878
FBtr0087754	2R	13297302	13297967	-	666	203	48	114	338	79	92
FBtr0345663	2R	13299495	13301447	+	1953	144	50	97	286	105	78
FBtr0087753	2R	13300099	13301447	+	1349	0	0	0	0	0	0
FBtr0087720	2R	13376075	13377231	-	1157	320	64	204	722	246	155
FBtr0345942	2R	13389595	13392861	-	3267	51	5	21	59	30	36
FBtr0310562	2R	13389773	13392861	-	3089	0	0	0	0	0	0
FBtr0087717	2R	13394715	13398868	-	4154	1361	283	816	2318	922	682
FBtr0087654	2R	13407511	13408003	+	493	0	0	0	0	0	0
FBtr0339757	2R	13407511	13408258	+	748	8	1	8	34	16	13
FBtr0087716	2R	13408142	13409387	-	1246	173	45	197	683	487	543
FBtr0087656	2R	13412239	13412985	+	747	5	2	9	23	18	14
FBtr0303099	2R	13412239	13412730	+	492	0	0	0	0	0	0
FBtr0087715	2R	13412869	13414120	-	1252	255	63	189	615	482	468
FBtr0299754	2R	13415078	13438551	-	23474	0	0	0	0	0	0
FBtr0306698	2R	13415078	13428322	-	13245	0	0	0	0	0	0
FBtr0299762	2R	13415078	13429395	-	14318	0	0	0	0	0	0
FBtr0299757	2R	13415078	13437055	-	21978	0	0	0	0	0	0
FBtr0303100	2R	13418179	13424236	-	6058	0	0	0	0	0	0
FBtr0299765	2R	13418179	13437055	-	18877	0	0	0	0	0	0
FBtr0299756	2R	13418179	13429395	-	11217	0	0	0	0	0	0
FBtr0299760	2R	13418179	13438551	-	20373	0	0	0	0	0	0
FBtr0309893	2R	13439414	13448900	-	9487	0	0	0	0	0	0
FBtr0100654	2R	13439414	13444874	-	5461	0	0	0	0	0	0
FBtr0087703	2R	13439414	13449975	-	10562	0	0	0	0	0	0
FBtr0306635	2R	13443296	13444874	-	1579	0	0	0	0	0	0
FBtr0309890	2R	13443296	13449975	-	6680	0	0	0	0	0	0
FBtr0309888	2R	13443340	13444874	-	1535	0	0	0	0	0	0
FBtr0309886	2R	13451086	13453293	+	2208	685	373	443	1329	1422	1203
FBtr0087702	2R	13453740	13482729	-	28990	7508	8656	5166	13831	27550	26501
FBtr0087701	2R	13483612	13484891	-	1280	443	805	313	803	2091	2397
FBtr0087667	2R	13486117	13486531	+	415	109	396	116	260	690	887
FBtr0087699	2R	13486734	13494362	-	7629	166	230	126	224	733	676
FBtr0087700	2R	13487282	13494362	-	7081	0	0	0	0	0	0
FBtr0087697	2R	13495322	13502341	-	7020	0	0	0	0	0	0
FBtr0087698	2R	13495322	13501793	-	6472	0	0	0	0	0	0
FBtr0087695	2R	13496541	13502341	-	5801	0	0	0	0	0	0
FBtr0087694	2R	13496866	13502341	-	5476	0	0	0	0	0	0
FBtr0344896	2R	13501121	13505911	+	4791	51	291	25	89	734	753
FBtr0301387	2R	13502576	13505911	+	3336	0	0	0	0	0	0
FBtr0087668	2R	13503429	13505911	+	2483	0	0	0	0	0	0
FBtr0087669	2R	13506930	13513012	+	6083	508	1849	302	884	4749	5543
FBtr0301389	2R	13508057	13509232	+	1176	0	0	0	0	0	0
FBtr0301388	2R	13510118	13513012	+	2895	0	0	0	0	0	0
FBtr0091491	2R	13513232	13532489	-	19258	0	0	0	0	0	0
FBtr0310062	2R	13513232	13533751	-	20520	217	92	167	417	526	542
FBtr0087671	2R	13515759	13517352	+	1594	0	0	0	0	0	0
FBtr0091493	2R	13518087	13532489	-	14403	0	0	0	0	0	0
FBtr0091492	2R	13518339	13529375	-	11037	0	0	0	0	0	0
FBtr0087673	2R	13522269	13523275	+	1007	0	0	0	0	0	0
FBtr0087674	2R	13525877	13526348	+	472	0	0	0	0	0	0
FBtr0300192	2R	13537471	13547077	-	9607	224	1713	126	444	4031	4481
FBtr0087687	2R	13537471	13540297	-	2827	0	0	0	0	0	0
FBtr0087685	2R	13537471	13546512	-	9042	0	0	0	0	0	0
FBtr0087686	2R	13537471	13544949	-	7479	0	0	0	0	0	0
FBtr0300193	2R	13537471	13539168	-	1698	0	0	0	0	0	0
FBtr0087682	2R	13548344	13551929	-	3586	0	0	0	0	0	0
FBtr0087684	2R	13548344	13549758	-	1415	0	0	0	0	0	0
FBtr0113450	2R	13548344	13552740	-	4397	254	78	164	418	451	510
FBtr0087683	2R	13548344	13550950	-	2607	0	0	0	0	0	0
FBtr0087675	2R	13554577	13555506	+	930	194	293	161	390	1229	981
FBtr0087676	2R	13556449	13557242	+	794	397	6456	246	626	11202	13208
FBtr0305955	2R	13559045	13560668	+	1624	144	294	100	317	592	503
FBtr0087677	2R	13559045	13560005	+	961	0	0	0	0	0	0
FBtr0346185	2R	13570695	13572259	-	1565	161	71	108	339	503	401
FBtr0303819	2R	13571624	13572044	-	421	0	0	0	0	0	0
FBtr0330617	2R	13580413	13592839	-	12427	25	17	14	39	80	52
FBtr0087678	2R	13580686	13592839	-	12154	0	0	0	0	0	0
FBtr0087623	2R	13594144	13596457	+	2314	855	1525	604	1894	4026	4542
FBtr0087624	2R	13597177	13598650	+	1474	619	629	432	1179	1593	1570
FBtr0345938	2R	13604595	13605155	-	561	172	36	124	306	115	68
FBtr0339940	2R	13623544	13749267	+	125724	24877	10009	16265	45107	24601	17633
FBtr0087651	2R	13661595	13663098	-	1504	0	0	0	0	0	0
FBtr0087626	2R	13665614	13667656	+	2043	0	0	0	0	0	0
FBtr0344330	2R	13665614	13667206	+	1593	0	0	0	0	0	0
FBtr0087627	2R	13668236	13671494	+	3259	0	0	0	0	0	0
FBtr0087650	2R	13691807	13692869	-	1063	0	0	0	0	0	0
FBtr0087628	2R	13754464	13758871	+	4408	1344	284	879	2596	846	517
FBtr0087629	2R	13770415	13787702	+	17288	3486	705	2333	6227	2433	1788
FBtr0087649	2R	13778224	13779745	-	1522	0	0	0	0	0	0
FBtr0332255	2R	13778316	13779745	-	1430	0	0	0	0	0	0
FBtr0087630	2R	13795277	13805131	+	9855	1990	421	1329	3860	1832	1477
FBtr0087631	2R	13806294	13819471	+	13178	0	0	0	0	0	0
FBtr0304695	2R	13806294	13818223	+	11930	0	0	0	0	0	0
FBtr0304694	2R	13806685	13819471	+	12787	0	0	0	0	0	0
FBtr0087647	2R	13819724	13824053	-	4330	986	1994	669	1737	5443	5813
FBtr0339950	2R	13826871	13833403	+	6533	38	18	39	50	36	30
FBtr0087634	2R	13826871	13831259	+	4389	0	0	0	0	0	0
FBtr0087633	2R	13826871	13832814	+	5944	0	0	0	0	0	0
FBtr0087636	2R	13827453	13831259	+	3807	0	0	0	0	0	0
FBtr0339951	2R	13829948	13831259	+	1312	0	0	0	0	0	0
FBtr0345801	2R	13833675	13834596	-	922	39	9	24	69	29	14
FBtr0087646	2R	13833960	13834596	-	637	0	0	0	0	0	0
FBtr0087637	2R	13836919	13839263	+	2345	646	171	446	1234	476	393
FBtr0087638	2R	13840553	13841643	+	1091	180	36	124	290	182	85
FBtr0087645	2R	13841861	13845755	-	3895	901	221	605	1576	948	778
FBtr0331382	2R	13846893	13849732	+	2840	550	119	342	1024	463	338
FBtr0087640	2R	13850382	13852883	+	2502	605	279	437	1197	1082	997
FBtr0087643	2R	13853047	13853831	-	785	280	295	223	609	707	845
FBtr0087642	2R	13854678	13855278	-	601	150	54	90	248	248	222
FBtr0087641	2R	13856250	13858189	-	1940	734	1350	492	1275	2831	3086
FBtr0087585	2R	13859452	13860332	+	881	372	1082	241	736	2666	2842
FBtr0339954	2R	13860449	13861430	-	982	0	0	0	0	0	0
FBtr0087622	2R	13860449	13861502	-	1054	5	6	8	18	41	30
FBtr0087586	2R	13862497	13864056	+	1560	147	295	94	274	1066	1010
FBtr0339953	2R	13862497	13863479	+	983	0	0	0	0	0	0
FBtr0304847	2R	13864337	13910446	-	46110	0	0	0	0	0	0
FBtr0304851	2R	13864337	13897201	-	32865	0	0	0	0	0	0
FBtr0304850	2R	13864337	13941610	-	77274	3079	4568	2069	5725	16562	15932
FBtr0087618	2R	13864337	13925003	-	60667	0	0	0	0	0	0
FBtr0304853	2R	13864918	13910446	-	45529	0	0	0	0	0	0
FBtr0305592	2R	13943487	13957589	-	14103	37	53	20	69	152	84
FBtr0087612	2R	13943847	13957589	-	13743	0	0	0	0	0	0
FBtr0087614	2R	13945509	13953525	-	8017	0	0	0	0	0	0
FBtr0087613	2R	13947637	13955180	-	7544	0	0	0	0	0	0
FBtr0100285	2R	13954695	13955564	+	870	0	0	0	0	0	0
FBtr0100453	2R	13954998	13955564	+	567	0	0	0	0	0	0
FBtr0087610	2R	13958645	13959904	-	1260	55	72	18	81	183	158
FBtr0114495	2R	13958645	13959708	-	1064	0	0	0	0	0	0
FBtr0114494	2R	13958645	13959826	-	1182	0	0	0	0	0	0
FBtr0087592	2R	13961175	13967881	+	6707	68	101	42	119	420	330
FBtr0087593	2R	13961681	13967881	+	6201	0	0	0	0	0	0
FBtr0304021	2R	13965673	13967881	+	2209	0	0	0	0	0	0
FBtr0087594	2R	13968808	13969802	+	995	410	402	293	693	1119	1021
FBtr0087609	2R	13970010	13970661	-	652	0	0	0	0	0	0
FBtr0345649	2R	13970010	13970763	-	754	17	25	15	54	100	65
FBtr0345648	2R	13971425	13972334	-	910	36	29	21	75	105	59
FBtr0087608	2R	13971701	13972334	-	634	0	0	0	0	0	0
FBtr0303991	2R	13973084	13979665	-	6582	71	293	34	83	1198	1089
FBtr0339957	2R	13973084	13979310	-	6227	0	0	0	0	0	0
FBtr0303989	2R	13973084	13979103	-	6020	0	0	0	0	0	0
FBtr0087606	2R	13980462	13982817	-	2356	1138	1122	674	2005	2418	2201
FBtr0330625	2R	13983895	13984793	+	899	95	110	49	174	274	195
FBtr0087595	2R	13984130	13984793	+	664	0	0	0	0	0	0
FBtr0330627	2R	13984915	13990207	-	5293	0	0	0	0	0	0
FBtr0330626	2R	13984915	13989900	-	4986	0	0	0	0	0	0
FBtr0087605	2R	13986526	13990207	-	3682	0	0	0	0	0	0
FBtr0087604	2R	13987649	13990207	-	2559	0	0	0	0	0	0
FBtr0087596	2R	13991703	14058597	+	66895	3369	4992	2204	6358	15541	14591
FBtr0339956	2R	14009699	14060256	+	50558	199	203	143	349	883	683
FBtr0087598	2R	14032163	14058782	+	26620	0	0	0	0	0	0
FBtr0339764	2R	14060556	14140402	-	79847	159	137	119	239	510	328
FBtr0339763	2R	14061599	14140402	-	78804	0	0	0	0	0	0
FBtr0310668	2R	14148363	14152623	-	4261	85	199	61	161	589	610
FBtr0087584	2R	14148363	14152208	-	3846	0	0	0	0	0	0
FBtr0087518	2R	14153653	14157006	+	3354	1164	1573	858	2129	3767	4061
FBtr0087519	2R	14158262	14159334	+	1073	283	221	174	479	772	860
FBtr0339965	2R	14159196	14160762	-	1567	32	32	13	39	51	57
FBtr0087580	2R	14159491	14160762	-	1272	0	0	0	0	0	0
FBtr0339959	2R	14161930	14162954	+	1025	16	28	11	36	91	80
FBtr0087520	2R	14161930	14162721	+	792	0	0	0	0	0	0
FBtr0087579	2R	14163166	14164325	-	1160	66	87	28	68	247	277
FBtr0339964	2R	14163166	14164121	-	956	0	0	0	0	0	0
FBtr0087521	2R	14165551	14166891	+	1341	358	128	227	596	477	307
FBtr0087522	2R	14167482	14168133	+	652	25	5	14	33	27	36
FBtr0332918	2R	14167548	14168133	+	586	0	0	0	0	0	0
FBtr0087523	2R	14169286	14170133	+	848	309	138	171	549	684	679
FBtr0302453	2R	14170962	14172898	+	1937	0	0	0	0	0	0
FBtr0087525	2R	14170962	14172823	+	1862	0	0	0	0	0	0
FBtr0302451	2R	14171660	14172898	+	1239	0	0	0	0	0	0
FBtr0302452	2R	14172289	14172898	+	610	0	0	0	0	0	0
FBtr0346946	2R	14174193	14182738	+	8546	570	1391	419	1023	3328	3331
FBtr0339960	2R	14174193	14180128	+	5936	0	0	0	0	0	0
FBtr0087530	2R	14185704	14198268	+	12565	3052	1033	2128	6301	3233	2559
FBtr0087577	2R	14198578	14200749	-	2172	723	183	516	1374	518	434
FBtr0087576	2R	14201490	14211913	-	10424	2705	703	1831	5175	2391	1916
FBtr0087575	2R	14215196	14216127	-	932	46	145	22	72	379	331
FBtr0339970	2R	14215459	14216078	-	620	0	0	0	0	0	0
FBtr0087533	2R	14220398	14230520	+	10123	2790	1392	1887	5264	4061	3303
FBtr0339761	2R	14230711	14234949	-	4239	1279	1045	855	2352	2526	2376
FBtr0087569	2R	14235887	14239203	-	3317	76	145	67	180	286	306
FBtr0087571	2R	14235887	14238920	-	3034	0	0	0	0	0	0
FBtr0087535	2R	14240432	14243555	+	3124	1075	1265	739	1843	3388	3337
FBtr0087536	2R	14244278	14245966	+	1689	574	276	350	1018	664	616
FBtr0087537	2R	14247466	14252497	+	5032	1605	428	1016	2805	1399	1124
FBtr0087568	2R	14252698	14255692	-	2995	19	50	18	49	109	117
FBtr0339969	2R	14252698	14255561	-	2864	0	0	0	0	0	0
FBtr0087538	2R	14256993	14258687	+	1695	667	592	421	1109	1353	1555
FBtr0087539	2R	14259530	14261050	+	1521	443	170	227	670	510	444
FBtr0301203	2R	14261306	14267419	-	6114	82	39	57	153	126	100
FBtr0301204	2R	14261306	14266997	-	5692	0	0	0	0	0	0
FBtr0087565	2R	14268872	14270158	-	1287	558	1552	347	1165	2698	2723
FBtr0087540	2R	14271229	14275395	+	4167	192	274	107	352	756	760
FBtr0339967	2R	14271470	14274938	+	3469	0	0	0	0	0	0
FBtr0100372	2R	14276630	14299995	+	23366	192	82	149	380	233	198
FBtr0290110	2R	14276630	14298795	+	22166	0	0	0	0	0	0
FBtr0290111	2R	14276630	14292919	+	16290	0	0	0	0	0	0
FBtr0308834	2R	14288637	14298795	+	10159	0	0	0	0	0	0
FBtr0308837	2R	14288637	14295455	+	6819	0	0	0	0	0	0
FBtr0308835	2R	14289694	14298795	+	9102	0	0	0	0	0	0
FBtr0308836	2R	14290039	14298795	+	8757	0	0	0	0	0	0
FBtr0290292	2R	14291790	14298795	+	7006	0	0	0	0	0	0
FBtr0087562	2R	14300203	14301853	-	1651	390	187	352	840	510	429
FBtr0112614	2R	14308642	14351702	+	43061	5487	10150	3731	10119	18584	17740
FBtr0290253	2R	14332884	14351702	+	18819	0	0	0	0	0	0
FBtr0112616	2R	14342562	14351702	+	9141	0	0	0	0	0	0
FBtr0087546	2R	14352731	14355574	+	2844	810	754	594	1472	2156	2191
FBtr0087561	2R	14355869	14356781	-	913	256	613	181	486	1653	1720
FBtr0087560	2R	14358027	14359797	-	1771	297	137	220	718	587	529
FBtr0087548	2R	14363548	14365373	+	1826	21	28	16	17	69	60
FBtr0087549	2R	14363594	14365373	+	1780	0	0	0	0	0	0
FBtr0112377	2R	14366156	14366558	+	403	109	109	87	161	253	205
FBtr0112746	2R	14367298	14367774	+	477	103	54	49	182	185	103
FBtr0112747	2R	14368479	14368967	+	489	125	30	100	238	66	74
FBtr0112748	2R	14369717	14370226	+	510	123	29	82	239	147	64
FBtr0346514	2R	14371686	14372906	+	1221	376	71	258	589	251	167
FBtr0087485	2R	14378597	14385259	+	6663	1540	341	976	2759	1180	905
FBtr0087486	2R	14391196	14392109	+	914	349	69	218	522	183	134
FBtr0339990	2R	14409395	14411072	-	1678	211	241	150	358	617	491
FBtr0087517	2R	14410117	14411072	-	956	0	0	0	0	0	0
FBtr0087487	2R	14412325	14413751	+	1427	531	611	309	883	1319	1281
FBtr0087488	2R	14420824	14424494	+	3671	0	0	0	0	0	0
FBtr0345529	2R	14420824	14424664	+	3841	15	6	7	23	29	16
FBtr0087516	2R	14427436	14431837	-	4402	1005	4427	693	1981	10554	10081
FBtr0302927	2R	14436399	14465781	+	29383	5473	1560	3512	9577	5335	4738
FBtr0302926	2R	14458983	14465781	+	6799	0	0	0	0	0	0
FBtr0347396	2R	14481687	14497212	+	15526	2886	3783	1976	5316	12379	12571
FBtr0089258	2R	14497447	14502988	-	5542	195	126	101	273	364	318
FBtr0089257	2R	14498796	14502988	-	4193	0	0	0	0	0	0
FBtr0332930	2R	14504458	14512393	+	7936	37	135	16	66	389	390
FBtr0332929	2R	14504727	14512393	+	7667	0	0	0	0	0	0
FBtr0100154	2R	14505585	14510600	+	5016	0	0	0	0	0	0
FBtr0087514	2R	14512659	14514711	-	2053	382	512	242	639	1429	1345
FBtr0333164	2R	14526767	14587817	+	61051	383	294	280	747	886	788
FBtr0474168	2R	14527076	14585221	+	58146	0	0	0	0	0	0
FBtr0087513	2R	14544250	14545872	-	1623	0	0	0	0	0	0
FBtr0333165	2R	14564381	14585221	+	20841	0	0	0	0	0	0
FBtr0333166	2R	14570910	14575271	-	4362	0	0	0	0	0	0
FBtr0087496	2R	14591703	14595517	+	3815	196	33	121	330	209	166
FBtr0339977	2R	14592502	14595517	+	3016	0	0	0	0	0	0
FBtr0339978	2R	14593045	14595517	+	2473	0	0	0	0	0	0
FBtr0087511	2R	14595711	14600716	-	5006	1516	1354	1032	2647	3557	3504
FBtr0089619	2R	14602104	14603837	-	1734	109	152	71	189	370	473
FBtr0089615	2R	14602104	14603366	-	1263	0	0	0	0	0	0
FBtr0087501	2R	14607254	14617618	-	10365	2633	4298	1771	4711	10084	11360
FBtr0087500	2R	14619898	14620820	-	923	282	1180	179	491	3356	3860
FBtr0087499	2R	14630410	14630923	+	514	199	46	137	313	107	132
FBtr0339980	2R	14645770	14646244	+	475	107	212	96	204	449	448
FBtr0087482	2R	14656898	14658255	-	1358	368	97	379	1152	433	197
FBtr0087481	2R	14664346	14664856	-	511	153	31	122	251	129	87
FBtr0087480	2R	14665741	14666317	-	577	233	64	138	347	123	93
FBtr0339981	2R	14668891	14671575	+	2685	11	4	17	32	7	8
FBtr0300765	2R	14668948	14671575	+	2628	0	0	0	0	0	0
FBtr0345427	2R	14671496	14713122	-	41627	62	10	44	76	36	14
FBtr0087477	2R	14672053	14713122	-	41070	0	0	0	0	0	0
FBtr0332468	2R	14674706	14677636	-	2931	0	0	0	0	0	0
FBtr0087478	2R	14675271	14677636	-	2366	0	0	0	0	0	0
FBtr0475189	2R	14737678	14738742	-	1065	165	39	155	352	144	110
FBtr0309056	2R	14739459	14744835	-	5377	79	14	76	140	62	32
FBtr0087476	2R	14740466	14744835	-	4370	0	0	0	0	0	0
FBtr0306558	2R	14750266	14751771	-	1506	9	30	5	17	67	56
FBtr0087474	2R	14750368	14752410	-	2043	193	873	139	334	2217	2770
FBtr0087471	2R	14753437	14755788	-	2352	50	77	32	112	279	376
FBtr0087472	2R	14753437	14755596	-	2160	0	0	0	0	0	0
FBtr0087473	2R	14753437	14755155	-	1719	0	0	0	0	0	0
FBtr0329881	2R	14758007	14759102	-	1096	343	104	214	582	426	409
FBtr0329880	2R	14759746	14768923	-	9178	201	91	113	337	393	274
FBtr0087468	2R	14761256	14768923	-	7668	0	0	0	0	0	0
FBtr0087441	2R	14770969	14772530	+	1562	56	231	33	103	745	626
FBtr0305588	2R	14771416	14772530	+	1115	0	0	0	0	0	0
FBtr0087442	2R	14771801	14772530	+	730	0	0	0	0	0	0
FBtr0329882	2R	14772750	14796527	-	23778	0	0	0	0	0	0
FBtr0112809	2R	14772750	14798456	-	25707	0	0	0	0	0	0
FBtr0112810	2R	14772750	14806561	-	33812	1636	642	1147	3015	2010	1859
FBtr0087445	2R	14808919	14809831	+	913	224	44	179	479	210	140
FBtr0087464	2R	14817957	14819487	-	1531	568	104	395	1033	384	298
FBtr0087447	2R	14833332	14833851	+	520	173	59	120	262	200	108
FBtr0087463	2R	14842820	14845374	-	2555	152	84	89	265	293	175
FBtr0329884	2R	14843228	14845040	-	1813	0	0	0	0	0	0
FBtr0087462	2R	14846164	14847866	-	1703	683	463	436	1214	1301	1428
FBtr0087461	2R	14848721	14852153	-	3433	1034	885	661	1857	2069	2015
FBtr0087448	2R	14853441	14853848	+	408	196	102	101	333	506	492
FBtr0087460	2R	14853963	14854548	-	586	226	214	139	371	806	799
FBtr0087449	2R	14855929	14857402	+	1474	572	241	383	953	852	859
FBtr0091446	2R	14857547	14858140	-	594	163	90	124	314	462	483
FBtr0091445	2R	14858945	14860258	-	1314	441	553	305	859	1511	1707
FBtr0345528	2R	14861036	14870571	-	9536	27	107	12	37	510	292
FBtr0339986	2R	14861256	14870571	-	9316	0	0	0	0	0	0
FBtr0301513	2R	14866713	14870571	-	3859	0	0	0	0	0	0
FBtr0302109	2R	14869746	14870571	-	826	0	0	0	0	0	0
FBtr0339983	2R	14871866	14873365	+	1500	103	21	53	209	130	112
FBtr0087450	2R	14872188	14873365	+	1178	0	0	0	0	0	0
FBtr0345526	2R	14872188	14873605	+	1418	51	7	25	70	52	6
