# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam
FBtr0086483	2R	19664019	19669332	-	5314	7938	4113	870	836	2504	3162	667	649	5668	5103	308	705
FBtr0086484	2R	19664019	19668568	-	4550	6160	2923	740	688	1830	2265	532	519	4197	3869	247	587
FBtr0111010	2R	19665360	19669332	-	3973	7104	3722	765	717	2236	2857	574	568	5084	4556	262	625
FBtr0086473	2R	19671118	19673377	+	2260	241	130	135	127	80	127	114	99	141	119	60	126
FBtr0086474	2R	19671663	19673075	+	1413	159	85	97	90	63	97	79	84	100	80	35	83
FBtr0086481	2R	19685714	19687578	-	1865	95	47	43	35	6	5	4	2	31	23	3	6
FBtr0307891	2R	19700095	19700624	-	530	5	4	2	0	2	1	0	2	3	2	0	0
FBtr0086344	2R	19769561	19770733	-	1173	6	2	4	4	1	5	1	1	5	0	3	4
FBtr0086336	2R	19827078	19832873	+	5796	183	89	678	646	404	562	1595	1891	397	445	777	1900
FBtr0340727	2R	19842595	19843168	-	574	1	1	3	2	3	0	2	1	2	1	2	2
FBtr0303458	2R	19865217	19868614	+	3398	19	9	24	15	4	10	9	3	11	6	13	11
FBtr0086341	2R	19878936	19880420	-	1485	5	3	8	6	6	9	10	10	8	7	9	8
FBtr0306044	2R	19944363	19945377	-	1015	15	15	23	8	1	4	0	0	16	8	2	3
FBtr0302888	2R	19945831	19946314	-	484	6	4	7	5	3	4	2	0	6	5	3	1
FBtr0305677	2R	19979742	19984795	+	5054	527	256	80	79	489	554	140	137	1013	989	208	414
FBtr0342667	2R	19979742	19984650	+	4909	512	248	78	74	481	544	136	133	996	970	204	403
FBtr0086340	2R	19981570	19984650	+	3081	287	134	39	48	239	253	68	63	515	505	102	224
FBtr0305676	2R	19982610	19984650	+	2041	176	80	19	26	135	135	38	36	302	308	66	135
FBtr0086325	2R	20003720	20004503	-	784	3	2	5	1	1	2	1	1	0	0	3	2
FBtr0086309	2R	20112011	20116832	+	4822	3728	2055	2558	2281	2479	2923	2868	3589	4276	4526	1797	4614
FBtr0086324	2R	20211685	20212119	-	435	2	0	1	1	2	4	2	0	5	2	1	2
FBtr0086313	2R	20232329	20234827	+	2499	11497	5564	5589	1701	8365	11873	5624	4243	7453	7552	3351	3343
FBtr0086315	2R	20236735	20239100	+	2366	12	7	8	3	6	7	9	6	14	12	10	3
FBtr0342673	2R	20236881	20239100	+	2220	12	7	8	3	5	7	9	6	14	11	10	3
FBtr0086316	2R	20240436	20242773	+	2338	5	3	13	4	4	7	11	5	7	7	10	2
FBtr0086322	2R	20242852	20244888	-	2037	646	333	295	284	312	362	185	188	717	677	137	287
FBtr0086321	2R	20245860	20247124	-	1265	24	8	7	11	12	11	10	2	8	11	6	6
FBtr0336635	2R	20248230	20254170	-	5941	402	206	188	190	180	221	131	128	302	270	106	241
FBtr0086320	2R	20248230	20253465	-	5236	250	115	101	98	114	157	71	73	184	172	69	145
FBtr0086318	2R	20255066	20256890	-	1825	355	169	121	158	158	192	125	114	234	242	74	188
FBtr0086270	2R	20258150	20261626	+	3477	97	57	23	24	29	21	15	16	70	43	16	31
FBtr0086271	2R	20258321	20261626	+	3306	95	56	23	22	29	19	14	15	67	43	15	27
FBtr0086272	2R	20258493	20261626	+	3134	94	54	23	21	28	18	13	13	65	42	15	26
FBtr0086307	2R	20261854	20262383	-	530	557	216	299	228	339	440	255	251	508	529	230	493
FBtr0086308	2R	20261854	20262310	-	457	464	182	263	194	298	363	218	219	434	443	210	439
FBtr0339542	2R	20265420	20270894	+	5475	635	293	624	716	369	409	477	545	554	573	258	643
FBtr0086305	2R	20271753	20273999	-	2247	70	43	77	64	23	29	26	19	56	53	26	50
FBtr0086277	2R	20275097	20276042	+	946	66	28	66	60	34	49	43	49	69	85	32	84
FBtr0086304	2R	20276073	20278415	-	2343	170	82	154	130	144	143	130	149	162	141	66	136
FBtr0086303	2R	20279166	20280627	-	1462	6	1	5	6	2	4	2	2	12	7	2	4
FBtr0342680	2R	20279166	20280109	-	944	4	1	3	6	1	3	2	2	11	6	1	3
FBtr0342679	2R	20279166	20280437	-	1272	4	1	4	6	2	4	2	2	12	7	2	4
FBtr0086302	2R	20281729	20286594	-	4866	688	329	609	571	477	514	532	572	555	549	238	715
FBtr0086301	2R	20288471	20291445	-	2975	12	2	6	9	11	11	4	9	9	10	4	6
FBtr0086278	2R	20290045	20290450	+	406	1	0	3	1	1	1	1	0	1	0	2	0
FBtr0344185	2R	20304617	20308171	-	3555	152	74	192	151	25	34	31	31	59	64	22	46
FBtr0086300	2R	20304617	20307869	-	3253	142	66	179	144	23	34	28	29	54	61	21	43
FBtr0301209	2R	20308877	20313123	-	4247	1486	690	897	913	138	172	64	46	287	268	68	147
FBtr0086298	2R	20309127	20316417	-	7291	3240	1890	2036	2292	574	688	239	266	1032	980	234	398
FBtr0086282	2R	20317823	20318939	+	1117	24	9	15	7	7	10	5	3	8	7	2	4
FBtr0086280	2R	20319680	20325873	+	6194	209	137	75	50	89	84	64	58	103	76	37	84
FBtr0301207	2R	20319680	20324617	+	4938	174	114	65	40	74	78	60	53	88	66	34	74
FBtr0086281	2R	20320996	20324617	+	3622	61	33	32	20	19	21	16	7	37	22	15	16
FBtr0309253	2R	20321494	20325873	+	4380	90	55	38	24	32	25	15	10	46	28	17	24
FBtr0086285	2R	20327770	20330621	+	2852	3764	1814	691	631	1632	1970	542	557	3049	2782	289	689
FBtr0345355	2R	20328832	20330621	+	1790	2109	942	418	410	883	1071	307	366	1831	1623	182	452
FBtr0086287	2R	20344345	20345918	+	1574	3	3	15	5	6	11	8	4	11	5	12	5
FBtr0086288	2R	20344345	20345778	+	1434	3	3	14	4	5	11	7	4	11	4	11	5
FBtr0112775	2R	20424838	20478851	+	54014	210	106	284	135	232	310	622	556	185	129	166	182
FBtr0112774	2R	20424838	20470864	+	46027	186	93	237	109	205	280	570	514	152	105	130	150
FBtr0345933	2R	20534745	20535735	+	991	5	3	2	1	3	2	3	2	3	3	4	5
FBtr0086217	2R	20537078	20538164	+	1087	86	45	11	8	14	21	4	4	20	22	3	8
FBtr0342706	2R	20546695	20547158	-	464	6	0	2	0	1	2	3	2	1	0	1	4
FBtr0299803	2R	20548468	20549617	-	1150	51	25	28	31	22	25	18	15	29	30	11	25
FBtr0100496	2R	20550434	20550842	-	409	53	27	42	40	27	18	21	21	47	49	14	48
FBtr0100495	2R	20550434	20551590	-	1157	183	84	127	99	71	88	68	74	131	127	41	126
FBtr0342701	2R	20557377	20559374	+	1998	12	8	13	10	6	7	13	5	13	8	6	6
FBtr0342702	2R	20557377	20559853	+	2477	19	10	14	11	6	8	15	7	16	9	8	6
FBtr0086259	2R	20559256	20561831	-	2576	164	76	183	178	159	231	269	251	186	190	164	336
FBtr0086258	2R	20563134	20581632	-	18499	206	98	261	190	74	131	126	106	174	158	111	192
FBtr0342704	2R	20563134	20583091	-	19958	3772	2208	2298	2181	1587	1932	1233	1686	2341	2469	1380	2364
FBtr0086257	2R	20586322	20586738	-	417	19	10	77	93	23	25	55	75	24	39	30	82
FBtr0301760	2R	20588051	20606754	+	18704	19136	9679	8141	7584	8333	10010	6803	7910	15809	15809	4837	11118
FBtr0336730	2R	20594385	20606754	+	12370	17173	8767	6856	6354	7251	8815	5779	6761	14163	14081	4148	9509
FBtr0086222	2R	20603482	20605832	+	2351	7156	3479	1536	1493	2536	3234	1622	1847	6009	6136	1191	3060
FBtr0086256	2R	20606981	20617717	-	10737	253	134	240	203	98	104	102	96	179	191	95	218
FBtr0086226	2R	20619003	20620897	+	1895	168	81	306	305	137	165	296	319	177	186	149	455
FBtr0086225	2R	20619129	20620981	+	1853	165	78	294	304	129	161	289	312	174	189	148	436
FBtr0342722	2R	20621014	20622929	-	1916	267	111	264	276	172	221	269	264	192	196	86	244
FBtr0086227	2R	20624047	20628215	+	4169	308	117	244	199	171	204	188	202	239	261	124	286
FBtr0086253	2R	20628286	20633006	-	4721	65	30	32	12	27	29	29	17	38	37	29	26
FBtr0086252	2R	20633976	20640181	-	6206	82	33	32	15	21	32	18	19	46	42	18	25
FBtr0086229	2R	20636892	20638323	+	1432	21	12	14	14	10	21	14	7	16	14	9	18
FBtr0091786	2R	20642566	20643285	-	720	199	96	152	125	124	130	110	151	162	140	68	139
FBtr0086232	2R	20644536	20645765	+	1230	46	18	191	157	76	108	175	183	69	74	73	206
FBtr0342717	2R	20646860	20660970	+	14111	2325	1362	2266	2295	1025	1358	1276	1396	2042	2964	884	1909
FBtr0342721	2R	20652657	20654596	-	1940	4	1	5	5	4	2	5	2	4	5	5	5
FBtr0086249	2R	20653225	20654596	-	1372	3	0	3	4	1	1	4	1	3	1	3	4
FBtr0086235	2R	20662085	20662495	+	411	10	3	44	34	9	16	20	16	13	19	9	16
FBtr0086245	2R	20662574	20666806	-	4233	359	166	362	354	276	352	520	569	420	449	352	841
FBtr0086246	2R	20662574	20665139	-	2566	191	93	192	219	133	155	215	231	218	248	157	412
FBtr0086244	2R	20667527	20669991	-	2465	100	50	35	13	28	24	15	8	67	54	9	25
FBtr0302285	2R	20667527	20670261	-	2735	104	51	36	14	30	27	16	8	70	56	9	25
FBtr0086242	2R	20668452	20670583	-	2132	26	12	12	6	8	20	12	1	19	15	5	9
FBtr0086243	2R	20668452	20669991	-	1540	15	7	9	4	4	12	8	0	12	9	3	8
FBtr0345353	2R	20671136	20672454	+	1319	308	154	163	167	129	164	109	142	193	204	109	170
FBtr0342718	2R	20671704	20673395	+	1692	183	71	121	134	87	122	84	105	128	143	68	126
FBtr0086236	2R	20671704	20672454	+	751	80	27	46	60	37	50	34	41	57	58	21	58
FBtr0086241	2R	20685705	20686410	-	706	0	1	3	3	1	1	3	0	0	0	2	3
FBtr0086238	2R	20698983	20750342	+	51360	526	241	240	124	134	150	164	97	258	233	162	220
FBtr0344877	2R	20698983	20749603	+	50621	525	240	234	122	132	147	161	97	257	228	159	219
FBtr0086240	2R	20727929	20730110	-	2182	7	6	8	7	3	8	12	7	4	9	8	17
FBtr0112394	2R	20751414	20752035	+	622	2	2	1	3	1	1	2	1	3	5	1	3
FBtr0112395	2R	20753086	20753639	+	554	1	2	2	3	3	2	3	0	1	4	2	0
FBtr0086239	2R	20774187	20775264	+	1078	10	5	14	5	3	6	2	5	5	8	4	3
FBtr0321316	2R	20776827	20777249	-	423	1	3	1	1	1	3	3	1	1	1	0	2
FBtr0321315	2R	20778349	20778987	-	639	5	4	4	0	33	76	97	102	5	0	4	4
FBtr0474747	2R	20780092	20782716	-	2625	8	8	16	11	4	5	9	4	14	12	13	9
FBtr0310390	2R	20788295	20788717	-	423	1	1	1	2	1	2	3	1	6	0	3	2
FBtr0071562	2R	20821362	20835528	-	14167	4597	2507	2071	2303	2132	2622	2746	2765	4207	4093	1719	4536
FBtr0071563	2R	20827382	20831918	-	4537	1993	1018	827	850	900	1125	1004	1030	1696	1690	569	1744
FBtr0342801	2R	20827914	20831918	-	4005	1785	888	750	749	820	1005	914	914	1531	1466	500	1561
FBtr0344196	2R	20827914	20835528	-	7615	3713	2016	1591	1804	1658	2031	1990	1984	3170	3024	1145	2910
FBtr0071561	2R	20848080	20849439	-	1360	8	4	3	3	5	2	3	4	2	3	1	4
FBtr0071560	2R	20850246	20851625	-	1380	9	3	15	4	5	6	6	8	8	6	5	9
FBtr0335284	2R	20864281	20866976	+	2696	8	2	7	4	0	5	10	3	9	2	8	6
FBtr0332465	2R	20871291	20879045	+	7755	805	390	264	247	553	564	137	138	795	700	124	270
FBtr0071515	2R	20871291	20878362	+	7072	737	357	242	233	509	526	123	122	730	649	115	248
FBtr0342794	2R	20875195	20879045	+	3851	355	170	125	110	217	241	64	73	336	312	60	134
FBtr0304717	2R	20880430	20882563	+	2134	164	76	77	64	124	121	25	38	178	159	32	68
FBtr0342798	2R	20883725	20902914	-	19190	171	113	565	488	104	128	152	159	231	237	290	560
FBtr0342795	2R	20883725	20897084	-	13360	112	62	474	427	47	78	112	115	170	167	209	461
FBtr0071517	2R	20910204	20910701	+	498	6	4	9	3	1	2	2	1	2	3	3	1
FBtr0342783	2R	20917253	20936930	+	19678	99	57	346	291	148	144	137	112	165	163	170	379
FBtr0071519	2R	20944521	20946331	+	1811	37	19	46	26	72	90	130	119	30	23	12	29
FBtr0071556	2R	20954768	20960409	-	5642	2189	961	351	305	46	73	44	51	816	856	128	320
FBtr0300563	2R	20973016	20973517	-	502	4	1	2	2	1	1	1	1	2	1	1	2
FBtr0110813	2R	20975988	20976834	+	847	1	1	1	2	1	1	0	2	3	1	1	7
FBtr0345667	2R	20977695	20978318	-	624	6	1	4	1	2	2	2	3	4	3	5	0
FBtr0345666	2R	20979401	20983943	+	4543	209	94	92	87	44	75	20	26	69	54	30	44
FBtr0342788	2R	20979821	20983943	+	4123	165	76	74	63	36	56	16	19	63	38	21	32
FBtr0071553	2R	20983938	20986000	-	2063	48	23	40	27	6	14	13	8	13	16	8	18
FBtr0273397	2R	20986933	20990671	-	3739	281	141	193	221	56	63	59	49	146	156	79	168
FBtr0273414	2R	20992376	20993881	-	1506	223	106	172	199	127	154	123	150	116	111	79	143
FBtr0071522	2R	20995400	20996018	+	619	211	119	145	132	115	146	131	153	112	173	64	187
FBtr0071524	2R	20996720	21007640	+	10921	920	499	1353	1273	699	833	1321	1287	903	888	564	1488
FBtr0332593	2R	20997141	21006541	+	9401	818	443	1177	1064	586	725	1102	1080	787	742	478	1232
FBtr0303195	2R	21000975	21006541	+	5567	532	281	848	737	364	490	741	732	519	458	323	850
FBtr0071549	2R	21007855	21009076	-	1222	94	57	134	102	54	84	88	79	146	132	65	154
FBtr0071548	2R	21009864	21011421	-	1558	196	110	190	169	121	136	166	154	180	199	72	176
FBtr0071526	2R	21012470	21015528	+	3059	120	46	248	236	99	136	264	244	148	122	123	282
FBtr0071547	2R	21015694	21016946	-	1253	256	147	169	153	140	168	116	114	206	201	54	188
FBtr0301893	2R	21018284	21024818	+	6535	87	48	41	31	51	59	36	25	69	52	31	26
FBtr0113371	2R	21018645	21024818	+	6174	81	45	38	28	45	58	27	22	65	49	28	26
FBtr0310056	2R	21019232	21024818	+	5587	68	36	32	25	34	48	21	18	55	33	22	24
FBtr0342838	2R	21019563	21024818	+	5256	65	34	28	20	33	45	18	18	52	29	22	23
FBtr0071530	2R	21025578	21025986	+	409	97	42	71	37	59	82	44	46	65	74	39	47
FBtr0071546	2R	21049754	21056697	-	6944	5778	2603	2415	2474	2880	3398	1511	1612	6147	6034	1247	3439
FBtr0071532	2R	21058287	21059783	+	1497	874	397	303	351	397	496	360	277	558	534	113	375
FBtr0071534	2R	21062146	21063112	+	967	87	61	54	50	55	70	24	37	41	61	21	51
FBtr0071544	2R	21063278	21064486	-	1209	0	1	7	1	5	4	2	1	3	5	4	2
FBtr0071543	2R	21065479	21066587	-	1109	6	4	3	6	4	4	7	3	3	10	6	6
FBtr0071542	2R	21068092	21068786	-	695	5	1	2	4	3	6	3	2	1	1	2	1
FBtr0071541	2R	21070468	21072289	-	1822	20	12	13	8	9	9	3	3	10	17	9	7
FBtr0071535	2R	21074518	21088845	+	14328	118	46	63	53	48	61	76	57	63	80	57	70
FBtr0332423	2R	21076165	21088126	+	11962	108	41	48	41	45	56	65	52	57	73	49	62
FBtr0071536	2R	21076953	21088126	+	11174	71	33	39	35	37	51	55	35	46	52	45	47
FBtr0071537	2R	21077340	21088126	+	10787	70	33	37	34	35	50	54	30	46	52	44	47
FBtr0071539	2R	21081108	21088126	+	7019	54	30	34	24	29	43	36	23	34	40	33	36
FBtr0071540	2R	21084835	21088126	+	3292	17	8	16	7	11	14	12	11	12	15	11	16
FBtr0071640	2R	21088486	21090504	-	2019	90	37	179	163	63	73	206	204	68	73	85	243
FBtr0112644	2R	21092722	21101353	+	8632	370	224	69	86	161	212	146	143	140	155	43	39
FBtr0071639	2R	21096058	21096805	-	748	138	54	162	135	87	129	195	175	100	123	48	127
FBtr0112645	2R	21098258	21101353	+	3096	58	27	21	18	20	36	26	14	31	34	12	14
FBtr0342842	2R	21102428	21123604	+	21177	419	185	701	596	442	627	1070	1184	791	769	870	1953
FBtr0071567	2R	21118894	21120605	+	1712	47	22	83	74	62	65	91	140	76	70	92	197
FBtr0345356	2R	21119072	21120605	+	1534	43	21	72	70	57	56	78	127	71	64	84	186
FBtr0071637	2R	21123835	21128010	-	4176	834	345	562	545	491	576	490	521	746	683	271	680
FBtr0071638	2R	21123835	21127086	-	3252	669	266	466	431	374	460	392	392	616	539	232	570
FBtr0071569	2R	21129077	21129637	+	561	247	120	78	76	129	160	95	86	200	190	56	96
FBtr0342873	2R	21129563	21141464	-	11902	7038	3447	1946	1745	875	1079	820	896	1511	1565	570	1328
FBtr0071636	2R	21129563	21141761	-	12199	7348	3592	2004	1808	914	1112	860	921	1565	1614	594	1374
FBtr0342874	2R	21129563	21139295	-	9733	5791	2902	1617	1458	712	882	640	707	1284	1303	458	1107
FBtr0310045	2R	21144045	21145650	+	1606	663	298	493	457	208	219	413	397	231	226	146	352
FBtr0310044	2R	21144049	21145650	+	1602	655	297	493	456	206	218	413	397	229	226	146	351
FBtr0071573	2R	21146703	21147508	+	806	66	25	50	43	17	20	35	17	22	26	11	22
FBtr0310423	2R	21148365	21159901	-	11537	1433	709	1049	982	684	846	725	779	1081	1133	468	1050
FBtr0071633	2R	21148833	21157517	-	8685	1051	536	703	707	476	617	535	543	786	813	320	728
FBtr0330235	2R	21148833	21160045	-	11213	1413	700	1033	935	674	835	720	766	1065	1138	447	1017
FBtr0310422	2R	21161813	21168159	-	6347	1913	1006	1351	1250	1110	1377	1160	1322	1666	1725	681	1570
FBtr0071575	2R	21169430	21169910	+	481	162	74	89	77	96	110	108	94	139	139	44	120
FBtr0071576	2R	21171501	21174404	+	2904	601	302	193	204	328	354	166	186	495	473	94	225
FBtr0071578	2R	21175815	21182508	+	6694	5540	3471	3006	1969	3628	4751	4081	5016	6362	9855	2382	4184
FBtr0071580	2R	21179618	21182508	+	2891	5489	3424	2967	1944	3596	4708	4049	4982	6296	9823	2360	4134
FBtr0071579	2R	21179619	21182508	+	2890	5489	3424	2967	1944	3596	4708	4049	4982	6296	9823	2360	4134
FBtr0342870	2R	21183822	21192813	+	8992	1295	634	837	824	457	531	570	536	851	854	381	898
FBtr0071583	2R	21194071	21199331	+	5261	1084	492	85	84	332	406	84	57	535	527	35	64
FBtr0339094	2R	21200983	21212869	+	11887	483	256	145	141	163	211	95	78	252	227	46	56
FBtr0339088	2R	21200983	21209789	+	8807	401	214	96	97	137	174	74	54	214	190	37	41
FBtr0339089	2R	21200983	21210721	+	9739	426	224	110	111	144	185	77	57	226	201	40	45
FBtr0339093	2R	21203866	21209789	+	5924	150	77	60	57	51	63	42	38	77	81	29	24
FBtr0339095	2R	21211280	21212869	+	1590	43	29	26	24	14	24	17	18	18	23	5	8
FBtr0071625	2R	21212980	21214472	-	1493	67	35	49	36	54	47	24	24	80	97	26	62
FBtr0071624	2R	21215535	21217279	-	1745	320	133	243	189	106	127	75	85	328	291	83	197
FBtr0071623	2R	21217956	21223354	-	5399	1856	939	928	837	553	597	275	302	1532	1588	393	845
FBtr0330232	2R	21217956	21250650	-	32695	10729	5116	4357	4231	3023	3360	1310	1421	8469	9078	1753	4094
FBtr0071622	2R	21217956	21250459	-	32504	10685	5095	4335	4214	3012	3332	1305	1415	8437	9036	1745	4080
FBtr0342883	2R	21255665	21280895	+	25231	300	156	166	99	81	80	82	63	196	173	93	126
FBtr0347186	2R	21256298	21280273	+	23976	285	151	160	95	72	74	73	51	188	164	88	117
FBtr0071621	2R	21264905	21265842	-	938	11	3	2	1	1	5	3	2	3	5	2	2
FBtr0071620	2R	21266464	21267079	-	616	0	3	6	0	0	1	3	1	2	0	2	3
FBtr0071590	2R	21282798	21285579	+	2782	1942	1037	358	344	821	883	260	280	1420	1359	157	324
FBtr0071591	2R	21282900	21285579	+	2680	1896	1012	344	326	809	861	240	264	1393	1315	152	311
FBtr0342884	2R	21283338	21285579	+	2242	846	405	265	261	406	418	190	215	748	768	122	267
FBtr0071619	2R	21285348	21289843	-	4496	36	17	44	30	17	18	12	13	15	22	9	26
FBtr0342889	2R	21291014	21291681	-	668	24	9	35	38	4	5	12	11	13	15	6	17
FBtr0071617	2R	21292339	21292941	-	603	159	75	133	109	82	92	62	92	115	144	41	130
FBtr0342888	2R	21292339	21293146	-	808	259	119	185	152	122	137	87	129	178	200	57	175
FBtr0071616	2R	21294502	21295088	-	587	78	28	64	63	57	67	56	76	67	79	49	128
FBtr0302702	2R	21296152	21309334	+	13183	1611	865	634	622	792	893	454	463	1212	1276	289	696
FBtr0344189	2R	21296152	21310311	+	14160	1732	926	689	679	859	975	501	511	1290	1408	319	759
FBtr0302703	2R	21298524	21309334	+	10811	1362	727	499	507	678	723	381	364	999	1058	225	561
FBtr0302707	2R	21298524	21310311	+	11788	1483	788	554	564	745	805	428	412	1077	1190	255	624
FBtr0302706	2R	21299719	21310311	+	10593	1343	730	503	502	679	731	392	358	969	1073	225	567
FBtr0302704	2R	21299719	21309334	+	9616	1222	669	448	445	612	649	345	310	891	941	195	504
FBtr0342886	2R	21302442	21310311	+	7870	874	470	351	343	477	502	287	279	657	746	164	405
FBtr0071615	2R	21310468	21311854	-	1387	189	94	141	128	105	149	119	117	148	147	68	160
FBtr0310327	2R	21312899	21319469	+	6571	240	102	199	151	120	152	148	171	167	147	91	168
FBtr0300395	2R	21313174	21319469	+	6296	230	98	191	144	110	138	134	155	159	143	80	155
FBtr0071600	2R	21313867	21319469	+	5603	203	85	170	129	96	123	116	128	140	135	68	142
FBtr0071601	2R	21314372	21319469	+	5098	186	76	157	117	75	100	67	86	124	116	64	130
FBtr0300632	2R	21317893	21319517	-	1625	220	93	192	155	142	204	131	145	239	241	91	205
FBtr0071613	2R	21320140	21322820	-	2681	384	172	265	272	222	293	210	246	274	280	141	278
FBtr0071604	2R	21323930	21336886	+	12957	6124	2990	4404	4291	3841	4862	3928	4098	6424	6271	2341	5678
FBtr0071602	2R	21323930	21341747	+	17818	7679	3740	5722	5376	4928	6114	4950	5168	7966	7728	3011	7349
FBtr0300455	2R	21342472	21345508	+	3037	70	40	53	27	29	56	28	34	49	47	26	27
FBtr0071612	2R	21346975	21347383	-	409	17	11	32	6	7	19	5	7	19	17	71	12
FBtr0071611	2R	21349045	21350078	-	1034	4	1	4	5	1	2	0	1	5	8	3	6
FBtr0071610	2R	21355115	21378964	-	23850	14389	6949	3924	3847	340	394	117	131	1134	1144	319	656
FBtr0474124	2R	21383327	21383891	-	565	106	56	72	72	55	68	62	94	68	86	34	84
FBtr0071608	2R	21384652	21385721	-	1070	91	34	45	43	22	31	23	32	33	49	28	52
FBtr0071606	2R	21386809	21389176	+	2368	132	64	63	62	25	16	33	23	45	52	22	46
FBtr0342891	2R	21387126	21389176	+	2051	112	62	49	54	24	13	27	23	40	45	20	42
FBtr0071607	2R	21389905	21392339	+	2435	72	43	46	20	8	14	14	3	32	23	18	32
FBtr0342895	2R	21392502	21480676	-	88175	18953	8619	7367	7430	10605	11383	5832	6651	13254	14097	4228	9926
FBtr0305897	2R	21392502	21416574	-	24073	2101	1087	1856	1782	1680	1950	1532	1715	2131	2383	1094	2582
FBtr0342894	2R	21393717	21480676	-	86960	18869	8574	7285	7333	10565	11320	5755	6576	13158	13991	4191	9802
FBtr0342892	2R	21393717	21416574	-	22858	2017	1042	1774	1685	1640	1887	1455	1640	2035	2277	1057	2458
FBtr0273206	2R	21394327	21480676	-	86350	18840	8545	7227	7279	10534	11283	5714	6540	13117	13942	4163	9750
FBtr0071641	2R	21482427	21487007	+	4581	747	339	506	452	388	423	351	361	583	581	226	584
FBtr0306013	2R	21487267	21496710	-	9444	73	43	153	125	105	159	477	440	114	89	106	213
FBtr0300397	2R	21487267	21497429	-	10163	320	173	542	524	334	419	1161	1228	345	263	543	699
FBtr0342896	2R	21487267	21496274	-	9008	68	37	142	120	100	149	462	409	105	79	97	194
FBtr0342897	2R	21487267	21495024	-	7758	59	30	123	95	79	126	399	339	85	60	70	160
FBtr0071701	2R	21499003	21501232	-	2230	407	202	228	197	193	263	181	167	270	280	102	227
FBtr0089708	2R	21502597	21513482	+	10886	263	144	403	324	207	231	317	328	351	356	240	498
FBtr0089703	2R	21502597	21512625	+	10029	246	136	381	305	202	218	296	316	327	330	214	472
FBtr0089709	2R	21502597	21514894	+	12298	307	167	463	369	232	256	366	364	397	388	269	565
FBtr0089704	2R	21502597	21517141	+	14545	401	207	580	478	281	342	481	482	488	486	333	705
FBtr0089706	2R	21506647	21514894	+	8248	207	114	309	254	161	166	244	229	278	244	181	388
FBtr0071699	2R	21516874	21518606	-	1733	325	168	189	221	163	197	148	129	254	224	91	213
FBtr0071700	2R	21517255	21518625	-	1371	247	126	154	151	146	155	127	109	192	176	70	169
FBtr0113367	2R	21519343	21519893	-	551	198	107	92	92	82	92	72	80	65	60	28	52
FBtr0071697	2R	21520513	21521348	-	836	24	15	13	7	13	10	4	7	16	5	1	6
FBtr0071653	2R	21522920	21559877	+	36958	17227	9941	10665	12560	9505	11339	8830	10284	20139	18947	7288	16057
FBtr0300951	2R	21535816	21536295	-	480	18	18	4	7	4	10	0	0	15	16	5	6
FBtr0071695	2R	21536994	21537515	-	522	51	42	3	5	6	12	3	4	26	12	4	5
FBtr0308585	2R	21538350	21538793	-	444	566	357	107	66	154	164	43	57	264	268	49	78
FBtr0071654	2R	21547143	21559877	+	12735	6121	2846	3569	3686	3244	3947	2691	3012	9969	9973	2565	6901
