# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/zld.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/zld.featureCount.count.tab.txt" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep2.dm6.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep2.dm6.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region1777	chr2R	12211060	12211365	.	306	193	440	355	630	48	73	78	82	3	13	14	62	24
Region1778	chr2R	12261362	12261838	.	477	310	491	444	735	65	101	222	213	17	41	17	99	76
Region1779	chr2R	12326247	12326469	.	223	235	321	386	228	32	66	99	98	2	16	3	45	30
Region1780	chr2R	12344816	12345102	.	287	284	314	472	289	54	91	88	77	3	20	13	52	31
Region1781	chr2R	12348781	12349225	.	445	312	457	429	567	65	105	204	172	2	48	13	67	64
Region1782	chr2R	12423459	12423781	.	323	223	412	348	423	64	86	117	72	12	20	18	50	33
Region1783	chr2R	12436989	12437871	.	883	624	901	741	706	133	216	270	266	19	62	28	113	109
Region1784	chr2R	12450040	12450391	.	352	462	707	385	438	47	71	205	181	3	30	18	58	62
Region1785	chr2R	12452920	12453461	.	542	1104	2176	1280	1378	90	157	282	227	14	42	33	148	78
Region1786	chr2R	12454882	12455423	.	542	830	2040	1193	2902	88	141	177	157	17	34	16	112	69
Region1787	chr2R	12458154	12458365	.	212	107	241	302	708	36	66	110	64	7	24	12	43	19
Region1788	chr2R	12460373	12461040	.	668	465	1072	366	607	99	181	295	238	27	39	32	106	91
Region1789	chr2R	12468329	12468789	.	461	428	579	911	448	76	110	64	76	6	19	9	53	40
Region1790	chr2R	12507175	12507648	.	474	632	1030	889	577	79	138	125	171	9	29	14	85	62
Region1791	chr2R	12518756	12518984	.	229	134	242	253	247	40	72	106	55	5	20	9	33	25
Region1792	chr2R	12528740	12529617	.	878	457	825	790	1154	129	214	324	269	30	57	36	159	123
Region1793	chr2R	12530626	12531200	.	575	827	1768	728	1785	105	174	210	197	6	51	19	117	89
Region1794	chr2R	12531933	12532340	.	408	118	182	294	913	62	95	192	150	15	30	18	85	65
Region1795	chr2R	12535487	12535882	.	396	118	113	616	1848	58	94	173	143	3	38	20	69	62
Region1796	chr2R	12556785	12557039	.	255	340	451	183	173	40	58	219	182	8	19	14	29	39
Region1797	chr2R	12569794	12569969	.	176	187	291	293	201	42	59	68	55	10	12	5	26	18
Region1798	chr2R	12612223	12612613	.	391	1057	1579	1143	547	54	92	81	118	8	19	15	62	30
Region1799	chr2R	12636524	12636778	.	255	331	446	290	241	56	92	92	90	5	18	10	29	29
Region1800	chr2R	12665794	12666100	.	307	597	683	785	558	52	85	106	89	7	27	10	47	54
Region1801	chr2R	12670188	12670399	.	212	181	274	252	237	35	70	83	99	1	16	7	38	27
Region1802	chr2R	12705123	12705369	.	247	91	179	253	520	40	77	98	77	13	14	10	47	29
Region1803	chr2R	12743108	12743383	.	276	188	299	231	629	57	85	138	104	6	16	11	44	29
Region1804	chr2R	12756285	12756478	.	194	157	174	259	204	46	64	84	64	2	16	11	48	25
Region1805	chr2R	12757402	12757783	.	382	673	771	752	696	61	104	162	148	4	35	23	86	46
Region1806	chr2R	12760730	12760984	.	255	269	412	515	390	49	98	67	75	6	18	8	50	20
Region1807	chr2R	12775743	12776183	.	441	343	677	370	557	57	106	258	196	10	36	20	75	61
Region1808	chr2R	12776678	12777562	.	885	1562	3482	1512	3259	119	211	457	497	20	60	47	160	110
Region1809	chr2R	12779740	12780792	.	1053	1739	3997	3001	5776	151	246	521	389	23	77	41	222	147
Region1810	chr2R	12884282	12884750	.	469	1385	2529	2498	3181	75	135	232	184	9	41	17	77	50
Region1811	chr2R	12903866	12904762	.	897	1419	2352	2255	2575	125	220	425	376	14	52	46	156	122
Region1812	chr2R	12906280	12906636	.	357	401	778	418	543	51	73	214	123	6	33	13	59	60
Region1813	chr2R	12915754	12916099	.	346	384	622	518	615	70	100	101	73	3	25	10	58	57
Region1814	chr2R	12936447	12936662	.	216	216	304	290	312	36	87	66	81	3	15	4	32	18
Region1815	chr2R	12946269	12946834	.	566	392	843	732	1649	73	138	202	200	13	39	24	101	66
Region1816	chr2R	12947805	12948182	.	378	120	253	453	1375	62	96	106	96	15	17	16	75	38
Region1817	chr2R	12955916	12956187	.	272	215	460	382	429	33	65	105	86	10	31	9	46	36
Region1818	chr2R	12957382	12958197	.	816	567	1612	1417	3092	117	192	332	271	30	48	45	176	101
Region1819	chr2R	12958435	12960458	.	2024	2164	5105	5216	10994	226	459	901	956	50	138	68	378	302
Region1820	chr2R	12965515	12966008	.	494	317	589	517	1250	89	124	181	111	10	26	19	71	48
Region1821	chr2R	12970674	12971036	.	363	229	410	311	534	53	100	169	177	6	27	16	84	55
Region1822	chr2R	12971728	12972140	.	413	413	820	453	1085	55	107	154	140	13	24	11	80	51
Region1823	chr2R	12979484	12979837	.	354	302	516	418	976	54	72	138	123	8	22	18	55	47
Region1824	chr2R	12980206	12981417	.	1212	3522	7763	6883	11926	188	347	580	509	40	98	64	224	152
Region1825	chr2R	12984645	12986120	.	1476	1635	3819	2803	6536	196	360	663	730	29	108	61	303	163
Region1826	chr2R	12991687	12992094	.	408	479	901	587	1111	60	76	223	248	11	21	16	97	55
Region1827	chr2R	12996120	12997462	.	1343	2234	3799	4167	4704	184	300	588	509	26	91	40	248	160
Region1828	chr2R	13006526	13006759	.	234	162	250	192	300	46	58	82	91	3	11	13	66	46
Region1829	chr2R	13019115	13019720	.	606	585	1389	1178	1625	79	146	200	190	9	42	27	93	78
Region1830	chr2R	13035393	13035607	.	215	173	279	476	317	31	62	104	74	2	11	15	31	27
Region1831	chr2R	13038802	13039098	.	297	195	389	235	426	39	88	144	121	4	24	7	42	47
Region1832	chr2R	13042081	13042434	.	354	621	1445	1184	1177	58	98	177	149	9	26	11	59	50
Region1833	chr2R	13042669	13042942	.	274	129	240	296	363	40	81	119	100	6	28	14	54	39
Region1834	chr2R	13043190	13043579	.	390	1350	977	2093	802	54	99	61	80	14	21	6	16	32
Region1835	chr2R	13132991	13133297	.	307	198	348	303	385	69	106	90	90	5	18	6	59	51
Region1836	chr2R	13152575	13152808	.	234	200	347	324	259	43	73	73	80	4	6	3	41	35
Region1837	chr2R	13158120	13159013	.	894	918	1244	1519	1108	133	221	362	379	7	69	39	183	114
Region1838	chr2R	13167905	13168179	.	275	234	407	315	378	52	94	102	86	2	11	6	63	31
Region1839	chr2R	13189235	13189609	.	375	709	1314	914	1154	49	118	184	174	4	34	24	90	64
Region1840	chr2R	13189991	13190759	.	769	1016	2259	1186	2161	102	193	389	321	21	71	32	135	112
Region1841	chr2R	13191583	13191881	.	299	175	293	309	342	37	75	202	176	3	18	12	53	44
Region1842	chr2R	13194109	13194564	.	456	112	105	377	602	59	103	211	212	7	34	18	70	63
Region1843	chr2R	13194923	13195361	.	439	622	1274	1564	3624	66	92	258	246	8	25	21	72	39
Region1844	chr2R	13196068	13196487	.	420	528	1017	1186	2967	72	104	202	172	14	36	18	88	69
Region1845	chr2R	13222022	13222704	.	683	1255	1870	2111	2036	118	156	328	346	11	60	36	146	103
Region1846	chr2R	13223051	13224546	.	1496	942	1697	1616	3291	172	339	673	610	55	112	64	293	192
Region1847	chr2R	13230015	13230426	.	412	824	892	1794	1026	61	111	116	107	9	22	15	75	60
Region1848	chr2R	13234749	13235270	.	522	660	916	1091	881	87	128	259	148	5	45	20	67	63
Region1849	chr2R	13240273	13240683	.	411	294	499	356	413	55	76	219	169	14	29	21	67	52
Region1850	chr2R	13332360	13332893	.	534	110	85	563	1085	97	111	200	234	3	34	17	81	70
Region1851	chr2R	13337196	13337969	.	774	396	711	1382	2432	101	166	247	256	12	50	32	157	94
Region1852	chr2R	13342816	13343135	.	320	118	158	284	356	36	74	133	136	8	17	10	75	39
Region1853	chr2R	13414742	13414921	.	180	191	272	125	103	25	48	38	41	4	10	2	23	13
Region1854	chr2R	13447770	13448254	.	485	1019	2145	1660	5005	59	114	232	243	10	41	33	123	67
Region1855	chr2R	13448483	13448682	.	200	105	118	312	873	38	64	85	75	2	6	14	34	29
Region1856	chr2R	13449189	13449594	.	406	299	746	766	1971	72	142	190	183	20	39	27	102	68
Region1857	chr2R	13449881	13450689	.	809	643	1132	1568	2627	104	196	376	381	17	45	34	152	133
Region1858	chr2R	13472168	13472515	.	348	279	562	493	729	47	107	142	122	10	33	7	66	47
Region1859	chr2R	13481915	13482195	.	281	67	147	215	395	49	71	110	87	12	32	14	84	39
Region1860	chr2R	13482620	13483440	.	821	1394	1911	2234	2187	113	222	317	316	31	67	31	165	129
Region1861	chr2R	13485623	13486160	.	538	401	497	436	445	87	144	419	161	3	57	24	74	65
Region1862	chr2R	13487998	13488281	.	284	98	153	306	546	34	59	195	135	8	25	14	52	41
Region1863	chr2R	13488631	13489032	.	402	87	100	356	753	71	100	165	217	6	30	23	74	59
Region1864	chr2R	13494770	13495042	.	273	715	613	1151	642	58	94	77	95	4	17	6	48	26
Region1865	chr2R	13500559	13500985	.	427	267	426	438	989	61	100	205	185	11	43	28	74	59
Region1866	chr2R	13502208	13503088	.	881	1211	1769	1788	2091	138	235	363	332	25	69	47	180	120
Region1867	chr2R	13506218	13506753	.	536	849	1177	1524	1173	78	143	202	191	11	42	17	102	68
Region1868	chr2R	13532848	13533094	.	247	171	59	302	399	36	50	185	74	1	18	15	39	30
Region1869	chr2R	13545321	13547148	.	1828	2422	3565	3795	3958	259	449	798	816	47	135	84	359	274
Region1870	chr2R	13553945	13554160	.	216	321	368	427	336	38	71	87	99	3	19	8	52	32
Region1871	chr2R	13555470	13557171	.	1702	1634	2901	3317	7122	245	406	885	825	36	123	84	386	256
Region1872	chr2R	13557904	13558287	.	384	306	598	407	826	61	126	86	110	6	18	12	64	33
Region1873	chr2R	13560287	13562644	.	2358	1709	2414	2573	4637	304	568	646	702	41	143	98	386	240
Region1874	chr2R	13563046	13564947	.	1902	2731	4631	4586	9237	246	482	706	674	53	122	83	387	233
Region1875	chr2R	13565588	13568181	.	2594	2158	3483	3066	5795	379	660	815	784	54	154	111	482	291
Region1876	chr2R	13569068	13571303	.	2236	2931	5378	5466	13066	263	561	600	467	44	146	73	354	223
Region1877	chr2R	13576007	13576354	.	348	319	424	251	302	45	81	225	149	8	23	21	47	49
Region1878	chr2R	13579561	13580191	.	631	366	580	684	1111	86	129	232	227	12	35	31	106	70
Region1879	chr2R	13583906	13584410	.	505	598	910	1070	1358	69	117	186	193	9	30	14	71	52
Region1880	chr2R	13584705	13585026	.	322	259	411	316	426	55	93	114	124	5	23	13	53	41
Region1881	chr2R	13592509	13593747	.	1239	1014	1536	1703	1955	174	295	387	361	18	82	52	219	132
Region1882	chr2R	13615139	13615471	.	333	51	35	269	856	44	69	100	93	5	25	15	57	46
Region1883	chr2R	13617543	13617919	.	377	69	46	263	827	60	74	110	92	9	27	17	60	44
Region1884	chr2R	13618264	13618545	.	282	82	67	226	789	43	63	131	85	3	19	14	48	37
Region1885	chr2R	13619600	13619815	.	216	134	145	371	325	36	50	144	138	8	23	10	35	31
Region1886	chr2R	13620142	13620679	.	538	142	209	396	754	69	127	159	155	4	44	29	93	70
Region1887	chr2R	13621191	13621646	.	456	844	1382	1842	2714	68	125	199	171	4	35	20	83	73
Region1888	chr2R	13622726	13623180	.	455	278	693	528	1109	68	129	201	184	10	20	19	74	52
Region1889	chr2R	13728199	13728462	.	264	370	365	800	631	68	103	169	140	7	19	21	35	37
Region1890	chr2R	13735262	13735537	.	276	371	410	880	690	105	110	197	195	11	21	22	41	38
Region1891	chr2R	13816214	13816637	.	424	57	45	313	420	76	65	162	111	5	19	18	46	28
Region1892	chr2R	13824126	13824825	.	700	983	995	1365	954	88	166	251	290	10	53	25	128	76
Region1893	chr2R	13829203	13829496	.	294	605	873	909	699	37	78	174	152	7	26	8	49	58
Region1894	chr2R	13854213	13854483	.	271	267	422	473	406	34	71	116	112	8	14	9	53	32
Region1895	chr2R	13858528	13859213	.	686	395	561	610	655	89	156	266	209	15	48	16	101	61
Region1896	chr2R	13861801	13862109	.	309	435	514	750	516	52	114	82	91	4	19	4	55	29
Region1897	chr2R	13911097	13911431	.	335	315	582	256	476	65	81	220	179	11	22	16	42	41
Region1898	chr2R	13925320	13925760	.	441	435	1235	774	1417	58	131	247	248	25	30	14	126	60
Region1899	chr2R	13939787	13940154	.	368	343	642	605	1326	64	89	200	174	9	31	11	87	57
Region1900	chr2R	13941065	13941453	.	389	650	1051	1003	1356	59	108	213	165	6	28	11	85	50
Region1901	chr2R	13941721	13942373	.	653	803	1276	1141	1210	112	197	234	205	13	45	29	124	87
Region1902	chr2R	13953905	13954381	.	477	1548	1880	2191	1936	64	134	283	259	17	35	17	106	60
Region1903	chr2R	13960239	13960860	.	622	1134	1323	2582	1496	91	198	173	196	21	39	33	131	78
Region1904	chr2R	13963573	13963828	.	256	508	669	839	703	33	68	78	95	11	19	11	49	33
Region1905	chr2R	13966083	13966543	.	461	696	1541	1116	2400	63	126	170	129	16	27	20	79	52
Region1906	chr2R	13968199	13968589	.	391	238	406	412	568	48	102	193	118	10	17	14	66	53
Region1907	chr2R	13991037	13991334	.	298	204	290	336	463	52	101	98	81	15	21	14	66	36
Region1908	chr2R	13992328	13992718	.	391	472	779	893	1499	77	119	148	108	10	30	16	72	60
Region1909	chr2R	13995714	13996075	.	362	191	522	340	575	43	83	166	202	8	31	15	85	58
Region1910	chr2R	14000629	14001197	.	569	610	1487	974	2216	82	160	398	398	18	48	24	139	85
Region1911	chr2R	14001772	14002051	.	280	243	409	204	236	54	67	105	116	7	27	14	77	44
Region1912	chr2R	14008295	14008633	.	339	545	1017	687	1247	45	105	216	114	4	35	9	77	54
Region1913	chr2R	14031378	14031785	.	408	251	288	505	917	55	75	206	118	6	19	10	48	52
Region1914	chr2R	14041069	14041553	.	485	189	346	564	1275	62	88	170	77	9	43	11	88	42
Region1915	chr2R	14140847	14141108	.	262	225	298	272	332	41	70	105	92	3	20	8	72	36
Region1916	chr2R	14164399	14165060	.	662	659	799	1441	788	87	164	168	163	5	39	20	93	75
Region1917	chr2R	14173495	14173840	.	346	765	997	1195	921	61	103	124	150	9	23	12	63	39
Region1918	chr2R	14174625	14174993	.	369	579	1327	710	1086	63	93	221	327	10	38	15	91	72
Region1919	chr2R	14195886	14196339	.	454	114	118	333	762	66	105	147	108	4	33	18	61	49
Region1920	chr2R	14207834	14208405	.	572	1351	3176	2004	3679	79	164	289	274	13	45	27	90	75
Region1921	chr2R	14216442	14216714	.	273	293	375	444	397	31	73	98	86	9	17	7	65	40
Region1922	chr2R	14217000	14217143	.	144	92	132	233	138	32	42	31	32	0	7	4	26	14
Region1923	chr2R	14219667	14220036	.	370	284	496	430	750	66	83	185	193	9	15	18	71	66
Region1924	chr2R	14240119	14240453	.	335	238	374	285	373	54	74	199	161	2	32	18	78	47
Region1925	chr2R	14270227	14270814	.	588	561	740	920	922	75	168	240	260	18	38	21	116	71
Region1926	chr2R	14275328	14275548	.	221	196	362	278	274	46	69	121	75	5	25	10	30	34
Region1927	chr2R	14302702	14303015	.	314	287	410	444	371	46	77	83	78	4	19	9	66	36
Region1928	chr2R	14307150	14307712	.	563	631	1348	714	1458	74	135	219	187	13	35	17	108	72
Region1929	chr2R	14307963	14308359	.	397	470	1124	698	1962	51	137	212	155	4	30	19	98	51
Region1930	chr2R	14311371	14312033	.	663	1070	2332	1425	3748	99	172	259	212	10	45	39	128	87
Region1931	chr2R	14312345	14313002	.	658	1174	2640	1939	5815	96	164	191	219	20	51	22	111	79
Region1932	chr2R	14362908	14363255	.	348	237	380	294	450	52	84	188	164	5	28	21	81	44
Region1933	chr2R	14411737	14411953	.	217	154	196	309	198	40	63	65	87	1	19	9	47	33
Region1934	chr2R	14427041	14427292	.	252	242	387	475	413	30	56	30	18	3	10	4	17	21
Region1935	chr2R	14429034	14429946	.	913	1146	1620	1230	5111	107	202	377	339	14	66	35	156	111
Region1936	chr2R	14430610	14431526	.	917	1318	2064	2307	9064	129	259	331	272	21	58	37	167	93
Region1937	chr2R	14431931	14432496	.	566	972	1814	1336	3433	81	139	293	175	14	37	32	115	75
Region1938	chr2R	14433463	14433686	.	224	162	256	272	339	31	68	132	86	7	12	16	57	36
Region1939	chr2R	14434293	14434511	.	219	178	306	328	384	41	86	42	62	4	5	9	44	9
Region1940	chr2R	14453873	14454184	.	312	291	559	181	343	43	72	160	120	9	15	15	50	33
Region1941	chr2R	14455027	14455310	.	284	145	123	173	500	39	66	126	96	9	25	12	42	42
Region1942	chr2R	14456131	14456381	.	251	180	333	340	392	46	72	83	87	6	15	9	49	30
Region1943	chr2R	14458005	14458581	.	577	780	1238	1353	1138	83	123	274	236	18	52	33	96	72
Region1944	chr2R	14477607	14477850	.	244	172	366	297	401	57	73	93	91	12	21	12	54	34
Region1945	chr2R	14480666	14482751	.	2086	1509	2417	2729	4484	303	541	703	569	59	144	71	384	266
Region1946	chr2R	14503407	14504106	.	700	1380	1006	2632	920	102	134	219	222	14	37	16	78	80
Region1947	chr2R	14526475	14526699	.	225	171	219	274	272	40	67	64	69	2	17	7	41	34
Region1948	chr2R	14604105	14604386	.	282	147	210	259	294	53	71	96	87	7	20	12	57	32
Region1949	chr2R	14618004	14618244	.	241	229	283	340	293	42	72	84	100	18	16	12	48	35
Region1950	chr2R	14618633	14619142	.	510	705	791	1016	970	85	118	210	148	7	28	18	115	64
Region1951	chr2R	14620827	14621297	.	471	363	619	473	1049	78	114	252	205	5	37	25	107	89
Region1952	chr2R	14624567	14624812	.	246	413	654	365	633	37	68	92	70	7	18	11	48	29
Region1953	chr2R	14644756	14645358	.	603	742	711	1633	630	86	135	119	125	5	30	10	53	51
Region1954	chr2R	14752225	14752470	.	246	216	277	239	307	51	80	86	96	8	12	13	48	37
Region1955	chr2R	14755561	14755924	.	364	209	229	255	514	55	73	166	109	4	32	15	59	39
Region1956	chr2R	14769370	14769576	.	207	219	289	434	310	39	67	41	40	6	12	7	36	14
Region1957	chr2R	14798872	14799176	.	305	250	389	297	522	47	59	193	86	5	24	8	39	41
Region1958	chr2R	14799560	14799785	.	226	205	274	402	424	26	63	81	58	8	24	10	55	35
Region1959	chr2R	14800068	14800534	.	467	353	598	647	1709	50	99	163	107	11	20	16	83	48
Region1960	chr2R	14815097	14815388	.	292	106	155	184	403	40	79	77	75	1	14	10	47	30
Region1961	chr2R	14852532	14852747	.	216	169	242	373	281	41	63	75	58	2	8	13	31	30
Region1962	chr2R	14855280	14855536	.	257	461	578	731	401	42	71	98	82	6	12	12	35	26
Region1963	chr2R	14928063	14928568	.	506	594	1235	717	1381	56	146	273	160	16	37	11	89	58
Region1964	chr2R	14959520	14959941	.	422	79	54	454	887	75	111	137	171	4	36	12	72	69
Region1965	chr2R	14962838	14963369	.	532	798	1271	1370	1196	80	150	131	165	15	39	17	101	57
Region1966	chr2R	14964000	14964307	.	308	163	282	422	1058	42	82	91	90	15	23	17	65	35
Region1967	chr2R	14971535	14971912	.	378	112	84	450	993	57	95	182	169	7	27	16	63	58
Region1968	chr2R	14981079	14981465	.	387	501	789	832	835	69	137	99	128	6	31	16	78	43
Region1969	chr2R	14981751	14982697	.	947	508	945	736	1599	133	228	264	254	20	70	35	164	128
Region1970	chr2R	14992053	14992463	.	411	621	818	1293	671	67	108	108	117	6	24	17	58	54
Region1971	chr2R	14993639	14993985	.	347	344	599	648	505	54	123	92	88	9	22	6	46	38
Region1972	chr2R	15002684	15003043	.	360	291	614	155	254	56	69	155	112	8	24	20	49	32
Region1973	chr2R	15032793	15033321	.	529	486	942	321	431	61	136	253	197	9	40	23	80	59
Region1974	chr2R	15033824	15034324	.	501	508	1197	434	614	68	112	238	210	8	33	18	86	72
Region1975	chr2R	15049569	15049998	.	430	166	265	318	565	62	96	128	150	4	27	12	68	38
Region1976	chr2R	15099531	15100291	.	761	829	1599	1053	3158	96	178	340	300	14	49	24	107	102
Region1977	chr2R	15109381	15109619	.	239	226	340	268	203	35	75	84	106	5	17	6	48	35
Region1978	chr2R	15114404	15114716	.	313	423	415	734	388	65	108	57	60	3	17	3	39	30
Region1979	chr2R	15127800	15128994	.	1195	1472	2486	2280	6373	193	292	421	431	23	83	50	230	150
Region1980	chr2R	15129458	15130113	.	656	1041	1785	1516	4795	81	163	411	331	15	57	34	131	94
Region1981	chr2R	15130601	15131225	.	625	1565	2048	1718	7834	62	139	330	294	20	46	20	103	96
Region1982	chr2R	15131728	15132958	.	1231	1150	1739	1558	5501	171	257	585	481	28	74	64	246	167
Region1983	chr2R	15147727	15148004	.	278	315	427	620	410	45	84	99	86	12	18	13	74	45
Region1984	chr2R	15201118	15201641	.	524	595	838	1229	671	73	126	129	140	12	36	17	68	43
Region1985	chr2R	15213023	15213430	.	408	306	298	355	505	62	113	351	151	6	40	20	90	72
Region1986	chr2R	15216098	15216283	.	186	162	248	229	201	45	72	54	56	7	3	8	28	17
Region1987	chr2R	15244991	15245215	.	225	350	447	471	385	39	73	50	41	3	9	0	23	16
Region1988	chr2R	15322360	15322813	.	454	425	532	687	510	76	125	179	151	3	24	12	66	63
Region1989	chr2R	15329193	15329522	.	330	1110	1638	1701	1469	52	87	233	210	7	29	17	75	54
Region1990	chr2R	15337013	15337498	.	486	183	237	586	1011	64	82	215	169	13	31	29	67	64
Region1991	chr2R	15339505	15339933	.	429	1942	2119	2444	1456	51	100	94	83	12	24	6	62	51
Region1992	chr2R	15350017	15350961	.	945	460	1044	1052	1422	145	225	477	430	14	83	49	199	143
Region1993	chr2R	15352145	15352819	.	675	638	1207	1177	3109	101	180	276	240	19	64	33	155	102
Region1994	chr2R	15353261	15353633	.	373	94	85	464	1152	69	83	194	176	6	22	20	76	74
Region1995	chr2R	15368543	15368759	.	217	69	53	243	530	42	48	120	146	7	17	15	70	32
Region1996	chr2R	15371437	15371658	.	222	213	273	296	289	47	65	79	83	3	14	7	37	27
Region1997	chr2R	15378577	15379258	.	682	965	2189	1956	5164	94	169	288	270	21	66	30	140	72
Region1998	chr2R	15380449	15381562	.	1114	1377	1809	2324	1865	139	298	302	309	32	57	46	180	122
Region1999	chr2R	15482266	15482472	.	207	124	205	252	244	28	53	125	48	1	11	9	23	24
Region2000	chr2R	15485588	15485728	.	141	233	212	182	111	18	27	38	55	9	7	4	21	13
Region2001	chr2R	15528378	15528868	.	491	171	389	456	1431	67	106	192	219	10	39	25	100	61
Region2002	chr2R	15530121	15530709	.	589	715	1267	976	3199	77	145	251	247	17	51	33	129	82
Region2003	chr2R	15532104	15532475	.	372	874	971	1403	824	54	120	88	80	9	22	15	50	54
Region2004	chr2R	15541299	15541511	.	213	229	292	345	271	41	93	69	66	2	11	5	28	32
Region2005	chr2R	15568780	15569029	.	250	144	286	236	334	39	74	118	91	0	18	12	47	30
Region2006	chr2R	15610849	15611051	.	203	206	221	313	252	37	24	107	91	4	10	8	23	18
Region2007	chr2R	15613671	15613881	.	211	167	145	216	256	30	34	120	56	3	12	7	18	13
Region2008	chr2R	15675737	15676542	.	806	996	2020	1339	2596	98	201	422	348	40	72	47	195	122
Region2009	chr2R	15679958	15680298	.	341	556	918	881	815	46	90	129	94	11	13	12	62	39
Region2010	chr2R	15681157	15681494	.	338	233	459	263	323	73	85	166	162	8	18	18	55	45
Region2011	chr2R	15682691	15683346	.	656	460	480	640	868	87	140	405	157	15	38	27	92	73
Region2012	chr2R	15686261	15686633	.	373	305	565	150	153	62	72	225	228	6	23	12	62	57
Region2013	chr2R	15693373	15693704	.	332	123	106	260	800	69	76	82	88	7	16	10	52	32
Region2014	chr2R	15698092	15698313	.	222	291	319	393	226	39	74	39	52	9	11	11	17	18
Region2015	chr2R	15699702	15700131	.	430	475	883	1091	3241	67	121	156	156	12	41	31	93	57
Region2016	chr2R	15734973	15736224	.	1252	1163	2925	2334	4397	139	266	781	768	36	69	64	234	170
Region2017	chr2R	15739387	15739618	.	232	186	328	380	299	47	76	68	94	4	17	8	45	40
Region2018	chr2R	15739977	15740530	.	554	493	1014	834	1528	82	144	244	192	11	44	24	137	69
Region2019	chr2R	15748075	15748330	.	256	94	96	350	526	41	61	91	107	4	18	8	50	34
Region2020	chr2R	15750924	15751278	.	355	176	338	337	545	64	78	182	190	7	21	16	78	44
Region2021	chr2R	15755394	15756877	.	1484	751	1360	1967	5578	174	296	463	354	34	82	61	190	154
Region2022	chr2R	15790384	15791190	.	807	597	1034	2299	7174	131	156	365	310	23	59	40	142	111
Region2023	chr2R	15793952	15794260	.	309	277	544	334	706	35	97	140	125	7	26	19	66	44
Region2024	chr2R	15816800	15817347	.	548	787	1875	1149	2971	67	144	295	269	12	45	23	116	81
Region2025	chr2R	15818568	15818775	.	208	364	368	439	253	34	54	38	52	12	11	8	30	29
Region2026	chr2R	15821319	15821680	.	362	961	1055	1069	599	64	116	87	104	5	16	7	63	32
Region2027	chr2R	15835022	15835356	.	335	409	628	265	556	41	79	210	84	4	25	19	37	37
Region2028	chr2R	15847966	15848247	.	282	646	909	727	762	50	80	95	127	5	19	10	76	40
Region2029	chr2R	15866074	15866513	.	440	820	1078	420	1463	45	117	222	151	12	32	27	72	54
