"ENSEMBL"	"ENTREZID"	"SYMBOL"
"FBgn0053823"	"3772148"	"His2A:CG33850"
"FBgn0053823"	"3772278"	"His2A:CG33862"
"FBgn0053823"	"3772282"	"His2A:CG33808"
"FBgn0053823"	"3772345"	"His2A:CG33814"
"FBgn0053823"	"3772351"	"His2A:CG33817"
"FBgn0053823"	"3772360"	"His2A:CG33841"
"FBgn0053823"	"3772447"	"His2A:CG33829"
"FBgn0053823"	"3772448"	"His2A:CG33835"
"FBgn0053823"	"3772505"	"His2A:CG33865"
"FBgn0053823"	"3772541"	"His2A:CG33820"
"FBgn0053823"	"3772565"	"His2A:CG33844"
"FBgn0053823"	"3772618"	"His2A:CG33838"
"FBgn0053823"	"3772632"	"His2A:CG33832"
"FBgn0053895"	"41773"	"His4r"
"FBgn0053895"	"318846"	"His4:CG31611"
"FBgn0053895"	"3771854"	"His4:CG33869"
"FBgn0053895"	"3771893"	"His4:CG33909"
"FBgn0053895"	"3771908"	"His4:CG33905"
"FBgn0053895"	"3771935"	"His4:CG33901"
"FBgn0053895"	"3771938"	"His4:CG33899"
"FBgn0053895"	"3771941"	"His4:CG33875"
"FBgn0053895"	"3771947"	"His4:CG33883"
"FBgn0053895"	"3772096"	"His4:CG33897"
"FBgn0053895"	"3772113"	"His4:CG33873"
"FBgn0053895"	"3772129"	"His4:CG33881"
"FBgn0053895"	"3772172"	"His4:CG33885"
"FBgn0053895"	"3772211"	"His4:CG33877"
"FBgn0053895"	"3772254"	"His4:CG33903"
"FBgn0053895"	"3772314"	"His4:CG33893"
"FBgn0053895"	"3772317"	"His4:CG33889"
"FBgn0053895"	"3772319"	"His4:CG33879"
"FBgn0053895"	"3772325"	"His4:CG33895"
"FBgn0053895"	"3772509"	"His4:CG33887"
"FBgn0053895"	"3772519"	"His4:CG33891"
"FBgn0053895"	"3772666"	"His4:CG33907"
"FBgn0053895"	"3772708"	"His4:CG33871"
"FBgn0053824"	"318847"	"His3:CG31613"
"FBgn0053824"	"3771723"	"His3:CG33836"
"FBgn0053824"	"3771729"	"His3:CG33842"
"FBgn0053824"	"3771771"	"His3:CG33815"
"FBgn0053824"	"3771792"	"His3:CG33830"
"FBgn0053824"	"3771959"	"His3:CG33806"
"FBgn0053824"	"3772032"	"His3:CG33839"
"FBgn0053824"	"3772149"	"His3:CG33803"
"FBgn0053824"	"3772163"	"His3:CG33809"
"FBgn0053824"	"3772173"	"His3:CG33863"
"FBgn0053824"	"3772189"	"His3:CG33866"
"FBgn0053824"	"3772191"	"His3:CG33854"
"FBgn0053824"	"3772198"	"His3:CG33818"
"FBgn0053824"	"3772231"	"His3:CG33857"
"FBgn0053824"	"3772370"	"His3:CG33821"
"FBgn0053824"	"3772374"	"His3:CG33824"
"FBgn0053824"	"3772421"	"His3:CG33845"
"FBgn0053824"	"3772489"	"His3:CG33812"
"FBgn0053824"	"3772517"	"His3:CG33860"
"FBgn0053824"	"3772518"	"His3:CG33851"
"FBgn0053824"	"3772552"	"His3:CG33833"
"FBgn0053824"	"3772607"	"His3:CG33827"
"FBgn0053824"	"3772619"	"His3:CG33848"
"FBgn0053825"	"318854"	"His1:CG31617"
"FBgn0053825"	"3771803"	"His1:CG33852"
"FBgn0053825"	"3771816"	"His1:CG33816"
"FBgn0053825"	"3771818"	"His1:CG33804"
"FBgn0053825"	"3771838"	"His1:CG33813"
"FBgn0053825"	"3771879"	"His1:CG33810"
"FBgn0053825"	"3771910"	"His1:CG33828"
"FBgn0053825"	"3771912"	"His1:CG33849"
"FBgn0053825"	"3771981"	"His1:CG33819"
"FBgn0053825"	"3772004"	"His1:CG33843"
"FBgn0053825"	"3772075"	"His1:CG33831"
"FBgn0053825"	"3772077"	"His1:CG33837"
"FBgn0053825"	"3772225"	"His1:CG33840"
"FBgn0053825"	"3772409"	"His1:CG33864"
"FBgn0053825"	"3772665"	"His1:CG33822"
"FBgn0053825"	"3772702"	"His1:CG33846"
"FBgn0053825"	"3772715"	"His1:CG33825"
"FBgn0053894"	"326273"	"His2B:CG17949"
"FBgn0053894"	"3771809"	"His2B:CG33872"
"FBgn0053894"	"3771891"	"His2B:CG33878"
"FBgn0053894"	"3771957"	"His2B:CG33896"
"FBgn0053894"	"3772013"	"His2B:CG33906"
"FBgn0053894"	"3772058"	"His2B:CG33902"
"FBgn0053894"	"3772081"	"His2B:CG33870"
"FBgn0053894"	"3772083"	"His2B:CG33876"
"FBgn0053894"	"3772094"	"His2B:CG33900"
"FBgn0053894"	"3772099"	"His2B:CG33908"
"FBgn0053894"	"3772104"	"His2B:CG33888"
"FBgn0053894"	"3772166"	"His2B:CG33892"
"FBgn0053894"	"3772203"	"His2B:CG33904"
"FBgn0053894"	"3772248"	"His2B:CG33898"
"FBgn0053894"	"3772264"	"His2B:CG33874"
"FBgn0053894"	"3772265"	"His2B:CG33868"
"FBgn0053894"	"3772271"	"His2B:CG33886"
"FBgn0053894"	"3772276"	"His2B:CG33882"
"FBgn0053894"	"3772299"	"His2B:CG33910"
"FBgn0053894"	"3772336"	"His2B:CG33890"
"FBgn0053894"	"3772496"	"His2B:CG33880"
"FBgn0053894"	"3772502"	"His2B:CG33894"
"FBgn0053894"	"3772575"	"His2B:CG33884"
"FBgn0053826"	"318855"	"His2A:CG31618"
"FBgn0053826"	"3771774"	"His2A:CG33847"
"FBgn0053826"	"3771783"	"His2A:CG33823"
"FBgn0053826"	"3771785"	"His2A:CG33826"
"FBgn0053826"	"3772148"	"His2A:CG33850"
"FBgn0053826"	"3772278"	"His2A:CG33862"
"FBgn0053826"	"3772282"	"His2A:CG33808"
"FBgn0053826"	"3772345"	"His2A:CG33814"
"FBgn0053826"	"3772351"	"His2A:CG33817"
"FBgn0053826"	"3772360"	"His2A:CG33841"
"FBgn0053826"	"3772447"	"His2A:CG33829"
"FBgn0053826"	"3772448"	"His2A:CG33835"
"FBgn0053826"	"3772505"	"His2A:CG33865"
"FBgn0053826"	"3772541"	"His2A:CG33820"
"FBgn0053826"	"3772565"	"His2A:CG33844"
"FBgn0053826"	"3772618"	"His2A:CG33838"
"FBgn0053826"	"3772632"	"His2A:CG33832"
"FBgn0053893"	"41773"	"His4r"
"FBgn0053893"	"318846"	"His4:CG31611"
"FBgn0053893"	"3771854"	"His4:CG33869"
"FBgn0053893"	"3771893"	"His4:CG33909"
"FBgn0053893"	"3771908"	"His4:CG33905"
"FBgn0053893"	"3771935"	"His4:CG33901"
"FBgn0053893"	"3771938"	"His4:CG33899"
"FBgn0053893"	"3771941"	"His4:CG33875"
"FBgn0053893"	"3771947"	"His4:CG33883"
"FBgn0053893"	"3772096"	"His4:CG33897"
"FBgn0053893"	"3772113"	"His4:CG33873"
"FBgn0053893"	"3772129"	"His4:CG33881"
"FBgn0053893"	"3772172"	"His4:CG33885"
"FBgn0053893"	"3772211"	"His4:CG33877"
"FBgn0053893"	"3772254"	"His4:CG33903"
"FBgn0053893"	"3772314"	"His4:CG33893"
"FBgn0053893"	"3772317"	"His4:CG33889"
"FBgn0053893"	"3772319"	"His4:CG33879"
"FBgn0053893"	"3772325"	"His4:CG33895"
"FBgn0053893"	"3772509"	"His4:CG33887"
"FBgn0053893"	"3772519"	"His4:CG33891"
"FBgn0053893"	"3772666"	"His4:CG33907"
"FBgn0053893"	"3772708"	"His4:CG33871"
"FBgn0053827"	"318847"	"His3:CG31613"
"FBgn0053827"	"3771723"	"His3:CG33836"
"FBgn0053827"	"3771729"	"His3:CG33842"
"FBgn0053827"	"3771771"	"His3:CG33815"
"FBgn0053827"	"3771792"	"His3:CG33830"
"FBgn0053827"	"3771959"	"His3:CG33806"
"FBgn0053827"	"3772032"	"His3:CG33839"
"FBgn0053827"	"3772149"	"His3:CG33803"
"FBgn0053827"	"3772163"	"His3:CG33809"
"FBgn0053827"	"3772173"	"His3:CG33863"
"FBgn0053827"	"3772189"	"His3:CG33866"
"FBgn0053827"	"3772191"	"His3:CG33854"
"FBgn0053827"	"3772198"	"His3:CG33818"
"FBgn0053827"	"3772231"	"His3:CG33857"
"FBgn0053827"	"3772370"	"His3:CG33821"
"FBgn0053827"	"3772374"	"His3:CG33824"
"FBgn0053827"	"3772421"	"His3:CG33845"
"FBgn0053827"	"3772489"	"His3:CG33812"
"FBgn0053827"	"3772517"	"His3:CG33860"
"FBgn0053827"	"3772518"	"His3:CG33851"
"FBgn0053827"	"3772552"	"His3:CG33833"
"FBgn0053827"	"3772607"	"His3:CG33827"
"FBgn0053827"	"3772619"	"His3:CG33848"
"FBgn0053828"	"318854"	"His1:CG31617"
"FBgn0053828"	"3771803"	"His1:CG33852"
"FBgn0053828"	"3771816"	"His1:CG33816"
"FBgn0053828"	"3771818"	"His1:CG33804"
"FBgn0053828"	"3771838"	"His1:CG33813"
"FBgn0053828"	"3771879"	"His1:CG33810"
"FBgn0053828"	"3771910"	"His1:CG33828"
"FBgn0053828"	"3771912"	"His1:CG33849"
"FBgn0053828"	"3771981"	"His1:CG33819"
"FBgn0053828"	"3772004"	"His1:CG33843"
"FBgn0053828"	"3772075"	"His1:CG33831"
"FBgn0053828"	"3772077"	"His1:CG33837"
"FBgn0053828"	"3772225"	"His1:CG33840"
"FBgn0053828"	"3772409"	"His1:CG33864"
"FBgn0053828"	"3772665"	"His1:CG33822"
"FBgn0053828"	"3772702"	"His1:CG33846"
"FBgn0053828"	"3772715"	"His1:CG33825"
"FBgn0053892"	"326273"	"His2B:CG17949"
"FBgn0053892"	"3771809"	"His2B:CG33872"
"FBgn0053892"	"3771891"	"His2B:CG33878"
"FBgn0053892"	"3771957"	"His2B:CG33896"
"FBgn0053892"	"3772013"	"His2B:CG33906"
