# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/CBP_PPC.featureCount.count.tab.txt" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_CBP_S7.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_input_S1.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_CBP_S8.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_input_S2.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_CBP_S11.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_input_S5.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_CBP_S12.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_input_S6.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_CBP_S9.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_input_S3.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_CBP_S10.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_input_S4.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/Undetermined_S0.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_CBP_S7.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_input_S1.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_CBP_S8.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_input_S2.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_CBP_S11.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_input_S5.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_CBP_S12.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_input_S6.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_CBP_S9.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_input_S3.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_CBP_S10.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_input_S4.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/Undetermined_S0.dm6.bowtie2.sorted.bam
FBtr0081112	2L	18881161	18881311	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342921	2L	18881161	18881311	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342929	2L	18943860	18944010	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081193	2L	18943860	18944010	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081132	2L	18948834	18948984	+	151	19	87	7	95	11	90	2	86	5	78	2	91	8
FBtr0342927	2L	18954331	18954481	-	151	31	71	26	61	14	62	5	72	23	39	18	59	8
FBtr0344844	2L	18956980	18957130	-	151	15	20	17	20	9	23	7	27	5	25	10	20	5
FBtr0081190	2L	18957069	18957219	-	151	0	0	0	1	0	4	0	2	2	0	0	2	0
FBtr0344845	2L	18957211	18957361	-	151	32	37	15	59	13	56	3	59	13	39	7	41	10
FBtr0081189	2L	18968621	18968771	-	151	25	3	18	7	10	2	7	1	9	3	14	7	2
FBtr0340325	2L	18968644	18968794	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081187	2L	18968644	18968794	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340326	2L	18968644	18968794	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081133	2L	18968978	18969128	+	151	155	79	82	65	80	75	27	98	44	83	39	95	8
FBtr0340323	2L	18974088	18974238	-	151	90	56	93	45	41	45	25	45	48	39	41	47	8
FBtr0340324	2L	18974273	18974423	-	151	18	10	20	7	11	12	3	12	17	5	9	10	3
FBtr0081186	2L	18974348	18974498	-	151	10	24	5	19	5	12	1	12	1	18	4	24	4
FBtr0081134	2L	18974660	18974810	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340317	2L	18974660	18974810	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340322	2L	18987180	18987330	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081185	2L	18987180	18987330	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081184	2L	18990133	18990283	-	151	52	60	51	71	15	63	12	76	14	37	21	62	14
FBtr0081136	2L	18990970	18991120	+	151	23	54	21	47	13	71	10	53	20	46	5	50	7
FBtr0340320	2L	18995834	18995984	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081183	2L	18995834	18995984	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0321311	2L	18997398	18997548	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0321312	2L	18997398	18997548	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340318	2L	19003317	19003467	+	151	78	58	89	45	29	50	18	61	87	61	54	47	11
FBtr0340319	2L	19009137	19009287	-	151	62	22	64	20	31	24	29	14	38	8	27	17	9
FBtr0302491	2L	19009206	19009356	-	151	297	18	293	23	130	15	71	22	190	16	131	29	25
FBtr0321270	2L	19022367	19022517	+	151	1	78	1	69	0	75	1	70	3	46	1	73	5
FBtr0081141	2L	19027660	19027810	+	151	22	39	15	50	17	43	12	53	19	33	18	57	5
FBtr0081180	2L	19033398	19033548	-	151	85	70	79	67	48	78	26	76	53	73	39	90	16
FBtr0081142	2L	19034394	19034544	+	151	41	61	18	74	21	64	9	65	19	64	14	69	8
FBtr0336840	2L	19034591	19034741	+	151	73	79	45	70	36	83	19	89	31	66	9	66	8
FBtr0336841	2L	19035450	19035600	+	151	22	51	22	67	13	57	9	57	16	59	14	76	3
FBtr0081143	2L	19041812	19041962	+	151	124	70	89	67	41	64	37	87	65	68	38	59	14
FBtr0081178	2L	19045048	19045198	-	151	70	99	66	125	30	81	12	85	32	97	27	66	14
FBtr0081144	2L	19045305	19045455	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081145	2L	19045305	19045455	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336842	2L	19045305	19045455	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081177	2L	19051512	19051662	-	151	27	50	39	53	11	50	9	61	20	57	12	53	7
FBtr0302289	2L	19051740	19051890	+	151	17	39	4	49	5	54	5	40	2	20	6	25	3
FBtr0336843	2L	19051879	19052029	+	151	52	31	40	44	26	43	14	63	52	34	35	38	6
FBtr0113043	2L	19054028	19054178	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081148	2L	19054028	19054178	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336844	2L	19059079	19059229	+	151	13	45	10	43	4	38	5	49	11	48	9	58	1
FBtr0081149	2L	19059264	19059414	+	151	25	41	16	57	13	44	7	56	14	41	14	60	7
FBtr0081150	2L	19063245	19063395	+	151	99	72	61	78	35	73	22	72	40	64	26	65	8
FBtr0081151	2L	19064879	19065029	+	151	122	70	122	63	54	60	32	82	90	59	43	66	14
FBtr0303241	2L	19069751	19069901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081175	2L	19069751	19069901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081173	2L	19074049	19074199	-	151	18	85	11	81	8	85	5	69	9	63	7	50	3
FBtr0081171	2L	19078928	19079078	-	151	6	54	2	38	1	58	0	42	4	35	4	61	5
FBtr0309834	2L	19082121	19082271	-	151	3	91	2	66	2	81	0	91	1	53	1	59	5
FBtr0081170	2L	19083222	19083372	-	151	40	55	53	51	20	43	15	55	29	44	27	44	5
FBtr0309833	2L	19106175	19106325	-	151	20	49	19	47	12	41	9	46	17	37	11	51	6
FBtr0309832	2L	19107685	19107835	-	151	45	46	23	44	11	45	15	57	15	25	12	51	2
FBtr0081169	2L	19108011	19108161	-	151	17	34	18	47	13	31	15	26	13	35	12	49	5
FBtr0309835	2L	19108327	19108477	-	151	12	48	14	45	7	34	9	55	12	35	8	34	9
FBtr0081153	2L	19110104	19110254	+	151	13	52	18	64	7	43	11	50	5	32	6	52	5
FBtr0081154	2L	19111791	19111941	+	151	86	47	83	57	15	50	9	51	21	46	17	59	13
FBtr0081155	2L	19114351	19114501	+	151	138	80	118	73	39	76	44	92	96	74	62	67	19
FBtr0081167	2L	19120206	19120356	-	151	24	29	15	54	3	52	8	56	18	36	9	48	5
FBtr0081165	2L	19123553	19123703	-	151	48	76	46	70	16	54	16	62	40	59	22	78	14
FBtr0346428	2L	19123769	19123919	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081164	2L	19123769	19123919	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081163	2L	19126876	19127026	-	151	107	77	97	69	45	53	31	61	53	50	43	56	12
FBtr0081156	2L	19127210	19127360	+	151	52	66	54	69	21	79	12	60	37	66	19	74	12
FBtr0332578	2L	19131854	19132004	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081162	2L	19131854	19132004	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336627	2L	19133766	19133916	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081158	2L	19133766	19133916	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336628	2L	19135133	19135283	-	151	495	58	529	63	190	76	154	63	263	56	231	55	44
FBtr0081160	2L	19158490	19158640	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081159	2L	19158490	19158640	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344846	2L	19165817	19165967	+	151	123	73	102	61	51	75	31	68	94	52	50	63	14
FBtr0081233	2L	19181602	19181752	-	151	140	53	85	63	63	80	25	79	77	57	56	78	11
FBtr0332572	2L	19185626	19185776	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081228	2L	19185626	19185776	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302561	2L	19185993	19186143	+	151	310	62	348	69	140	62	99	73	192	65	171	67	21
FBtr0330209	2L	19190292	19190442	+	151	188	49	178	60	88	64	56	61	113	48	103	73	22
FBtr0081227	2L	19262140	19262290	-	151	14	52	9	53	5	49	3	54	7	47	5	56	6
FBtr0081225	2L	19299833	19299983	-	151	6	52	4	66	11	54	1	63	4	55	0	80	9
FBtr0343804	2L	19300205	19300355	+	151	9	75	8	63	4	73	3	78	9	57	3	66	10
FBtr0336820	2L	19363127	19363277	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081224	2L	19363127	19363277	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336818	2L	19364325	19364475	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336817	2L	19364325	19364475	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081198	2L	19370395	19370545	+	151	12	66	1	77	10	67	5	59	11	61	6	60	10
FBtr0081199	2L	19380880	19381030	+	151	25	53	28	59	15	47	5	42	16	44	6	40	5
FBtr0081222	2L	19386105	19386255	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081223	2L	19386105	19386255	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336819	2L	19386105	19386255	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081221	2L	19389699	19389849	-	151	50	72	41	67	14	57	7	61	17	64	12	66	13
FBtr0081219	2L	19389975	19390125	-	151	69	45	59	74	15	53	6	45	18	27	8	51	10
FBtr0081218	2L	19393735	19393885	-	151	186	60	136	70	91	70	36	75	111	47	85	64	12
FBtr0081200	2L	19394110	19394260	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334163	2L	19394110	19394260	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300822	2L	19398393	19398543	-	151	29	52	23	60	13	48	10	60	31	45	22	57	6
FBtr0081214	2L	19404689	19404839	-	151	25	45	18	43	5	48	5	53	11	44	11	45	9
FBtr0306598	2L	19410855	19411005	-	151	12	51	11	72	12	61	9	73	4	50	7	69	5
FBtr0334166	2L	19411703	19411853	-	151	13	59	12	50	8	53	12	50	15	37	7	62	10
FBtr0334167	2L	19414377	19414527	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081213	2L	19414377	19414527	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081212	2L	19416370	19416520	-	151	24	58	24	57	7	46	8	62	15	42	12	54	9
FBtr0100449	2L	19423452	19423602	-	151	64	39	57	63	49	71	47	53	45	51	41	42	12
FBtr0334165	2L	19424000	19424150	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335465	2L	19424000	19424150	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334164	2L	19426248	19426398	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081203	2L	19426248	19426398	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081204	2L	19426406	19426556	+	151	10	5	5	6	2	6	5	6	7	3	3	2	3
FBtr0081210	2L	19426496	19426646	-	151	221	25	196	26	64	20	52	28	131	31	80	21	7
FBtr0302874	2L	19427037	19427187	+	151	3	97	2	77	1	64	2	78	2	85	3	95	9
FBtr0081205	2L	19430593	19430743	+	151	170	67	85	81	76	67	18	61	62	67	40	63	15
FBtr0081206	2L	19432524	19432674	+	151	64	65	70	78	19	66	23	67	50	64	32	66	9
FBtr0081209	2L	19438866	19439016	-	151	19	58	16	46	8	51	10	59	10	42	5	46	7
FBtr0081208	2L	19440807	19440957	-	151	71	50	91	73	30	62	32	52	41	57	26	70	12
FBtr0081207	2L	19441183	19441333	-	151	43	67	28	55	17	54	18	60	27	55	12	65	17
FBtr0334175	2L	19441909	19442059	+	151	13	71	12	73	7	69	2	70	9	73	4	79	7
FBtr0308679	2L	19442627	19442777	-	151	23	47	23	61	28	61	9	66	26	48	17	61	7
FBtr0081288	2L	19444650	19444800	-	151	232	49	262	61	102	67	91	84	171	68	101	73	19
FBtr0334174	2L	19444998	19445148	+	151	351	47	296	69	102	92	103	86	210	57	159	63	27
FBtr0332320	2L	19453390	19453540	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081287	2L	19453390	19453540	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081236	2L	19454206	19454356	+	151	48	58	47	72	19	70	21	59	31	49	25	74	8
FBtr0332317	2L	19454815	19454965	+	151	22	47	23	60	16	59	11	68	23	44	13	48	16
FBtr0081237	2L	19455628	19455778	+	151	11	60	5	51	2	40	4	74	6	41	3	52	11
FBtr0329891	2L	19464217	19464367	+	151	19	39	21	43	16	48	7	39	14	40	14	39	5
FBtr0332318	2L	19484605	19484755	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302930	2L	19484605	19484755	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081240	2L	19484880	19485030	+	151	22	56	43	53	17	56	12	63	19	56	9	60	6
FBtr0081242	2L	19487440	19487590	+	151	20	42	23	48	17	55	10	50	23	47	7	58	8
FBtr0081285	2L	19490004	19490154	-	151	114	49	95	60	35	72	15	92	82	63	44	57	12
FBtr0331324	2L	19490212	19490362	+	151	24	49	10	37	6	45	4	50	12	39	16	46	8
FBtr0081243	2L	19490373	19490523	+	151	2	39	5	50	4	45	0	65	0	46	1	54	6
FBtr0081284	2L	19492863	19493013	-	151	67	83	66	63	32	76	33	56	45	81	31	70	7
FBtr0331327	2L	19493153	19493303	-	151	32	25	30	17	16	18	5	13	23	20	4	14	8
FBtr0331325	2L	19493201	19493351	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081244	2L	19493201	19493351	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081245	2L	19493518	19493668	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331326	2L	19493518	19493668	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081246	2L	19498118	19498268	+	151	166	80	157	81	71	68	35	82	113	70	68	62	22
FBtr0081282	2L	19508664	19508814	-	151	440	49	509	75	174	51	129	57	249	54	211	85	34
FBtr0302108	2L	19516581	19516731	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299519	2L	19516581	19516731	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302107	2L	19517104	19517254	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081281	2L	19517104	19517254	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081247	2L	19518774	19518924	+	151	16	19	16	29	5	27	7	35	12	29	6	33	8
FBtr0343771	2L	19518889	19519039	+	151	7	37	9	27	2	25	1	22	2	16	1	25	2
FBtr0081248	2L	19526636	19526786	+	151	111	96	120	88	49	76	19	70	66	81	39	75	7
FBtr0344843	2L	19528223	19528373	-	151	15	44	21	78	19	77	9	69	11	54	5	70	10
FBtr0303779	2L	19530205	19530355	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081278	2L	19530205	19530355	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081249	2L	19533429	19533579	+	151	244	52	197	52	105	60	56	75	115	59	102	74	17
FBtr0081251	2L	19538375	19538525	+	151	17	49	28	56	19	29	9	53	19	41	5	47	6
FBtr0100289	2L	19542418	19542568	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081253	2L	19542418	19542568	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081276	2L	19546859	19547009	-	151	24	32	39	49	15	53	10	57	22	52	13	40	5
FBtr0331328	2L	19548457	19548607	+	151	137	81	111	84	49	71	27	78	62	59	35	82	13
FBtr0331329	2L	19549643	19549793	+	151	36	46	29	45	15	41	14	60	19	44	20	55	9
FBtr0081256	2L	19563880	19564030	+	151	12	58	18	65	15	65	9	75	9	58	6	60	5
FBtr0081257	2L	19565813	19565963	+	151	33	55	48	72	16	76	21	52	28	46	18	68	9
FBtr0336619	2L	19566110	19566260	+	151	33	37	30	52	10	51	16	48	15	35	11	51	3
FBtr0081270	2L	19572510	19572660	-	151	568	61	562	52	213	63	164	63	371	48	282	57	40
FBtr0100597	2L	19575487	19575637	-	151	419	56	443	60	161	75	114	86	243	46	157	61	22
FBtr0081267	2L	19577215	19577365	-	151	202	82	85	80	108	79	35	78	102	84	57	82	15
FBtr0081258	2L	19577651	19577801	+	151	251	75	257	82	107	65	67	69	159	57	101	84	26
FBtr0081266	2L	19580251	19580401	-	151	143	63	153	53	47	49	65	73	106	70	76	63	14
FBtr0331246	2L	19582374	19582524	-	151	278	58	310	54	117	67	81	69	148	73	122	63	15
FBtr0081262	2L	19583890	19584040	-	151	141	68	158	66	54	72	56	64	107	54	54	75	11
FBtr0081259	2L	19584185	19584335	+	151	222	52	169	90	95	61	49	68	137	72	112	76	21
FBtr0331242	2L	19586573	19586723	+	151	31	50	35	54	12	60	9	46	27	55	20	69	13
FBtr0331241	2L	19587176	19587326	+	151	365	55	321	60	138	80	85	61	237	52	152	72	27
FBtr0331240	2L	19606519	19606669	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112800	2L	19606519	19606669	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305950	2L	19611360	19611510	+	151	25	44	13	56	8	51	14	71	16	51	9	51	11
FBtr0343860	2L	19700868	19701018	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081261	2L	19700868	19701018	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100352	2L	19735620	19735770	-	151	125	75	117	70	52	70	44	62	83	43	58	56	14
FBtr0305952	2L	19735880	19736030	-	151	184	28	181	31	82	36	56	37	125	25	86	39	16
FBtr0081289	2L	19735994	19736144	+	151	140	32	150	29	60	44	39	36	107	30	76	43	15
FBtr0081324	2L	19756804	19756954	-	151	26	39	22	63	9	44	22	46	23	41	13	60	6
FBtr0081323	2L	19758515	19758665	-	151	143	54	145	70	76	67	47	70	72	68	65	72	23
FBtr0081290	2L	19758829	19758979	+	151	83	66	61	90	34	79	16	79	40	73	28	81	13
FBtr0347410	2L	19764036	19764186	-	151	24	49	26	64	15	68	7	55	17	45	10	70	6
FBtr0089320	2L	19768967	19769117	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343855	2L	19768967	19769117	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332179	2L	19791782	19791932	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081318	2L	19791782	19791932	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300967	2L	19791782	19791932	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081316	2L	19795751	19795901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081317	2L	19795751	19795901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332246	2L	19795751	19795901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329838	2L	19796315	19796465	+	151	51	39	51	52	23	65	22	53	34	51	21	59	10
FBtr0344856	2L	19826424	19826574	+	151	4	60	1	71	3	51	0	73	4	52	2	58	5
FBtr0329845	2L	19827110	19827260	+	151	13	48	10	51	10	55	3	45	8	53	6	41	7
FBtr0329842	2L	19849939	19850089	+	151	13	47	14	45	12	45	9	48	15	47	8	58	6
FBtr0336736	2L	19866131	19866281	+	151	54	64	44	63	28	60	21	58	41	68	40	62	7
FBtr0081312	2L	19892450	19892600	-	151	4	51	2	70	1	51	0	53	0	69	5	75	9
FBtr0329840	2L	19895995	19896145	+	151	97	57	117	50	43	56	39	67	54	45	39	61	10
FBtr0332236	2L	19918111	19918261	+	151	31	56	23	62	25	62	15	56	21	40	12	73	5
FBtr0329839	2L	19935203	19935353	+	151	225	45	235	64	80	45	86	46	121	34	80	38	14
FBtr0081301	2L	19958663	19958813	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081300	2L	19958663	19958813	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332242	2L	19958782	19958932	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332243	2L	19958782	19958932	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346480	2L	19962629	19962779	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081302	2L	19962629	19962779	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332182	2L	19964086	19964236	+	151	1	5	4	11	1	6	1	4	1	7	0	7	1
FBtr0081303	2L	19964123	19964273	+	151	7	7	6	6	3	5	1	10	0	5	2	6	1
FBtr0345432	2L	20017182	20017332	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332565	2L	20017182	20017332	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081327	2L	20027865	20028015	+	151	12	36	20	45	6	44	4	49	8	46	8	66	7
FBtr0081348	2L	20060877	20061027	-	151	47	73	25	81	19	52	6	80	13	76	9	87	3
FBtr0343850	2L	20061270	20061420	-	151	29	31	23	26	29	34	4	26	13	31	7	24	0
FBtr0081328	2L	20061372	20061522	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081330	2L	20061447	20061597	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081329	2L	20061447	20061597	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081347	2L	20065579	20065729	-	151	126	61	128	52	45	65	24	65	98	44	38	77	15
FBtr0331184	2L	20066341	20066491	+	151	279	64	219	78	134	49	88	63	168	59	139	67	17
FBtr0343848	2L	20072095	20072245	-	151	19	58	25	66	18	56	6	59	18	36	13	71	8
FBtr0089395	2L	20075358	20075508	-	151	200	55	208	71	95	72	65	80	132	64	97	81	20
FBtr0081332	2L	20075707	20075857	+	151	241	59	267	70	113	57	88	59	156	50	126	66	24
FBtr0310560	2L	20084970	20085120	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310559	2L	20084970	20085120	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310558	2L	20084970	20085120	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081341	2L	20091122	20091272	-	151	60	31	46	36	28	39	14	36	26	38	28	52	13
FBtr0331618	2L	20091248	20091398	-	151	15	15	7	12	5	17	0	12	7	10	4	14	6
FBtr0331615	2L	20091385	20091535	+	151	4	24	3	39	8	32	4	19	1	29	0	34	4
FBtr0081333	2L	20091562	20091712	+	151	58	53	65	60	23	49	16	65	34	36	20	63	4
FBtr0081335	2L	20093922	20094072	+	151	97	44	76	38	38	36	22	39	58	43	39	51	11
FBtr0081334	2L	20094045	20094195	+	151	148	28	142	33	57	37	39	42	101	35	75	38	11
FBtr0331617	2L	20097531	20097681	+	151	30	62	26	58	5	70	4	70	21	65	18	66	11
FBtr0303230	2L	20097806	20097956	+	151	0	2	0	0	0	0	0	0	1	2	0	0	0
FBtr0081336	2L	20097808	20097958	+	151	2	0	1	0	1	0	0	0	1	0	0	0	0
FBtr0345683	2L	20134823	20134973	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081378	2L	20134823	20134973	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
