# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-T" "8" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/ChIP_Toll_PPC.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam
FBtr0290306	2L	20968867	20969017	-	151	250	112	20	15	43	113	52	46	30	37	45	27	61	135	49	17
FBtr0347554	2L	21051883	21052033	-	151	242	107	21	13	34	119	12	25	12	10	56	28	84	199	22	16
FBtr0331199	2L	21052064	21052214	-	151	136	57	9	1	9	79	5	18	8	5	30	21	30	85	10	5
FBtr0081461	2L	21052983	21053133	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346711	2L	21052983	21053133	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081507	2L	21069803	21069953	-	151	31	18	21	38	5	36	40	44	41	30	35	34	20	32	63	31
FBtr0331378	2L	21070181	21070331	-	151	31	32	17	22	1	21	14	21	23	23	46	25	18	36	35	22
FBtr0331377	2L	21071143	21071293	-	151	43	28	13	12	7	26	11	17	28	21	41	17	21	36	28	8
FBtr0331376	2L	21071402	21071552	-	151	53	23	12	23	4	28	11	14	26	24	34	28	25	43	44	11
FBtr0329988	2L	21075355	21075505	+	151	33	33	34	40	5	27	28	40	37	37	26	26	7	10	54	23
FBtr0346727	2L	21082394	21082544	-	151	32	30	24	17	4	29	17	19	40	25	41	28	18	31	35	18
FBtr0300360	2L	21084226	21084376	-	151	27	14	11	16	4	17	14	33	26	17	40	38	15	22	33	13
FBtr0091449	2L	21086406	21086556	-	151	26	18	19	22	0	21	11	33	24	35	31	25	3	8	24	13
FBtr0091448	2L	21088651	21088801	-	151	29	30	30	27	2	36	38	32	36	28	43	29	9	24	40	13
FBtr0332034	2L	21089325	21089475	+	151	19	19	24	18	8	17	28	16	24	27	34	21	31	64	23	17
FBtr0332033	2L	21089497	21089647	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081464	2L	21089497	21089647	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300444	2L	21091177	21091327	+	151	30	28	15	19	4	25	17	28	29	20	46	32	16	33	27	16
FBtr0110944	2L	21096872	21097022	+	151	43	30	16	6	2	27	11	44	25	21	30	33	18	32	34	20
FBtr0114615	2L	21102329	21102479	-	151	200	96	27	12	31	106	17	31	17	13	53	35	203	451	16	13
FBtr0081465	2L	21102693	21102843	+	151	443	182	31	15	44	152	13	40	17	25	45	32	280	646	12	16
FBtr0452122	2L	21104518	21104668	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334172	2L	21104518	21104668	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081467	2L	21107731	21107881	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299909	2L	21107731	21107881	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299912	2L	21107731	21107881	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306015	2L	21107731	21107881	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334171	2L	21114442	21114592	+	151	77	30	22	17	3	42	16	28	48	30	49	32	36	71	53	14
FBtr0306017	2L	21142247	21142397	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333087	2L	21142247	21142397	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081503	2L	21142247	21142397	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081468	2L	21143179	21143329	+	151	322	155	29	31	74	157	35	32	16	10	55	34	141	322	15	21
FBtr0333084	2L	21148317	21148467	-	151	37	14	17	6	5	28	9	14	27	20	23	19	22	44	17	8
FBtr0333085	2L	21148446	21148596	-	151	31	8	7	6	1	25	3	8	13	14	39	16	11	21	13	8
FBtr0081501	2L	21156132	21156282	-	151	282	107	35	17	38	108	20	25	7	13	25	13	189	419	7	8
FBtr0081469	2L	21156238	21156388	+	151	72	31	2	2	19	103	0	8	9	7	25	13	66	139	11	1
FBtr0346451	2L	21156649	21156799	-	151	389	127	10	10	51	230	7	28	34	15	54	38	159	359	23	14
FBtr0081500	2L	21158511	21158661	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301238	2L	21158511	21158661	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081470	2L	21158797	21158947	+	151	31	9	1	2	5	26	1	7	9	3	17	8	19	36	6	2
FBtr0343870	2L	21158854	21159004	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081471	2L	21158854	21159004	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081499	2L	21162983	21163133	-	151	242	117	10	12	21	80	10	36	15	20	52	30	91	184	11	15
FBtr0081472	2L	21163591	21163741	+	151	352	119	11	11	71	205	13	34	13	15	43	35	172	412	13	10
FBtr0306975	2L	21168249	21168399	-	151	176	111	10	8	21	102	5	35	22	24	61	32	132	338	9	19
FBtr0346588	2L	21168481	21168631	-	151	7	9	0	3	4	12	0	2	8	4	12	5	15	36	5	4
FBtr0346587	2L	21168520	21168670	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343871	2L	21168601	21168751	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081473	2L	21168601	21168751	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300425	2L	21168601	21168751	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343875	2L	21179583	21179733	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301342	2L	21179583	21179733	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081475	2L	21179883	21180033	+	151	136	50	11	8	33	190	7	16	12	6	63	31	164	351	7	12
FBtr0081495	2L	21198662	21198812	-	151	77	29	41	48	8	38	39	28	34	43	36	38	23	29	57	29
FBtr0343874	2L	21199976	21200126	-	151	130	40	45	34	4	85	32	14	25	25	32	14	33	111	30	15
FBtr0301928	2L	21200163	21200313	-	151	56	17	9	17	4	32	26	11	6	7	15	10	19	31	7	7
FBtr0081491	2L	21200275	21200425	-	151	25	13	31	28	4	18	25	10	24	7	17	10	13	31	19	18
FBtr0081490	2L	21202609	21202759	-	151	16	4	5	5	0	13	3	3	10	3	13	8	9	19	16	5
FBtr0343873	2L	21202702	21202852	-	151	44	13	11	8	0	15	1	18	9	12	22	10	7	23	18	6
FBtr0081476	2L	21206443	21206593	+	151	66	40	42	40	4	46	25	34	32	31	36	38	29	52	38	14
FBtr0081488	2L	21218444	21218594	-	151	125	99	16	18	30	95	10	31	31	23	48	23	113	248	24	11
FBtr0331678	2L	21220472	21220622	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081487	2L	21220472	21220622	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346586	2L	21221262	21221412	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331677	2L	21221262	21221412	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081486	2L	21233626	21233776	-	151	90	62	8	14	5	27	18	42	33	39	41	30	33	62	37	24
FBtr0081485	2L	21236633	21236783	-	151	148	75	2	3	2	200	0	4	23	7	50	27	95	198	10	8
FBtr0081479	2L	21237200	21237350	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081480	2L	21237200	21237350	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081478	2L	21237200	21237350	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330677	2L	21261118	21261268	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081482	2L	21261118	21261268	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346464	2L	21262906	21263056	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330678	2L	21262906	21263056	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081484	2L	21262906	21263056	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081508	2L	21290684	21290834	+	151	83	35	14	12	2	15	17	26	37	34	40	34	29	55	35	22
FBtr0081509	2L	21291924	21292074	+	151	62	36	21	14	4	32	17	38	28	25	52	54	36	61	37	17
FBtr0081510	2L	21294503	21294653	+	151	62	48	22	16	9	42	20	21	29	24	52	37	52	86	44	14
FBtr0081511	2L	21296264	21296414	+	151	102	52	17	12	10	67	22	28	23	28	43	41	43	87	30	9
FBtr0081527	2L	21304009	21304159	-	151	144	68	6	23	4	74	16	42	33	38	47	31	43	91	45	17
FBtr0301461	2L	21309389	21309539	-	151	159	95	25	14	17	79	13	52	21	21	51	28	87	233	21	10
FBtr0081524	2L	21309950	21310100	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301457	2L	21309950	21310100	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332002	2L	21310816	21310966	+	151	574	178	36	10	65	239	13	29	16	16	59	30	238	558	29	10
FBtr0081513	2L	21314310	21314460	+	151	72	65	17	16	13	38	9	41	30	28	46	29	41	66	28	20
FBtr0333354	2L	21331706	21331856	+	151	39	30	21	32	4	51	38	53	36	33	41	27	16	36	35	19
FBtr0081514	2L	21339018	21339168	+	151	67	33	26	13	3	32	30	30	19	17	51	21	30	67	47	27
FBtr0273404	2L	21344557	21344707	+	151	293	124	20	9	33	139	9	22	10	13	52	29	119	345	15	20
FBtr0081516	2L	21361166	21361316	+	151	19	21	15	8	1	34	12	17	21	20	37	39	29	53	23	8
FBtr0081522	2L	21369606	21369756	-	151	68	46	37	18	6	22	31	36	28	31	51	26	31	83	38	13
FBtr0081517	2L	21371177	21371327	+	151	65	41	17	15	12	42	24	24	28	24	55	27	28	58	37	12
FBtr0081519	2L	21379950	21380100	+	151	36	16	30	24	3	17	27	31	19	21	37	19	8	35	36	25
FBtr0333355	2L	21380083	21380233	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0081518	2L	21380083	21380233	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0091805	2L	21416903	21417053	+	151	258	148	11	18	17	152	34	56	73	47	278	167	145	503	67	34
FBtr0085892	2L	21421805	21421955	+	151	593	357	39	43	23	324	53	116	111	78	387	268	245	723	96	71
FBtr0091808	2L	21426866	21427016	+	151	1109	674	81	71	35	621	87	274	120	62	358	225	209	758	113	76
FBtr0091811	2L	21431913	21432063	+	151	589	326	45	45	27	296	67	137	119	68	387	247	237	694	79	77
FBtr0091814	2L	21436961	21437111	+	151	279	180	37	22	15	228	38	62	79	42	289	170	154	492	54	25
FBtr0091817	2L	21451002	21451152	+	151	622	323	55	47	26	298	75	125	96	76	444	219	215	688	85	70
FBtr0091820	2L	21456063	21456213	+	151	331	176	16	23	16	240	48	61	68	45	271	166	140	442	43	30
FBtr0091823	2L	21461123	21461273	+	151	329	202	26	33	11	217	38	56	71	51	313	138	139	456	52	49
FBtr0091826	2L	21466166	21466316	+	151	163	78	17	10	13	54	13	34	15	14	41	27	41	86	11	9
FBtr0091829	2L	21471209	21471359	+	151	144	72	7	6	8	47	16	30	8	12	43	34	26	92	11	9
FBtr0091832	2L	21476252	21476402	+	151	143	78	14	7	15	61	15	34	12	13	40	24	24	108	14	12
FBtr0091835	2L	21481295	21481445	+	151	159	74	7	12	6	56	20	36	12	8	47	29	21	91	14	8
FBtr0091838	2L	21486446	21486596	+	151	580	310	43	51	25	303	78	135	123	70	454	258	212	709	88	64
FBtr0091841	2L	21491491	21491641	+	151	481	273	51	40	22	219	43	91	86	50	259	163	165	503	61	49
FBtr0091844	2L	21496536	21496686	+	151	484	261	32	37	20	221	58	112	92	53	222	153	155	497	88	45
FBtr0091847	2L	21501583	21501733	+	151	480	278	37	34	27	184	48	113	77	57	251	162	159	504	71	47
FBtr0091850	2L	21506634	21506784	+	151	497	248	30	38	18	205	60	95	77	51	247	132	141	486	79	47
FBtr0091853	2L	21511678	21511828	+	151	615	323	45	39	24	306	47	134	128	64	397	261	236	707	89	61
FBtr0091856	2L	21516723	21516873	+	151	481	264	34	44	21	193	40	89	75	56	239	122	168	478	73	39
FBtr0091859	2L	21521566	21521716	+	151	484	274	33	36	25	195	55	78	83	58	263	139	157	500	68	50
FBtr0091862	2L	21526409	21526559	+	151	471	246	39	38	21	218	45	86	69	51	245	151	174	503	81	51
FBtr0091865	2L	21531252	21531402	+	151	451	284	42	28	16	248	51	77	85	50	257	143	142	520	59	49
FBtr0091868	2L	21536296	21536446	+	151	589	316	38	48	32	319	57	96	123	84	404	261	227	717	86	66
FBtr0085896	2L	21573339	21573489	+	151	383	144	35	10	27	198	22	15	20	7	66	28	163	364	20	14
FBtr0340651	2L	21589323	21589473	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301173	2L	21589323	21589473	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305503	2L	21618674	21618824	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085922	2L	21618674	21618824	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100511	2L	21618674	21618824	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085921	2L	21623527	21623677	-	151	154	92	11	13	29	62	21	31	40	51	50	33	92	183	28	5
FBtr0345685	2L	21623980	21624130	-	151	140	46	2	5	10	74	16	20	33	23	50	45	67	148	19	5
FBtr0100293	2L	21629832	21629982	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085919	2L	21629832	21629982	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085897	2L	21632537	21632687	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100324	2L	21632537	21632687	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085899	2L	21658685	21658835	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085900	2L	21658685	21658835	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085917	2L	21670097	21670247	-	151	30	26	11	9	0	27	18	26	23	17	48	29	17	33	32	9
FBtr0100618	2L	21671413	21671563	-	151	47	17	16	16	1	33	9	17	26	17	45	29	22	53	24	14
FBtr0085914	2L	21676127	21676277	-	151	100	34	11	10	5	43	8	26	45	25	49	32	34	86	21	19
FBtr0085915	2L	21677130	21677280	-	151	212	96	10	19	22	136	14	52	43	31	45	28	85	178	26	27
FBtr0085918	2L	21677430	21677580	-	151	310	83	10	9	23	104	11	27	37	27	64	36	93	186	33	21
FBtr0332966	2L	21682016	21682166	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085911	2L	21682016	21682166	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085912	2L	21682064	21682214	-	151	8	7	2	3	2	5	0	11	3	2	15	13	6	18	1	1
FBtr0110959	2L	21684056	21684206	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085902	2L	21684056	21684206	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301617	2L	21753623	21753773	-	151	101	47	5	5	21	89	10	11	12	7	47	29	31	60	27	13
FBtr0332471	2L	21757366	21757516	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085910	2L	21757366	21757516	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085903	2L	21757960	21758110	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085905	2L	21757960	21758110	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085909	2L	21783965	21784115	-	151	120	60	102	83	2	24	103	31	32	26	38	31	21	73	64	29
FBtr0300999	2L	21795347	21795497	-	151	126	51	15	12	8	41	16	14	14	16	63	29	30	72	20	15
FBtr0085906	2L	21828543	21828693	+	151	97	63	86	52	23	50	68	65	14	22	44	18	61	86	56	18
FBtr0085950	2L	21898189	21898339	-	151	37	25	286	292	4	19	410	190	33	32	49	28	60	93	211	108
FBtr0085929	2L	21906239	21906389	+	151	51	24	74	62	4	31	85	26	30	26	47	22	27	54	73	23
FBtr0085949	2L	21915258	21915408	-	151	63	22	9	25	0	25	27	14	32	25	33	23	13	34	57	14
FBtr0343880	2L	21916250	21916400	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085930	2L	21916250	21916400	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0347504	2L	21992833	21992983	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344210	2L	21992833	21992983	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085931	2L	22015140	22015290	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100262	2L	22015140	22015290	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335391	2L	22019158	22019308	+	151	21	15	11	13	5	17	14	31	7	5	23	12	8	23	14	11
FBtr0089377	2L	22019272	22019422	+	151	39	22	31	33	1	21	30	35	13	17	32	15	18	19	50	8
FBtr0332200	2L	22037810	22037960	+	151	31	7	45	17	1	15	21	14	19	16	23	24	11	27	39	13
FBtr0332199	2L	22037949	22038099	+	151	35	19	41	35	0	13	38	20	15	14	19	19	21	32	40	8
FBtr0307507	2L	22043777	22043927	-	151	63	23	50	27	2	21	43	26	35	30	50	31	21	54	42	23
FBtr0085934	2L	22071094	22071244	+	151	23	25	27	19	5	22	37	34	25	23	42	24	25	47	46	12
FBtr0085935	2L	22079582	22079732	+	151	33	14	17	16	1	38	12	19	32	20	49	23	16	39	46	6
FBtr0085946	2L	22104301	22104451	-	151	42	18	33	15	2	29	18	14	28	14	41	22	25	52	37	9
FBtr0344787	2L	22108914	22109064	+	151	66	27	40	14	6	34	45	29	48	41	42	34	28	49	41	24
FBtr0331655	2L	22121288	22121438	+	151	328	123	4	2	51	290	3	12	13	16	33	14	149	369	11	9
FBtr0331657	2L	22121790	22121940	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331656	2L	22121790	22121940	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344022	2L	22130042	22130192	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085941	2L	22130042	22130192	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333742	2L	22131171	22131321	+	151	51	36	4	4	2	87	10	12	11	6	53	28	69	157	9	7
FBtr0303271	2L	22134283	22134433	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333743	2L	22134283	22134433	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303277	2L	22134283	22134433	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303272	2L	22140071	22140221	+	151	335	137	5	13	60	193	28	22	16	24	54	42	104	193	16	8
FBtr0110947	2L	22151573	22151723	+	151	207	75	20	12	16	53	19	20	23	11	53	37	102	216	18	15
FBtr0303276	2L	22153525	22153675	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303274	2L	22153525	22153675	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333744	2L	22153525	22153675	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100407	2L	22169043	22169193	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085964	2L	22169043	22169193	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299879	2L	22175365	22175515	+	151	108	50	20	15	8	46	21	26	36	24	38	24	43	72	20	20
FBtr0334170	2L	22198089	22198239	-	151	21	21	0	10	1	34	8	15	31	19	43	29	15	42	11	8
FBtr0344025	2L	22198453	22198603	-	151	77	56	50	16	2	32	52	43	29	32	50	37	40	63	32	3
FBtr0336971	2L	22214276	22214426	-	151	49	32	19	12	7	40	21	34	36	24	46	47	22	49	26	11
FBtr0299875	2L	22239866	22240016	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334168	2L	22239866	22240016	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0085955	2L	22249826	22249976	+	151	145	56	4	6	7	148	11	16	10	14	59	32	105	336	7	8
FBtr0306235	2L	22308705	22308855	+	151	58	27	8	8	7	24	11	15	21	20	45	23	40	93	12	12
FBtr0085958	2L	22311877	22312027	+	151	48	27	8	5	7	17	8	19	26	16	46	32	39	117	19	8
FBtr0306236	2L	22354305	22354455	+	151	28	19	7	14	3	12	16	36	18	40	54	34	9	39	17	16
FBtr0111132	2L	22536550	22536700	-	151	47	24	4	1	6	23	6	6	2	3	14	7	48	92	7	4
FBtr0332633	2L	22536587	22536737	-	151	8	2	2	0	6	6	6	0	0	0	0	2	1	6	1	1
FBtr0344793	2L	22536784	22536934	-	151	216	89	9	11	13	81	6	18	4	3	40	26	56	121	5	11
FBtr0344794	2L	22537618	22537768	+	151	303	116	16	10	24	75	20	28	27	14	39	38	163	395	12	13
FBtr0302386	2L	22538180	22538330	+	151	327	151	19	11	35	120	16	15	26	13	42	32	175	448	21	15
FBtr0332630	2L	22550014	22550164	+	151	193	89	25	22	18	30	40	27	26	23	33	33	70	154	25	12
FBtr0332631	2L	22550190	22550340	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332632	2L	22550190	22550340	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0111252	2L	22579022	22579172	+	151	286	82	14	9	23	162	15	17	10	13	40	32	123	415	16	16
FBtr0302387	2L	22579700	22579850	+	151	689	184	19	10	48	228	19	22	33	9	44	37	262	541	28	20
FBtr0111230	2L	22756249	22756399	-	151	138	61	11	12	8	47	11	29	27	25	46	18	81	159	25	14
FBtr0111245	2L	22844170	22844320	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306549	2L	22844170	22844320	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0111247	2L	22844170	22844320	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0111249	2L	22844170	22844320	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344082	2L	22924745	22924895	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0111123	2L	22924745	22924895	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0111125	2L	22924745	22924895	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333519	2L	22924745	22924895	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334157	2L	22981766	22981916	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0111126	2L	22981766	22981916	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331165	2L	23025319	23025469	-	151	102	36	7	4	1	34	8	10	25	19	51	30	39	92	23	15
FBtr0331166	2L	23025728	23025878	-	151	100	28	3	2	2	22	3	7	15	12	17	7	22	61	10	4
FBtr0111127	2L	23025815	23025965	-	151	76	27	1	2	3	29	3	7	6	12	19	16	26	70	4	4
FBtr0111241	2L	23068091	23068241	-	151	559	198	56	30	54	159	26	17	16	18	52	20	305	721	16	18
