# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27me3.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27me3.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region813	chr3L	3889249	3890137	.	889	1028	492	1096	182	978	330	129	145	290	265	15	58	34	108	108
Region814	chr3L	3890449	3892044	.	1596	1463	865	1590	270	1496	506	196	219	413	371	29	93	44	148	164
Region815	chr3L	4017352	4018038	.	687	305	763	969	335	280	301	98	130	211	176	11	47	17	109	87
Region816	chr3L	4019004	4019483	.	480	527	761	1315	413	387	796	71	97	200	173	14	34	13	56	52
Region817	chr3L	4148519	4149014	.	496	633	413	600	182	523	492	71	97	213	192	9	31	21	63	61
Region818	chr3L	4150146	4150593	.	448	722	398	515	134	614	398	64	110	198	181	11	31	13	67	55
Region819	chr3L	4151136	4154245	.	3110	4895	2597	3635	1062	4206	2452	439	603	1116	1000	46	230	129	334	338
Region820	chr3L	4154955	4159192	.	4238	6381	6039	5031	2562	8411	4824	548	766	1359	913	58	233	130	425	404
Region821	chr3L	4159516	4161035	.	1520	3703	2857	2793	1337	3542	2213	211	366	543	452	36	101	63	183	189
Region822	chr3L	4161735	4164814	.	3080	6102	2746	4361	1307	6568	3387	401	473	1446	1132	63	220	108	402	370
Region823	chr3L	4642522	4643292	.	771	439	791	225	397	400	426	90	112	252	181	13	39	27	45	77
Region824	chr3L	4644320	4645553	.	1234	1026	1402	617	599	838	885	184	216	289	284	18	63	36	128	86
Region825	chr3L	4646250	4647105	.	856	1435	1149	469	609	1209	1055	103	136	315	235	17	65	31	97	98
Region826	chr3L	4693562	4694703	.	1142	289	1359	399	743	239	538	163	211	408	359	10	60	33	118	136
Region827	chr3L	4977027	4978311	.	1285	1156	1771	778	794	1057	688	167	255	280	253	14	70	36	127	113
Region828	chr3L	4979325	4979810	.	486	585	488	388	276	536	402	74	99	215	179	11	16	9	55	53
Region829	chr3L	4980088	4980712	.	625	849	641	470	311	698	390	87	107	270	234	16	32	28	57	65
Region830	chr3L	4980934	4981351	.	418	431	455	294	210	440	243	58	63	136	123	10	21	18	33	50
Region831	chr3L	5842259	5843965	.	1707	1699	1672	2630	709	2165	1228	196	286	852	611	41	96	70	212	215
Region832	chr3L	5844445	5845317	.	873	947	785	1115	281	782	418	112	186	263	324	20	44	41	142	85
Region833	chr3L	5846160	5847761	.	1602	1424	2072	2682	750	1358	978	205	322	448	414	33	101	58	226	155
Region834	chr3L	5849448	5849872	.	425	325	492	554	211	289	191	60	88	137	144	11	23	18	46	52
Region835	chr3L	5850301	5851133	.	833	693	860	935	325	896	371	107	148	248	215	19	51	26	95	102
Region836	chr3L	5851952	5852597	.	646	804	700	954	269	701	349	99	114	273	295	8	52	23	84	70
Region837	chr3L	5853048	5855714	.	2667	2445	3309	2791	1608	2462	1447	290	428	819	725	37	142	101	250	265
Region838	chr3L	5862432	5863025	.	594	657	559	570	232	635	251	108	87	253	221	14	34	20	51	60
Region839	chr3L	5879350	5881415	.	2066	3642	3088	3315	1401	3003	2030	235	391	529	613	36	137	85	240	217
Region840	chr3L	5882375	5883832	.	1458	3231	1769	3128	787	3108	1893	224	244	694	542	24	88	59	168	186
Region841	chr3L	5884790	5885298	.	509	584	325	628	131	514	340	62	89	220	188	11	29	25	65	71
Region842	chr3L	6765538	6766911	.	1374	1384	1967	1202	1036	1071	1211	177	291	388	317	24	77	53	183	159
Region843	chr3L	6767759	6769672	.	1914	2352	2831	1534	1351	1919	1590	279	397	445	386	37	104	65	242	181
Region844	chr3L	6770042	6771573	.	1532	1795	2035	1439	991	1674	1141	201	327	545	455	24	99	50	175	191
Region845	chr3L	6772028	6772347	.	320	480	387	333	193	287	262	45	69	122	108	3	24	16	43	43
Region846	chr3L	6772896	6773557	.	662	527	692	587	328	433	328	103	117	205	177	5	45	23	95	60
Region847	chr3L	6774192	6774799	.	608	678	652	654	294	713	318	89	144	220	171	12	39	21	66	62
Region848	chr3L	6775451	6776385	.	935	972	1013	899	402	845	425	132	175	255	236	19	62	40	107	110
Region849	chr3L	6783406	6784368	.	963	798	775	1096	256	912	404	131	166	244	233	16	51	27	114	96
Region850	chr3L	6785781	6789111	.	3331	4714	5679	7508	2368	4829	3497	430	674	766	753	46	220	109	395	325
Region851	chr3L	6789443	6789782	.	340	539	525	1024	204	465	428	54	99	138	109	4	29	15	53	34
Region852	chr3L	6790402	6793125	.	2724	3909	3934	5679	2331	7139	5497	282	370	1589	748	36	148	98	258	270
Region853	chr3L	6795052	6795392	.	341	444	417	679	145	378	245	52	82	101	81	4	19	13	59	45
Region854	chr3L	6797018	6797499	.	482	616	529	930	213	575	406	53	81	146	154	8	29	18	77	45
Region855	chr3L	6798973	6799355	.	383	431	384	523	112	374	245	77	76	110	113	3	18	9	35	34
Region856	chr3L	6800232	6800583	.	352	513	348	562	165	404	262	39	70	158	165	4	24	18	47	43
Region857	chr3L	6801353	6801855	.	503	569	447	565	229	460	251	78	89	189	160	6	30	11	44	59
Region858	chr3L	6814440	6815407	.	968	777	1066	741	530	641	499	137	177	274	263	8	62	30	109	106
Region859	chr3L	6815619	6817205	.	1587	1496	1930	1209	938	1160	905	195	279	393	403	37	100	56	204	140
Region860	chr3L	6817417	6818104	.	688	552	840	576	355	470	442	84	131	197	171	2	40	26	98	61
Region861	chr3L	6818610	6820565	.	1956	2601	3079	2182	1835	1942	2233	227	297	552	497	17	99	67	242	215
Region862	chr3L	6821768	6824893	.	3126	2098	3794	1534	1791	1591	1319	342	583	741	696	68	155	100	372	284
Region863	chr3L	6826038	6826986	.	949	511	965	520	503	532	457	135	186	225	215	20	56	30	96	85
Region864	chr3L	6828569	6829025	.	457	543	523	295	263	355	169	65	92	218	198	13	26	19	77	64
Region865	chr3L	6829633	6830144	.	512	433	514	384	240	392	287	55	94	179	138	9	37	12	63	53
Region866	chr3L	6899426	6899905	.	480	540	317	930	115	476	285	63	82	130	155	1	24	19	46	40
Region867	chr3L	6900331	6900787	.	457	670	376	1090	136	583	331	41	89	141	108	3	26	21	59	48
Region868	chr3L	6901012	6904083	.	3072	5446	4300	8075	1768	4979	3643	370	548	812	741	62	196	90	301	325
Region869	chr3L	6904682	6906857	.	2176	3666	3731	6273	1697	3468	3145	260	402	626	475	36	131	50	230	208
Region870	chr3L	6907804	6908534	.	731	864	545	1398	247	689	383	105	144	249	240	7	58	18	89	82
Region871	chr3L	6909437	6909928	.	492	651	361	1007	117	620	313	71	95	182	172	5	40	28	68	58
Region872	chr3L	6912206	6913538	.	1333	1860	733	1925	328	1595	695	144	224	540	550	19	74	46	163	137
Region873	chr3L	6985387	6986429	.	1043	1063	472	2120	169	1229	757	132	173	328	259	13	64	34	165	108
Region874	chr3L	6986657	6988149	.	1493	1724	702	3159	197	1593	993	208	299	332	329	15	97	42	198	150
Region875	chr3L	6989656	6990065	.	410	631	234	1123	94	592	309	68	70	147	114	6	20	15	46	45
Region876	chr3L	6990342	6993051	.	2710	3263	1174	5712	468	3704	1748	300	386	822	707	29	134	69	267	246
Region877	chr3L	7367580	7367899	.	320	55	483	39	253	29	92	62	109	234	249	6	31	10	58	66
Region878	chr3L	7940655	7941140	.	486	566	421	592	159	542	275	81	113	149	160	7	35	13	65	61
Region879	chr3L	7942121	7942447	.	327	349	380	394	132	429	241	40	68	90	73	3	26	13	48	38
Region880	chr3L	7943061	7943809	.	749	943	777	1177	252	782	442	124	168	172	233	16	48	39	116	94
Region881	chr3L	7944239	7947967	.	3729	7835	6364	7912	2696	6651	4619	502	780	990	895	61	217	140	455	400
Region882	chr3L	7948197	7951207	.	3011	6989	5077	7446	2561	8480	5577	362	540	1212	861	53	143	92	325	302
Region883	chr3L	7954250	7954656	.	407	493	385	612	175	477	197	68	88	119	128	4	30	26	57	32
Region884	chr3L	7957303	7957719	.	417	435	369	549	137	427	162	56	91	116	100	5	27	21	74	46
Region885	chr3L	7959632	7960701	.	1070	995	958	1304	386	1007	368	129	199	282	242	12	64	57	127	103
Region886	chr3L	8144150	8144698	.	549	77	522	61	271	76	140	78	108	320	210	11	28	23	70	52
Region887	chr3L	8654722	8655301	.	580	786	579	435	305	672	494	90	131	238	209	9	32	19	94	66
Region888	chr3L	8655586	8656302	.	717	880	721	571	351	719	566	109	142	236	214	19	50	37	116	83
Region889	chr3L	8662504	8663599	.	1096	1124	1296	833	629	948	1115	144	220	354	324	30	83	49	161	104
Region890	chr3L	8663902	8666042	.	2141	2493	2319	1766	1143	1888	2357	276	470	642	522	38	154	77	277	253
Region891	chr3L	8666619	8669605	.	2987	3663	3251	2275	1674	2837	3105	336	534	954	763	67	211	107	344	331
Region892	chr3L	8671400	8675292	.	3893	4274	5020	2983	2606	3435	3816	515	734	1097	922	46	262	154	446	401
Region893	chr3L	8676176	8677342	.	1167	635	1213	461	697	601	717	171	235	477	300	38	71	29	182	157
Region894	chr3L	8677671	8678686	.	1016	415	893	259	527	930	773	141	182	576	243	25	63	46	122	136
Region895	chr3L	8999247	9030466	.	31220	35144	77798	102322	45167	32547	94863	3990	6005	11237	9072	515	1985	1076	4039	3577
Region896	chr3L	9030699	9041168	.	10470	13490	28102	35434	16149	12488	33044	1329	1959	3230	2680	210	680	376	1194	1115
Region897	chr3L	9041428	9046601	.	5174	3414	11300	15459	6219	3217	11616	721	1144	1862	1405	118	364	181	688	613
Region898	chr3L	9780444	9783745	.	3302	5788	2555	3082	1431	3998	6769	484	520	1104	1144	56	199	123	407	385
Region899	chr3L	9784562	9785438	.	877	1156	714	556	366	689	868	112	144	245	270	17	46	42	110	100
Region900	chr3L	10226710	10227770	.	1061	1655	1869	2052	952	1633	1605	156	222	291	216	13	63	38	124	106
Region901	chr3L	10228018	10229445	.	1428	1403	1522	1930	660	1415	1186	167	260	435	328	31	82	50	179	141
Region902	chr3L	10230754	10231230	.	477	478	534	751	191	434	322	74	121	115	142	7	19	13	60	45
Region903	chr3L	10232326	10232883	.	558	640	599	872	221	580	448	88	101	205	188	8	25	21	55	61
Region904	chr3L	10240355	10240737	.	383	395	403	546	170	393	354	63	56	134	74	2	23	17	63	31
Region905	chr3L	10242916	10243383	.	468	448	333	626	113	471	428	74	95	111	115	10	26	14	55	37
Region906	chr3L	10245258	10245939	.	682	848	616	1235	236	743	611	96	157	168	160	11	28	27	94	68
Region907	chr3L	10286205	10289362	.	3158	3756	4353	5880	1963	3552	2803	375	691	806	772	69	185	101	348	309
Region908	chr3L	10290083	10295105	.	5023	6913	8484	9352	4012	6181	5441	652	937	1361	1227	109	298	165	527	513
Region909	chr3L	10295340	10296386	.	1047	856	1419	1401	623	833	741	136	231	221	215	14	61	15	123	93
Region910	chr3L	10297421	10298134	.	714	455	820	765	335	443	345	99	160	164	144	31	43	29	77	72
Region911	chr3L	10299154	10300028	.	875	983	911	1222	439	840	603	111	164	306	268	14	53	31	96	94
Region912	chr3L	10302292	10302619	.	328	406	481	564	184	283	252	52	74	135	111	3	24	14	55	42
Region913	chr3L	10304394	10304841	.	448	309	506	487	186	340	282	53	104	128	118	14	32	16	70	41
Region914	chr3L	10305385	10306291	.	907	738	1169	1086	507	757	602	114	167	243	194	16	46	29	113	73
Region915	chr3L	10308816	10309163	.	348	230	501	414	233	223	187	52	67	75	68	18	20	12	50	28
Region916	chr3L	10309790	10310357	.	568	404	637	600	238	448	326	67	105	157	109	4	35	18	69	63
Region917	chr3L	10311505	10312103	.	599	576	726	819	312	539	450	85	120	203	179	17	53	24	106	68
Region918	chr3L	10323295	10323881	.	587	585	544	1179	213	570	426	73	129	157	148	6	57	18	83	63
Region919	chr3L	10326404	10327470	.	1067	1407	1009	2547	453	1204	1123	130	209	313	305	4	78	36	138	102
Region920	chr3L	10967599	10968076	.	478	576	407	301	169	511	213	63	101	213	150	6	39	20	63	78
Region921	chr3L	11005890	11008870	.	2981	4784	4324	7919	1795	3872	4164	391	644	945	923	66	206	113	430	346
Region922	chr3L	11009376	11009961	.	586	1244	1490	1328	807	1230	1164	65	143	163	115	12	36	21	70	75
Region923	chr3L	11010915	11014268	.	3354	7059	5539	9292	2432	6872	5687	435	617	818	796	53	202	96	359	302
Region924	chr3L	11014731	11017786	.	3056	4193	3384	5869	1324	4188	2928	400	553	759	720	67	182	98	369	300
Region925	chr3L	11018056	11018505	.	450	516	317	719	75	675	292	68	105	154	117	23	27	18	54	63
Region926	chr3L	11019493	11020251	.	759	883	400	1005	133	746	263	105	145	289	268	14	52	30	113	111
Region927	chr3L	11022230	11022921	.	692	880	347	808	131	749	218	106	140	263	255	11	37	25	90	93
Region928	chr3L	11693207	11694599	.	1393	103	3743	71	1258	70	190	218	353	483	411	44	98	48	206	131
Region929	chr3L	11920468	11934651	.	14184	31403	27260	16876	14290	27935	21150	1803	2711	4599	3737	238	887	476	1678	1500
Region930	chr3L	11935047	11935827	.	781	933	866	401	437	1294	570	111	124	383	249	15	51	40	87	91
Region931	chr3L	11936262	11936750	.	489	510	493	243	207	509	247	71	96	158	123	13	25	19	63	54
Region932	chr3L	12322583	12323204	.	622	721	524	1044	254	650	433	86	119	218	184	12	25	26	87	68
Region933	chr3L	12325454	12327958	.	2505	4360	3960	6258	2009	4042	3737	281	428	711	653	66	137	99	289	239
Region934	chr3L	12328269	12328786	.	518	1154	975	1303	449	1057	1053	71	120	156	148	15	26	16	48	56
Region935	chr3L	12329097	12330641	.	1545	3000	2295	3685	1239	3183	3213	161	264	618	493	19	78	49	177	163
Region936	chr3L	12330879	12331255	.	377	492	335	692	119	351	219	68	80	94	144	8	20	11	46	42
Region937	chr3L	12331591	12332055	.	465	451	354	810	145	491	390	53	62	164	168	4	26	15	49	52
Region938	chr3L	12419338	12419838	.	501	572	338	569	134	565	220	56	102	169	156	8	41	22	46	56
Region939	chr3L	12420070	12421222	.	1153	1475	729	1456	283	1483	633	167	155	510	364	26	66	56	150	135
Region940	chr3L	12422832	12423888	.	1057	1346	669	1425	262	1334	628	140	134	479	371	17	54	35	100	124
Region941	chr3L	12424965	12425390	.	426	486	331	608	98	512	213	61	85	164	128	9	23	24	61	47
Region942	chr3L	12427143	12427697	.	555	1029	441	1081	159	1027	468	79	94	290	216	7	34	14	53	65
Region943	chr3L	12428037	12429109	.	1073	1819	955	2261	413	1861	964	148	182	368	346	22	76	32	110	99
Region944	chr3L	12429407	12430067	.	661	905	565	1253	217	924	508	86	124	179	167	10	36	41	81	88
Region945	chr3L	12430346	12431400	.	1055	1855	1116	2601	424	1696	1064	137	180	267	301	21	65	33	123	124
Region946	chr3L	12431948	12441813	.	9866	18204	15631	23746	7205	17860	13127	1193	1776	2878	2350	173	564	321	1053	923
Region947	chr3L	12442025	12442660	.	636	742	648	1220	261	626	367	81	92	234	224	5	25	27	66	67
Region948	chr3L	12443047	12443751	.	705	741	510	1054	185	586	401	90	122	235	203	15	41	29	96	89
Region949	chr3L	12445361	12446824	.	1464	1659	1446	2418	573	1640	1052	199	240	496	349	17	82	52	173	135
Region950	chr3L	12447030	12447611	.	582	883	608	999	231	720	369	70	99	172	193	6	42	24	81	59
Region951	chr3L	12447848	12448878	.	1031	1438	1236	1948	563	1468	865	128	192	352	306	10	72	25	124	100
Region952	chr3L	12449119	12449872	.	754	996	1015	1360	391	1023	746	118	136	239	228	9	35	28	81	71
Region953	chr3L	12450160	12453597	.	3438	3435	4071	4540	1718	3032	1998	457	628	806	898	75	221	89	396	345
Region954	chr3L	12453936	12456184	.	2249	2830	2403	3579	954	2474	1576	260	372	771	692	34	140	79	275	220
Region955	chr3L	12457814	12458387	.	574	629	604	936	211	555	402	87	103	208	157	10	32	24	68	64
Region956	chr3L	12460447	12460842	.	396	493	380	722	122	427	229	44	70	110	115	8	18	17	58	53
Region957	chr3L	12461059	12462095	.	1037	971	851	1533	335	960	581	145	213	266	237	14	57	34	129	102
Region958	chr3L	12463023	12466946	.	3924	5356	4381	7742	1807	7290	4582	516	615	1446	892	53	232	142	334	369
Region959	chr3L	12467325	12468050	.	726	1450	897	2409	330	1191	882	87	161	240	196	4	49	16	92	85
Region960	chr3L	12468392	12470946	.	2555	5668	2653	7658	940	4847	3101	352	499	732	747	55	167	86	269	261
Region961	chr3L	12551953	12552306	.	354	406	194	507	67	396	154	50	69	129	168	2	14	22	47	52
Region962	chr3L	12564270	12565104	.	835	916	482	929	233	897	382	107	154	250	240	7	53	30	121	104
Region963	chr3L	12567356	12567959	.	604	911	404	1074	220	758	391	73	99	252	215	13	50	24	86	63
Region964	chr3L	12574196	12576148	.	1953	3563	1295	4597	556	3142	1110	210	301	697	626	34	116	72	264	218
Region965	chr3L	12576841	12577860	.	1020	1172	597	1842	194	1343	435	123	194	286	254	18	59	35	134	96
Region966	chr3L	12578341	12584702	.	6362	13438	7478	15867	2969	12039	5162	814	1172	1877	1657	120	353	192	687	621
Region967	chr3L	12585701	12586350	.	650	527	677	743	298	1910	748	73	100	378	96	7	47	21	72	66
Region968	chr3L	12586563	12587222	.	660	1116	528	1387	186	946	367	105	132	200	205	21	49	20	110	65
Region969	chr3L	12587648	12588512	.	865	1006	570	1308	197	927	340	121	169	228	207	10	50	37	97	110
Region970	chr3L	12589330	12589679	.	350	543	356	635	127	484	177	54	87	72	65	5	22	15	49	36
Region971	chr3L	12591698	12592690	.	993	1475	598	1513	217	1284	377	121	190	278	280	21	62	29	131	102
Region972	chr3L	12593157	12593894	.	738	940	454	1250	165	951	318	87	122	222	215	13	39	18	92	56
Region973	chr3L	12594121	12595807	.	1687	3549	1387	3807	600	3618	1213	218	281	765	622	33	112	66	195	210
Region974	chr3L	12597396	12597992	.	597	727	401	1303	158	632	270	97	125	201	205	10	45	32	92	65
Region975	chr3L	12599073	12599887	.	815	1419	598	1962	191	1178	492	103	153	301	236	6	43	32	111	103
Region976	chr3L	12601860	12602959	.	1100	1435	814	2322	277	1438	648	132	203	335	291	12	48	36	133	94
Region977	chr3L	12603189	12603812	.	624	846	468	1346	113	765	286	105	127	194	209	13	40	24	98	66
Region978	chr3L	12604144	12608810	.	4667	9418	5623	12306	1994	8103	3437	581	902	1301	1293	70	269	150	578	464
Region979	chr3L	12609652	12610863	.	1212	2315	2084	3981	840	2436	2103	164	252	468	357	25	88	45	155	132
Region980	chr3L	12611364	12613043	.	1680	2401	2268	3842	859	2410	1285	218	304	329	313	34	81	46	199	165
Region981	chr3L	12613330	12614457	.	1128	2157	991	3326	371	1889	792	145	202	417	417	22	84	38	178	153
Region982	chr3L	12617226	12617655	.	430	601	448	1073	191	627	319	75	64	215	169	2	25	17	43	55
Region983	chr3L	12618059	12619086	.	1028	1273	681	1730	210	1260	511	122	169	370	317	11	56	32	97	98
Region984	chr3L	12619516	12621235	.	1720	1835	902	2393	345	2214	811	212	232	725	570	22	82	45	144	189
Region985	chr3L	12622904	12623405	.	502	595	401	908	136	536	195	68	90	110	129	11	27	21	63	64
Region986	chr3L	12623930	12624360	.	431	469	403	742	160	528	212	38	69	109	93	8	32	13	48	43
Region987	chr3L	12624897	12626087	.	1191	1818	964	2733	308	1610	581	136	223	425	373	30	62	44	172	136
Region988	chr3L	12626370	12627043	.	674	894	503	1282	155	989	334	91	114	243	157	16	42	23	64	67
Region989	chr3L	12634286	12635005	.	720	974	418	1276	155	709	281	97	123	320	322	18	47	28	99	75
Region990	chr3L	12637211	12637663	.	453	531	351	708	132	514	206	79	92	147	135	8	27	26	39	46
Region991	chr3L	12637940	12638512	.	573	642	368	965	137	606	286	81	85	235	219	2	40	22	67	60
Region992	chr3L	12642128	12642487	.	360	540	335	712	136	440	149	60	67	160	181	4	24	15	63	27
Region993	chr3L	12643166	12643860	.	695	664	599	1182	301	638	408	89	137	237	201	11	42	20	87	62
Region994	chr3L	12647353	12648002	.	650	651	833	1255	383	575	361	73	118	272	213	6	47	16	104	72
Region995	chr3L	12648485	12648776	.	292	210	519	431	198	153	138	51	72	85	90	8	20	10	45	26
Region996	chr3L	12649438	12653198	.	3761	4311	8001	9566	3995	3743	4760	457	715	1105	1033	72	236	125	465	404
Region997	chr3L	12653448	12660081	.	6634	11210	12699	18144	5677	9476	8610	819	1319	1826	1703	119	332	217	847	690
Region998	chr3L	12660323	12661804	.	1482	2156	1707	3452	697	1898	1149	211	277	515	484	18	101	58	189	171
Region999	chr3L	12662463	12664251	.	1789	1821	1758	3331	616	1771	1070	204	305	528	484	31	107	70	233	208
Region1000	chr3L	12669200	12670806	.	1607	2195	1614	2929	623	1922	884	212	318	537	494	28	92	60	212	182
Region1001	chr3L	12671132	12671795	.	664	1092	660	1372	232	812	429	82	132	267	303	12	40	21	87	85
Region1002	chr3L	12672050	12673000	.	951	1159	945	1947	293	1084	496	142	169	373	359	18	55	39	157	106
Region1003	chr3L	12674036	12675156	.	1121	1176	1213	1636	479	934	658	134	220	374	340	20	66	41	171	140
Region1004	chr3L	12675751	12677050	.	1300	1334	1447	1821	532	1081	601	192	253	380	394	38	61	45	168	141
Region1005	chr3L	12677366	12680987	.	3622	4580	4452	5883	1869	4022	2001	454	723	992	1007	67	209	118	456	346
Region1006	chr3L	12681191	12681882	.	692	956	978	1285	427	803	468	86	153	208	210	23	51	19	104	78
Region1007	chr3L	12682161	12685198	.	3038	4292	3918	6152	1490	3840	1855	412	593	757	807	62	186	98	416	328
Region1008	chr3L	12685405	12692831	.	7427	13560	16656	20188	8645	12344	12176	937	1379	2105	2040	131	420	279	898	751
Region1009	chr3L	12693692	12696222	.	2531	2743	3847	5647	1510	2377	2005	322	515	790	796	50	156	76	399	302
Region1010	chr3L	12696446	12697941	.	1496	1135	1726	2276	790	1482	996	177	303	581	362	27	71	48	200	154
Region1011	chr3L	12701855	12702343	.	489	513	471	873	206	508	277	75	101	213	181	15	24	15	74	51
Region1012	chr3L	13076067	13076582	.	516	541	580	333	302	319	410	69	129	176	178	12	38	11	81	72
Region1013	chr3L	13078663	13081138	.	2476	2961	2565	1521	1228	1842	1839	329	472	958	832	34	174	118	415	323
Region1014	chr3L	13115156	13116032	.	877	390	831	519	450	304	296	117	184	456	414	14	78	37	174	140
Region1015	chr3L	13379228	13379666	.	439	70	478	39	250	29	75	62	86	200	181	8	36	22	135	64
Region1016	chr3L	13393295	13396048	.	2754	3151	3396	1916	1458	2876	1334	354	528	984	775	37	159	93	335	291
Region1017	chr3L	13396384	13401963	.	5580	10126	9981	7245	4847	9261	4550	721	1030	2144	1834	107	365	220	742	628
Region1018	chr3L	13402225	13403280	.	1056	4465	3736	3384	2447	3683	3500	114	190	331	270	12	63	23	122	111
Region1019	chr3L	13403796	13408320	.	4525	13381	13500	9714	8144	11700	8754	600	915	1339	1160	95	281	139	526	451
Region1020	chr3L	14115106	14116454	.	1349	1370	878	1952	288	1468	644	200	273	487	410	20	84	37	175	156
Region1021	chr3L	14116728	14117281	.	554	428	327	648	81	544	233	88	125	122	131	17	28	19	73	54
Region1022	chr3L	14117662	14120897	.	3236	4317	2024	5015	674	4118	1670	413	598	887	914	52	217	143	412	352
Region1023	chr3L	14121324	14122536	.	1213	1265	769	1672	247	1322	566	184	242	334	318	33	83	49	161	126
Region1024	chr3L	14122906	14127508	.	4603	5568	3069	6228	1223	7329	2740	576	816	1477	1099	96	284	199	503	476
Region1025	chr3L	14127965	14131596	.	3632	6446	3432	7368	1239	6359	2928	501	740	862	856	63	201	125	408	401
Region1026	chr3L	14131919	14142962	.	11044	26879	12012	22452	5124	22493	10298	1428	2201	2937	2925	230	687	405	1406	1163
Region1027	chr3L	14143268	14150268	.	7001	14328	6562	9305	2892	12208	5606	944	1544	1692	1612	123	409	242	864	779
Region1028	chr3L	14151118	14157617	.	6500	12979	5369	9314	2708	10206	5137	891	1435	1964	1865	154	421	283	977	785
Region1029	chr3L	14157923	14159390	.	1468	2390	1658	2076	667	2060	1154	208	309	357	332	45	90	64	206	159
Region1030	chr3L	14159653	14161525	.	1873	2376	1707	2201	753	2150	1018	239	422	416	451	45	97	68	204	179
Region1031	chr3L	14161732	14163054	.	1323	1690	1078	1678	399	1428	623	184	276	304	319	13	88	46	176	152
Region1032	chr3L	14164376	14164741	.	366	499	328	622	129	447	199	51	94	89	96	12	23	15	65	43
Region1033	chr3L	14165205	14167162	.	1958	2369	1349	3001	498	2261	987	264	403	512	517	32	134	70	222	210
Region1034	chr3L	14167423	14168342	.	920	992	742	1207	350	1066	556	133	182	262	219	12	57	30	123	119
Region1035	chr3L	14168684	14169690	.	1007	1605	839	1844	348	1417	697	150	192	311	305	23	76	32	163	129
