# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27ac.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27ac.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region1197	chr2R	7395473	7395934	.	462	256	857	78	442	655	413	79	89	266	201	16	27	30	84	70
Region1198	chr2R	7406836	7407839	.	1004	587	2185	185	789	1418	893	121	229	420	425	22	79	44	228	109
Region1199	chr2R	7440715	7441119	.	405	325	908	99	268	522	411	76	96	240	274	14	35	22	90	67
Region1200	chr2R	7445355	7446639	.	1285	802	1815	125	582	1142	777	191	298	490	433	33	93	45	184	155
Region1201	chr2R	7447561	7448034	.	474	216	825	48	346	650	371	72	107	269	165	19	36	25	106	77
Region1202	chr2R	7462625	7463118	.	494	326	974	89	315	464	433	69	104	286	219	7	39	19	77	49
Region1203	chr2R	7463500	7463976	.	477	345	1055	106	444	786	420	78	105	296	227	7	51	27	103	72
Region1204	chr2R	7466264	7466710	.	447	305	946	123	379	710	446	77	85	240	157	18	36	20	77	74
Region1205	chr2R	7484213	7486337	.	2125	1615	3777	724	2547	4198	1842	305	513	1342	1138	52	178	107	534	300
Region1206	chr2R	7486613	7490542	.	3930	4571	10410	2164	5597	11745	5249	508	990	1429	1424	111	305	181	752	511
Region1207	chr2R	7490852	7493502	.	2651	935	6771	415	3918	5914	3150	336	585	1503	1201	65	227	165	461	381
Region1208	chr2R	7495637	7496243	.	607	299	999	75	391	500	488	87	117	524	214	10	41	35	100	91
Region1209	chr2R	7499080	7500620	.	1541	1200	3893	373	944	1731	1639	221	340	620	470	40	118	72	259	206
Region1210	chr2R	7509728	7510179	.	452	222	832	53	292	419	348	72	118	234	153	2	35	26	83	54
Region1211	chr2R	7512348	7512787	.	440	206	829	49	252	414	394	79	107	251	224	4	30	24	120	57
Region1212	chr2R	7515803	7516375	.	573	459	1549	115	522	916	660	108	128	303	300	10	44	38	137	75
Region1213	chr2R	7518517	7518963	.	447	251	817	64	319	661	371	85	107	179	183	9	34	24	95	75
Region1214	chr2R	7519294	7519698	.	405	173	709	44	330	465	298	59	84	202	188	8	42	15	80	56
Region1215	chr2R	7524927	7525714	.	788	611	2415	195	474	707	1072	119	165	470	388	17	61	33	133	111
Region1216	chr2R	7530071	7530613	.	543	368	479	161	461	1087	325	84	131	199	199	16	37	31	104	72
Region1217	chr2R	7533554	7534220	.	667	568	1230	222	844	1338	594	96	136	365	412	17	53	33	137	99
Region1218	chr2R	7539292	7539633	.	342	123	465	51	173	319	240	68	81	145	158	6	29	15	77	38
Region1219	chr2R	7565234	7566682	.	1449	686	2047	191	791	1308	899	191	287	667	546	33	88	48	192	175
Region1220	chr2R	7589463	7591153	.	1691	1875	4054	488	1417	2428	1479	232	373	848	651	40	128	68	325	215
Region1221	chr2R	7598203	7600741	.	2539	3941	1668	1137	669	1030	654	314	443	795	760	63	165	113	345	258
Region1222	chr2R	7653481	7653914	.	434	281	761	86	271	486	358	70	97	265	205	18	36	19	84	62
Region1223	chr2R	7655406	7655717	.	312	158	484	34	159	210	248	50	80	169	159	5	19	9	57	42
Region1224	chr2R	7668555	7669018	.	464	321	1129	69	397	651	476	57	109	326	261	18	53	22	80	72
Region1225	chr2R	7673972	7674921	.	950	631	1628	180	695	1618	701	149	195	414	352	30	65	45	186	100
Region1226	chr2R	7675867	7676347	.	481	298	968	97	360	587	417	70	108	258	165	18	30	24	92	72
Region1227	chr2R	7698422	7698857	.	436	333	896	105	375	785	374	63	110	152	124	12	33	21	73	55
Region1228	chr2R	7699066	7699920	.	855	456	1363	89	542	1007	548	121	204	315	288	18	71	43	142	108
Region1229	chr2R	7793641	7794043	.	403	187	740	42	206	315	339	48	108	159	168	7	33	19	79	38
Region1230	chr2R	7805469	7807081	.	1613	1507	2721	605	1650	3755	1197	200	346	531	599	44	113	77	310	193
Region1231	chr2R	7811617	7812242	.	626	378	1062	70	352	675	416	116	147	345	273	10	35	30	90	87
Region1232	chr2R	7812592	7813051	.	460	288	693	84	363	509	325	74	119	256	248	10	28	19	89	78
Region1233	chr2R	7823095	7823533	.	439	278	735	49	485	660	310	74	91	250	213	15	36	27	92	48
Region1234	chr2R	7824759	7826085	.	1327	987	2181	237	724	1579	879	172	285	510	611	44	102	73	305	159
Region1235	chr2R	7828989	7829449	.	461	326	624	61	169	331	254	37	57	158	237	15	35	25	68	40
Region1236	chr2R	7832155	7832613	.	459	266	581	41	182	342	284	36	60	128	269	7	15	20	81	37
Region1237	chr2R	7915935	7917641	.	1707	965	3830	244	902	2285	1376	261	356	564	539	28	120	89	279	193
Region1238	chr2R	7924506	7924938	.	433	215	877	59	224	475	389	79	109	156	129	20	34	10	93	53
Region1239	chr2R	7930546	7931053	.	508	294	867	91	281	667	407	75	116	159	145	21	31	22	84	48
Region1240	chr2R	7932005	7932927	.	923	585	1648	159	542	907	675	140	185	362	368	25	79	51	188	122
Region1241	chr2R	7938607	7939072	.	466	182	875	51	261	452	396	69	93	274	215	11	33	21	74	59
Region1242	chr2R	7955331	7955938	.	608	362	962	106	438	988	421	97	176	236	218	7	40	32	133	85
Region1243	chr2R	7956171	7956612	.	442	317	674	79	252	696	350	63	116	140	170	8	43	13	76	55
Region1244	chr2R	7958434	7960057	.	1624	1772	2664	552	1862	3394	1175	233	360	782	718	35	136	96	342	258
Region1245	chr2R	7960271	7963683	.	3413	6529	10348	2301	6059	12377	4137	470	783	1697	1374	79	280	176	590	458
Region1246	chr2R	7972590	7973086	.	497	311	901	70	414	568	424	72	108	355	294	13	33	32	103	78
Region1247	chr2R	7989451	7990431	.	981	519	1570	131	546	1030	735	128	204	460	424	17	82	55	176	151
Region1248	chr2R	8067283	8069659	.	2377	1960	6659	670	1973	4646	2848	318	578	936	925	39	184	97	482	332
Region1249	chr2R	8079476	8080034	.	559	397	1298	106	578	1030	560	93	146	390	345	15	44	22	125	104
Region1250	chr2R	8081770	8082202	.	433	146	591	58	160	355	304	89	111	152	162	17	33	25	84	70
Region1251	chr2R	8082782	8084124	.	1343	988	2519	309	962	1991	1177	201	337	451	472	35	84	59	191	163
Region1252	chr2R	8097856	8099177	.	1322	949	2170	254	1008	2439	954	184	326	482	492	42	99	66	233	187
Region1253	chr2R	8105797	8106947	.	1151	1044	2788	293	1030	2535	1179	172	264	510	470	35	95	52	255	151
Region1254	chr2R	8121118	8123630	.	2513	1844	6355	630	2681	4933	2555	345	622	1176	1043	56	194	99	477	333
Region1255	chr2R	8126637	8132383	.	5747	4521	13869	1391	6055	11874	5658	824	1254	2587	2332	144	515	273	1036	756
Region1256	chr2R	8155689	8156567	.	879	436	1478	139	701	1310	707	121	166	391	359	11	62	35	154	116
Region1257	chr2R	8163101	8165351	.	2251	1888	4800	407	1606	3288	2004	303	506	1028	847	67	159	97	345	314
Region1258	chr2R	8170238	8170843	.	606	399	1467	101	352	561	638	91	144	331	316	10	45	32	121	73
Region1259	chr2R	8173228	8173514	.	287	59	512	35	89	239	232	57	99	95	105	10	19	12	56	36
Region1260	chr2R	8174178	8175056	.	879	359	1312	194	486	1160	653	111	195	439	379	25	75	45	192	121
Region1261	chr2R	8231792	8232126	.	335	216	574	82	227	629	272	65	104	88	95	13	35	15	52	45
Region1262	chr2R	8236944	8237687	.	744	666	876	265	677	1463	464	96	186	294	307	18	69	25	184	87
Region1263	chr2R	8237895	8238604	.	710	398	1786	226	587	1028	778	106	148	467	198	4	44	42	111	85
Region1264	chr2R	8421011	8421411	.	401	109	737	37	193	321	282	68	112	165	166	20	29	23	67	54
Region1265	chr2R	8599360	8599953	.	594	465	1421	130	505	898	617	91	162	270	247	15	46	26	92	89
Region1266	chr2R	8614721	8615207	.	487	407	1352	164	340	1063	621	73	129	165	124	17	36	15	97	56
Region1267	chr2R	8625414	8626003	.	590	349	1337	100	565	939	599	74	139	327	248	11	32	28	129	94
Region1268	chr2R	8627155	8628483	.	1329	730	2702	227	863	1205	1123	180	311	591	516	28	100	54	217	157
Region1269	chr2R	8631346	8631932	.	587	268	871	99	301	594	444	69	140	273	198	13	45	29	107	71
Region1270	chr2R	8639577	8639875	.	299	277	276	121	171	236	135	42	84	116	98	6	28	11	44	24
Region1271	chr2R	8643028	8643511	.	484	411	379	106	238	280	192	80	104	225	120	4	24	24	65	48
Region1272	chr2R	8643851	8644241	.	391	328	308	122	163	325	158	67	90	159	158	8	28	16	75	54
Region1273	chr2R	8644444	8644696	.	253	192	190	69	75	145	98	47	48	80	69	2	20	11	41	39
Region1274	chr2R	8649715	8651642	.	1928	1438	3408	562	1272	2669	1676	288	439	712	687	46	132	72	394	251
Region1275	chr2R	8653516	8655568	.	2053	931	2656	434	2005	3826	1386	292	496	716	746	40	141	89	384	268
Region1276	chr2R	8655939	8657774	.	1836	893	4043	498	2676	5594	2009	246	440	612	585	38	129	66	327	228
Region1277	chr2R	8658036	8660534	.	2499	1211	4357	517	3423	6705	1890	347	532	1081	691	48	191	110	374	298
Region1278	chr2R	8665824	8666074	.	251	217	484	102	285	556	224	46	72	109	142	4	23	17	70	45
Region1279	chr2R	8669988	8670377	.	390	290	600	147	419	979	271	58	108	146	125	13	37	17	93	45
Region1280	chr2R	8723252	8724032	.	781	710	1794	188	718	1571	814	111	178	250	342	34	49	22	131	114
Region1281	chr2R	8724252	8724833	.	582	309	843	104	382	1080	397	77	145	205	215	24	60	23	128	68
Region1282	chr2R	8732923	8733436	.	514	295	1059	71	404	587	414	90	114	281	233	9	37	26	76	73
Region1283	chr2R	8890916	8891334	.	419	193	588	67	301	579	285	73	89	212	237	6	34	17	107	55
Region1284	chr2R	8899723	8902143	.	2421	1455	5251	420	1687	3130	2197	340	556	1138	974	54	207	127	447	301
Region1285	chr2R	8906472	8907045	.	574	606	1558	225	617	1284	620	91	138	278	253	20	46	23	119	68
Region1286	chr2R	8907602	8907955	.	354	303	790	94	322	589	309	62	83	204	162	13	35	20	94	57
Region1287	chr2R	8913338	8914139	.	802	860	1672	283	1137	2055	682	112	196	366	351	19	67	41	176	116
Region1288	chr2R	8914551	8915479	.	929	1162	2874	286	2073	3514	1103	119	184	594	359	27	62	46	170	107
Region1289	chr2R	8922417	8923339	.	923	635	1871	138	668	946	831	137	224	532	458	35	78	46	201	117
Region1290	chr2R	8925657	8926184	.	528	351	1182	80	548	945	515	84	115	294	163	14	38	24	93	67
Region1291	chr2R	8927532	8928600	.	1069	838	2678	251	1009	1690	1025	146	209	567	315	8	90	36	155	112
Region1292	chr2R	8939378	8939863	.	486	277	1134	75	200	488	527	84	120	238	255	9	33	20	91	64
Region1293	chr2R	8946922	8947347	.	426	220	785	61	306	410	327	55	89	326	216	6	31	21	85	64
Region1294	chr2R	8950480	8951065	.	586	322	1307	107	480	863	531	84	142	283	270	14	58	35	132	87
Region1295	chr2R	8951509	8952971	.	1463	1329	3608	380	1365	3447	1511	194	341	519	387	24	104	60	257	166
Region1296	chr2R	9087212	9088294	.	1083	709	1882	168	633	1530	899	152	260	486	335	35	87	36	212	152
Region1297	chr2R	9095298	9096180	.	883	854	1866	323	511	1680	921	146	229	216	240	32	61	49	202	113
Region1298	chr2R	9097941	9098981	.	1041	721	2299	178	954	1676	988	146	258	545	395	19	91	49	231	132
Region1299	chr2R	9103185	9103884	.	700	714	2080	190	737	1456	807	117	136	350	270	10	59	37	135	81
Region1300	chr2R	9109142	9111343	.	2202	1810	4249	402	1222	3278	1935	282	509	729	707	57	118	87	353	250
Region1301	chr2R	9113542	9114810	.	1269	1141	2590	246	1115	2173	1121	209	292	577	510	26	84	63	215	165
Region1302	chr2R	9116095	9117313	.	1219	1501	3875	431	1110	2514	1489	190	298	422	427	31	90	46	250	159
Region1303	chr2R	9131234	9131846	.	613	356	1258	127	611	1116	505	89	160	348	226	12	71	28	116	98
Region1304	chr2R	9132495	9133223	.	729	498	1180	187	867	1732	535	126	163	287	273	23	48	30	110	99
Region1305	chr2R	9138068	9139668	.	1601	977	2245	443	1072	1977	1138	249	378	567	578	41	126	67	266	195
Region1306	chr2R	9143427	9144386	.	960	607	1962	133	600	1148	877	139	234	432	402	14	95	53	194	142
Region1307	chr2R	9165718	9166298	.	581	381	1042	107	357	852	492	97	151	224	158	22	68	28	128	83
Region1308	chr2R	9176851	9177300	.	450	459	1189	85	542	1154	485	66	98	220	138	2	35	14	89	65
Region1309	chr2R	9206708	9207256	.	549	279	1182	84	418	707	469	78	127	214	190	9	45	34	75	73
Region1310	chr2R	9207623	9208060	.	438	304	792	108	377	752	333	62	121	243	219	9	35	21	98	63
Region1311	chr2R	9284295	9285108	.	814	475	1714	160	608	1335	769	120	210	319	315	17	53	34	169	99
Region1312	chr2R	9285971	9287224	.	1254	877	2433	197	736	1681	1071	186	249	559	482	25	91	50	196	149
Region1313	chr2R	9291151	9291809	.	659	415	1257	67	348	999	582	96	191	222	219	21	41	26	114	79
Region1314	chr2R	9398217	9398767	.	551	361	1339	131	347	817	576	73	126	243	225	17	39	27	134	86
Region1315	chr2R	9399018	9400332	.	1315	663	2417	205	910	2027	1071	173	298	493	503	13	91	54	293	187
Region1316	chr2R	9403995	9406562	.	2568	577	2162	160	3016	5100	1173	350	534	994	796	45	179	112	380	297
Region1317	chr2R	9406805	9407442	.	638	171	575	56	828	1626	309	94	158	195	167	13	46	19	105	77
Region1318	chr2R	9424121	9424550	.	430	232	746	81	309	569	321	53	101	207	177	14	29	23	102	76
Region1319	chr2R	9440652	9441410	.	759	227	1000	80	816	1687	535	92	194	273	239	21	54	35	122	100
Region1320	chr2R	9442252	9442760	.	509	92	606	45	590	1500	344	64	129	201	192	15	32	34	83	60
Region1321	chr2R	9445873	9446408	.	536	279	952	59	304	696	435	78	125	160	161	11	33	13	68	57
Region1322	chr2R	9482077	9482642	.	566	720	1636	557	911	2407	724	278	438	215	569	65	45	85	395	95
Region1323	chr2R	9546070	9547369	.	1300	1162	2499	593	1689	2919	1203	181	330	641	609	34	99	66	241	191
Region1324	chr2R	9552076	9552579	.	504	237	267	72	570	950	141	68	111	171	227	11	29	30	83	68
Region1325	chr2R	9577506	9579007	.	1502	910	2666	353	983	2451	1164	224	313	539	487	34	107	71	294	187
Region1326	chr2R	9583875	9585091	.	1217	754	1709	152	833	1921	754	177	275	440	311	36	91	56	163	136
Region1327	chr2R	9586295	9586738	.	444	397	913	126	510	910	407	73	122	177	203	12	31	28	99	69
Region1328	chr2R	9587203	9587718	.	516	509	1466	178	664	1521	655	87	103	196	210	16	39	20	106	74
Region1329	chr2R	9589967	9591507	.	1541	1304	3627	391	1207	2259	1367	214	338	708	574	25	119	62	260	184
Region1330	chr2R	9593341	9593859	.	519	365	768	65	261	666	343	82	129	175	166	15	44	23	86	60
Region1331	chr2R	9594076	9594581	.	506	281	918	66	398	699	395	63	132	295	192	27	37	33	103	81
Region1332	chr2R	9691529	9693373	.	1845	1269	3836	430	1282	2234	1728	253	413	894	789	38	132	87	335	217
Region1333	chr2R	9822554	9822901	.	348	91	474	17	80	268	239	52	69	113	102	8	20	14	64	49
Region1334	chr2R	9837023	9837372	.	350	123	512	40	130	368	264	60	96	144	135	9	36	16	60	59
Region1335	chr2R	9839113	9839520	.	408	110	518	34	156	266	235	62	104	147	103	17	17	17	73	66
Region1336	chr2R	9842041	9842485	.	445	215	583	59	240	520	303	84	96	177	171	7	33	22	82	67
Region1337	chr2R	9843817	9844136	.	320	104	530	27	112	275	208	55	102	127	103	3	19	11	71	36
Region1338	chr2R	9845829	9846936	.	1108	687	2139	229	671	1538	888	165	262	463	463	38	70	59	186	143
Region1339	chr2R	9847236	9848604	.	1369	1186	3502	288	1173	2441	1411	188	313	659	551	30	102	62	252	194
Region1340	chr2R	9865111	9866179	.	1069	615	1768	178	678	1221	793	148	273	430	396	23	81	57	241	141
Region1341	chr2R	9871631	9872147	.	517	300	558	128	307	681	257	65	106	230	261	16	35	31	110	50
Region1342	chr2R	9874364	9875124	.	761	486	1195	141	386	1117	585	95	181	146	159	14	38	26	89	53
Region1343	chr2R	9875382	9875815	.	434	237	712	87	288	627	333	79	121	209	232	21	38	21	103	71
Region1344	chr2R	9881847	9882373	.	527	396	1401	116	450	1086	614	88	126	194	189	10	47	22	127	61
Region1345	chr2R	9891164	9892431	.	1268	765	2480	171	863	1571	1017	168	273	499	471	42	81	59	224	153
Region1346	chr2R	9929198	9929515	.	318	184	39	78	30	46	32	49	65	72	73	4	16	11	40	20
Region1347	chr2R	9932030	9932547	.	518	324	91	189	81	86	40	83	90	161	142	10	27	21	91	68
Region1348	chr2R	9934031	9934933	.	903	644	163	365	152	102	77	116	145	267	316	20	48	25	127	104
Region1349	chr2R	9959273	9961157	.	1885	3839	4136	1200	2386	4995	1728	278	423	753	755	44	132	78	387	247
Region1350	chr2R	9964518	9965037	.	520	308	951	80	372	649	428	78	113	317	276	15	48	24	120	79
Region1351	chr2R	9969087	9969608	.	522	470	1007	134	534	913	497	85	130	368	326	17	57	35	114	85
Region1352	chr2R	9971164	9972743	.	1580	1036	2691	377	1308	2113	1191	270	380	835	791	43	159	62	315	246
Region1353	chr2R	9989156	9989837	.	682	702	2029	170	569	1488	814	104	170	212	215	23	39	25	158	78
Region1354	chr2R	10026510	10027432	.	923	681	1664	196	661	1198	746	153	202	450	442	31	81	49	160	111
Region1355	chr2R	10033303	10033706	.	404	177	629	45	211	335	290	56	116	149	101	7	35	19	78	44
Region1356	chr2R	10046433	10049978	.	3546	2748	7859	977	2661	7232	3350	464	766	967	948	70	220	146	539	365
Region1357	chr2R	10051628	10052110	.	483	260	773	74	324	533	363	88	108	252	227	16	39	24	83	83
Region1358	chr2R	10065999	10066526	.	528	292	1005	52	418	720	451	90	129	312	253	14	59	31	99	77
Region1359	chr2R	10066748	10067334	.	587	446	1182	96	576	941	495	83	148	277	227	11	36	37	96	81
Region1360	chr2R	10068268	10068688	.	421	198	771	50	236	444	322	66	100	206	145	11	38	21	66	54
Region1361	chr2R	10075184	10075602	.	419	253	847	77	423	998	356	63	115	171	133	12	40	24	77	59
Region1362	chr2R	10076082	10076667	.	586	117	494	29	633	1610	208	83	146	228	216	16	64	29	131	94
Region1363	chr2R	10077411	10077762	.	352	57	270	39	447	921	135	58	74	128	112	13	32	22	87	43
Region1364	chr2R	10078487	10078824	.	338	69	178	20	300	1086	97	47	83	116	83	5	23	19	67	38
Region1365	chr2R	10096977	10097488	.	512	414	1257	118	523	1380	532	90	140	237	225	8	43	37	108	73
Region1366	chr2R	10099165	10100150	.	986	637	1958	275	736	1625	869	166	261	367	301	25	70	46	219	154
Region1367	chr2R	10101065	10101669	.	605	575	1137	210	538	1475	502	92	172	203	192	16	35	19	105	85
Region1368	chr2R	10117655	10118956	.	1302	808	3338	287	1370	2895	1366	168	289	503	429	32	103	48	231	169
Region1369	chr2R	10124323	10124725	.	403	147	496	77	275	703	304	59	88	146	140	9	23	15	78	59
Region1370	chr2R	10142392	10142882	.	491	276	993	38	454	660	460	76	104	236	172	13	40	14	121	71
Region1371	chr2R	10251710	10252769	.	1060	1223	2744	262	1132	2709	1066	125	253	330	305	16	74	39	165	117
Region1372	chr2R	10309221	10309798	.	578	322	1224	71	370	692	534	74	117	218	160	10	34	21	107	60
Region1373	chr2R	10310115	10310582	.	468	414	960	134	416	545	384	77	104	254	210	10	32	21	86	76
Region1374	chr2R	10421195	10422008	.	814	1146	1042	291	1072	2894	532	117	189	270	301	20	57	26	154	117
Region1375	chr2R	10423416	10423902	.	487	564	431	157	663	1880	262	71	106	193	200	7	40	18	70	68
Region1376	chr2R	10428364	10429061	.	698	1036	780	269	875	2321	432	102	172	266	277	32	61	37	117	103
Region1377	chr2R	10429662	10430386	.	725	687	2849	245	764	2187	1274	115	212	327	382	17	53	29	165	92
Region1378	chr2R	10430623	10431086	.	464	124	556	26	246	269	236	73	85	308	195	14	44	21	74	75
Region1379	chr2R	10436972	10437342	.	371	271	656	80	336	670	287	65	90	159	123	6	24	9	80	44
Region1380	chr2R	10465872	10469252	.	3381	3094	8484	878	3612	7258	3305	454	709	1559	1376	79	249	155	665	461
Region1381	chr2R	10479462	10480967	.	1506	936	3073	271	1037	2242	1255	226	346	588	597	49	119	84	329	226
Region1382	chr2R	10482809	10492843	.	10035	11333	22842	3290	9969	20558	10027	1420	2353	3757	3666	235	661	440	1535	1206
Region1383	chr2R	10497311	10498018	.	708	229	846	67	352	417	322	93	120	475	220	11	49	39	94	68
Region1384	chr2R	10500430	10501823	.	1394	744	1608	164	990	1232	736	175	293	934	812	23	121	57	255	213
Region1385	chr2R	10533238	10535001	.	1764	2536	4425	985	1956	5400	2169	297	491	796	663	59	148	91	449	257
Region1386	chr2R	10535223	10539241	.	4019	6811	7928	2798	5307	13593	3898	527	948	1272	1262	80	269	171	682	483
Region1387	chr2R	10539717	10541581	.	1865	1677	3167	720	1373	4034	1537	277	449	519	506	58	133	93	313	226
Region1388	chr2R	10548647	10549006	.	360	181	450	102	280	509	272	53	91	184	174	23	29	13	55	41
Region1389	chr2R	10557609	10558853	.	1245	1905	4460	632	1875	4952	1951	195	333	331	418	32	99	57	211	169
Region1390	chr2R	10559481	10559714	.	234	194	379	82	221	551	178	46	73	97	92	8	22	11	57	28
Region1391	chr2R	10579570	10580158	.	589	258	469	69	511	1193	181	85	139	205	162	12	35	37	104	84
Region1392	chr2R	10580410	10583118	.	2709	4030	4316	1618	5571	13252	1931	330	598	991	1064	64	191	98	533	348
Region1393	chr2R	10583680	10585146	.	1467	1035	2759	424	1878	4368	1264	229	395	552	537	34	111	68	283	198
Region1394	chr2R	10596495	10596941	.	447	99	515	49	347	668	260	66	93	217	149	6	46	26	98	75
Region1395	chr2R	10644940	10645596	.	657	277	1097	88	283	653	446	113	170	213	186	11	33	22	103	65
Region1396	chr2R	10645829	10646130	.	302	205	788	52	198	441	372	106	186	118	144	1	22	18	53	37
Region1397	chr2R	10731258	10732037	.	780	531	1588	155	455	1159	724	104	175	238	236	14	45	30	150	82
Region1398	chr2R	10739369	10739831	.	463	253	924	65	281	465	404	76	94	251	227	12	44	25	122	68
Region1399	chr2R	10806766	10808905	.	2140	1421	2679	516	1581	4475	1370	309	545	572	633	43	132	81	369	265
Region1400	chr2R	10809330	10811691	.	2362	2828	5812	821	2057	4908	2523	325	561	848	823	78	150	116	471	322
Region1401	chr2R	10812837	10814215	.	1379	1323	3151	369	1294	3326	1452	192	339	510	547	43	104	59	288	179
Region1402	chr2R	10819357	10820410	.	1054	574	1563	146	590	1422	735	158	246	439	379	31	69	42	221	157
Region1403	chr2R	10821173	10822120	.	948	745	2086	236	987	1874	882	146	216	501	507	30	61	50	187	145
Region1404	chr2R	10822763	10823820	.	1058	1221	2226	260	959	2147	991	160	242	343	314	23	71	47	181	133
Region1405	chr2R	10838304	10838704	.	401	349	958	69	271	507	417	62	120	195	125	2	40	25	85	56
Region1406	chr2R	10843018	10844016	.	999	790	2305	289	500	918	944	163	222	489	369	15	78	49	204	125
Region1407	chr2R	10844243	10846039	.	1797	1739	3818	719	1825	3696	1766	210	406	717	625	33	115	82	298	236
Region1408	chr2R	10874901	10875527	.	627	661	1106	176	590	1392	553	99	159	154	155	17	33	33	90	58
Region1409	chr2R	10875773	10876212	.	440	268	736	140	357	511	407	66	105	296	276	10	43	34	103	67
Region1410	chr2R	10879166	10879686	.	521	498	1527	131	523	1027	597	74	125	312	267	16	53	20	140	97
Region1411	chr2R	10879977	10880568	.	592	396	1153	84	376	975	495	69	147	203	173	10	40	18	103	92
Region1412	chr2R	10885173	10885884	.	712	803	2447	248	574	1138	955	111	161	349	184	19	48	31	116	103
Region1413	chr2R	10886807	10887494	.	688	628	2135	160	765	1408	932	113	161	414	303	11	74	29	125	108
Region1414	chr2R	10893824	10895007	.	1184	761	2197	240	895	1748	1014	160	267	466	401	31	80	45	214	130
Region1415	chr2R	10897342	10897867	.	526	397	1267	84	630	995	501	103	126	352	311	18	53	25	127	79
Region1416	chr2R	10898371	10899063	.	693	541	1539	148	657	1113	684	98	164	417	387	11	55	37	124	107
Region1417	chr2R	11100937	11101425	.	489	108	697	57	316	725	372	66	90	132	156	16	29	12	76	64
Region1418	chr2R	11149305	11150035	.	731	549	2049	141	387	1028	810	110	151	193	184	17	52	21	102	71
Region1419	chr2R	11191051	11191416	.	366	76	181	19	374	838	101	70	119	100	120	2	30	16	69	52
Region1420	chr2R	11198341	11198852	.	512	382	696	149	563	1067	400	61	122	191	181	15	45	25	97	60
